id_parlamentar,casa,nome_eleitoral,uf,partido_atual,partido_eleicao,total_receita_partido,total_receita_candidato,indice_investimento_partido
204488,camara,CÉLIO STUDART,CE,PV,PV,669088.01,738088.01,0.0351909965082185
204496,camara,CELSO SABINO,PA,PSDB,PSDB,100000,280454.39,8.36013896618799e-4
204504,camara,CEZINHA DE MADUREIRA,SP,PSD,PSD,1050000,1063247.69,0.0222345990414044
205476,camara,CHARLES FERNANDES,BA,PSD,PSD,800000,959636.43,0.0127580728969784
204490,camara,CHARLLES EVANGELISTA,MG,PSL,PSL,2745,153557.57,4.75949655198911e-4
204476,camara,CHIQUINHO BRAZÃO,RJ,AVANTE,AVANTE,300000,461146,0.0418683841146933
204462,camara,CHRIS TONIETTO,RJ,PSL,PSL,74006.33,78396.34,0.0201622137377292
204440,camara,CHRISTINO AUREO,RJ,PP,PP,1030001.54,1646503.53,0.0144395009882454
204376,camara,CORONEL ARMANDO,SC,PSL,PSL,265,53428,4.29108006447652e-5
204378,camara,CORONEL CHRISÓSTOMO,RO,PSL,PSL,0,50300,0
204514,camara,CORONEL TADEU,SP,PSL,PSL,0,70515.24,0
135054,camara,CRISTIANO VALE,PA,PL,PL,888515.03,899335.63,0.00504301308165213
204355,camara,DA VITORIA,ES,CIDADANIA,CIDADANIA,584064.05,714237.13,0.0209941094080709
204367,camara,DANIEL FREITAS,SC,PSL,PSL,0,329200,0
204454,camara,DANIEL SILVEIRA,RJ,PSL,PSL,13265,34344,0.00361390390836807
204409,camara,DANIEL TRZECIAK,RS,PSDB,PSDB,52250,192305.3,6.17121573010088e-4
204459,camara,DANIELA DO WAGUINHO,RJ,MDB,MDB,507325.58,1172263.08,0.00710797147740842
116379,camara,DARCI DE MATOS,SC,PSD,PSD,200230,303809,0.00324707773581863
205548,camara,DAVID MIRANDA,RJ,PSOL,PSOL,62630.14,343890.14,0.0138744805696783
204511,camara,DAVID SOARES,SP,DEM,DEM,350000,570561.08,0.00869691038611306
204451,camara,DELEGADO ANTÔNIO FURTADO,RJ,PSL,PSL,2155,77940.3,5.87106138147998e-4
204512,camara,DELEGADO MARCELO FREITAS,MG,PSL,PSL,1401,364411.63,2.42916381396602e-4
204569,camara,DELEGADO PABLO,AM,PSL,PSL,5294,56965.15,7.58180117222172e-4
204542,camara,DENIS BEZERRA,CE,PSB,PSB,400000,622320,0.00561512798711196
204518,camara,DR. FREDERICO,MG,PATRIOTA,PATRIOTA,0,350335.55,0
212625,camara,DR. GONÇALO,MA,AVANTE,AVANTE,0,186678.04,0
204481,camara,DR. JAZIEL,CE,PL,PL,1700000,1700000,0.0127817579802523
204439,camara,DR. LEONARDO,MT,SOLIDARIEDADE,SOLIDARIEDADE,840000,1121791.3,0.023784539966714
204450,camara,DR. LUIZ ANTONIO TEIXEIRA JR.,RJ,PP,PP,980001.54,1146962.99,0.0137385553863464
204351,camara,DR. LUIZ OVANDO,MS,PSL,PSL,0,21648,0
204412,camara,DR. ZACHARIAS CALIL,GO,DEM,DEM,501577.74,578587.74,0.00858733999089325
81297,camara,DRA. SORAYA MANATO,ES,PSL,PSL,286884.65,295643.25,0.0356874689228433
204434,camara,DRA. VANDA MILANI,AC,SOLIDARIEDADE,SOLIDARIEDADE,1450000,1450000,0.0310126713976314
204562,camara,EDILÁZIO JÚNIOR,MA,PSD,PSD,720000,953247,0.00941067966662121
204421,camara,EDNA HENRIQUE,PB,PSDB,PSDB,150000,834073.34,0.00161248908511644
204541,camara,EDUARDO BISMARCK,CE,PDT,PDT,0,510449.14,0
204552,camara,EDUARDO BRAIDE,MA,PMN,PMN,400000,448760,0.0561215410512011
204500,camara,EDUARDO COSTA,PA,PTB,PTB,233538.05,253758.05,0.00387638344383313
204364,camara,ELI BORGES,TO,SOLIDARIEDADE,SOLIDARIEDADE,862252,1115272.05,0.0271028940186568
204389,camara,ELIAS VAZ,GO,PSB,PSB,572117.5,630621.5,0.00817749049075491
198783,camara,EMANUEL PINHEIRO NETO,MT,PTB,PTB,946900,1695920,0.0171560490355335
161550,camara,EMIDINHO MADEIRA,MG,PSB,PSB,800000,1358922.61,0.0136088932971174
207309,camara,ENÉIAS REIS,MG,PSL,PSL,2530,125831.34,4.38671266904643e-4
204537,camara,ENRICO MISASI,SP,PV,PV,100000,383422.02,0.00777248713501707
204482,camara,EUCLYDES PETTERSEN,MG,PSC,PSC,1000000,1622782.92,0.0532396480903673
211866,camara,FABIANO TOLENTINO,MG,CIDADANIA,CIDADANIA,599356.43,624843.03,0.0300284130678648
68720,camara,FÁBIO HENRIQUE,SE,PDT,PDT,100000,301002.5,0.00635391913663252
204368,camara,FABIO SCHIOCHET,SC,PSL,PSL,550.72,244955.72,8.91767401173022e-5
204477,camara,FELÍCIO LATERÇA,RJ,PSL,PSL,0,114450.21,0
204398,camara,FELIPE FRANCISCHINI,PR,PSL,PSL,0,237929,0
204371,camara,FELIPE RIGONI,ES,PSB,PSB,150000,912995.37,0.00183068595253109
204407,camara,FERNANDA MELCHIONNA,RS,PSOL,PSOL,220077.91,347313.91,0.0273074128301553
212504,camara,FERNANDO BORJA,MG,AVANTE,AVANTE,83079.81,262801.81,0.00737920815338915
204427,camara,FERNANDO RODOLFO,PE,PL,PHS,142250.2,235692.2,0.0187941643222233
204411,camara,FILIPE BARROS,PR,PSL,PSL,0,393006.75,0
204354,camara,FLÁVIA ARRUDA,DF,PL,PL,2400000,2404000,0.0186493656291604
204447,camara,FLORDELIS,RJ,PSD,PSD,1018000,1101538.05,0.0277753742259976
204392,camara,FRANCISCO JR.,GO,PSD,PSD,900000,1258573.98,0.0131312468453641
204510,camara,FRANCO CARTAFINA,MG,PP,PHS,100873.17,304679.48,0.0145109602055246
204494,camara,FRED COSTA,MG,PATRIOTA,PATRIOTA,933000,1444222.86,0.11505249206354
204393,camara,FREI ANASTACIO RIBEIRO,PB,PT,PT,398500,534813.95,0.00369031495638008
74200,camara,GASTÃO VIEIRA,MA,PROS,PROS,705650,905070.91,0.021740383503026
115746,camara,GELSON AZEVEDO,RJ,PL,PHS,300,379100,6.78097925112123e-5
204473,camara,GENERAL GIRÃO,RN,PSL,PSL,4000,33747,5.90845177855394e-4
204484,camara,GENERAL PETERNELLI,SP,PSL,PSL,6000,52562.88,0.00126866938238057
204527,camara,GENINHO ZULIANI,SP,DEM,DEM,660000,1286479.41,0.0163998881566703
204394,camara,GERVÁSIO MAIA,PB,PSB,PSB,800000,926814,0.0109009746767766
204575,camara,GIL CUTRIM,MA,PDT,PDT,152400,244084.82,0.00693186675927838
204491,camara,GILBERTO ABRAMO,MG,REPUBLICANOS,PRB,1409448.57,1495713.46,0.018619579867054
204570,camara,GILDENEMYR,MA,PL,PMN,100000,107800,0.0140303852628003
204365,camara,GILSON MARQUES,SC,NOVO,NOVO,3599.16,184759.16,0.00430962555753325
204419,camara,GLAUSTIN FOKUS,GO,PSC,PSC,100000,2013728.33,0.00447339419436511
107283,camara,GLEISI HOFFMANN,PR,PT,PT,1301322,1345065.4,0.0152691356080521
204513,camara,GUIGA PEIXOTO,SP,PSL,PSL,0,137984.32,0
204531,camara,GUILHERME DERRITE,SP,PP,PP,750000,842500,0.00816024947562391
204442,camara,GURGEL,RJ,PSL,PSL,982.5,50480.55,2.67671359967707e-4
73460,camara,GUSTAVO FRUET,PR,PDT,PDT,400000,581116.21,0.0245321320254973
204408,camara,GUSTINHO RIBEIRO,SE,SOLIDARIEDADE,SOLIDARIEDADE,800000,849900,0.0350279206261571
204456,camara,GUTEMBERG REIS,RJ,MDB,MDB,503662.79,806794.79,0.00705665333404231
204465,camara,HAROLDO CATHEDRAL,RR,PSD,PSD,4290,1208667.56,8.3565009580855e-5
204548,camara,HEITOR FREIRE,CE,PSL,PSL,50000,64280,0.00715410843570192
204373,camara,HÉLIO COSTA,SC,REPUBLICANOS,PRB,650327.86,803873.06,0.00802333784344167
204444,camara,HELIO LOPES,RJ,PSL,PSL,16717.5,78717.5,0.00455449970509938
204539,camara,HERCÍLIO COELHO DINIZ,MG,MDB,MDB,956.69,2012153.08,8.53059790359726e-6
204533,camara,IDILVAN ALENCAR,CE,PDT,PDT,0,213108.78,0
204564,camara,IGOR KANNÁRIO,BA,DEM,PHS,4399,36010,5.81176538583159e-4
204508,camara,IGOR TIMO,MG,PODEMOS,PODEMOS,0,2117666.69,0
204436,camara,ISNALDO BULHÕES JR.,AL,MDB,MDB,0,994073.72,0
108338,camara,JAQUELINE CASSOL,RO,PP,PP,2110000,2410862,0.0125216955977034
204435,camara,JESUS SÉRGIO,AC,PDT,PDT,53061.66,66561.66,0.00164690793215317
204429,camara,JOÃO H. CAMPOS,PE,PSB,PSB,1537864.46,1791583.1,0.0240270545485798
141459,camara,JOÃO MAIA,RN,PL,PL,2240000,2463670,0.0173867286749076
204576,camara,JOÃO ROMA,BA,REPUBLICANOS,PRB,1000159,1041069,0.0121345401020516
204468,camara,JOENIA WAPICHANA,RR,REDE,REDE,150000,239035.13,0.0492899822866501
204546,camara,JOICE HASSELMANN,SP,PSL,PSL,105000,262592.32,0.0222017141916599
205550,camara,JORGE BRAZ,RJ,REPUBLICANOS,PRB,378860,444910,0.00786411901741913
204386,camara,JOSE MARIO SCHREINER,GO,DEM,DEM,600206.19,947719.78,0.0102759237644172
204472,camara,JOSÉ MEDEIROS,MT,PODEMOS,PODEMOS,575000,1614922.5,0.0197212613539311
204391,camara,JOSÉ NELTO,GO,PODEMOS,PODEMOS,245000,2394186.69,0.0103834182047577
204555,camara,JOSÉ RICARDO,AM,PT,PT,409193.32,475719.07,0.00390742730986659
209189,camara,JOSEILDO RAMOS,BA,PT,PT,471000,746343.75,0.0050008879386352
204563,camara,JOSIMAR MARANHÃOZINHO,MA,PL,PL,1900000,2494226.4,0.0130303312106032
204474,camara,JUAREZ COSTA,MT,MDB,MDB,0,401288,0
204420,camara,JULIAN LEMOS,PB,PSL,PSL,361938,368948,0.0502684358345311
204372,camara,JULIO CESAR RIBEIRO,DF,REPUBLICANOS,PRB,807844.71,1574914.41,0.00910178409003298
204457,camara,JUNINHO DO PNEU,RJ,DEM,DEM,0,241439.9,0
204520,camara,JUNIO AMARAL,MG,PSL,PSL,5240,36147.88,9.08552347264951e-4
204502,camara,JÚNIOR BOZZELLA,SP,PSL,PSL,0,392500,0
204497,camara,JÚNIOR FERRARI,PA,PSD,PSD,305338.75,489888.75,0.00330288824649407
204574,camara,JUNIOR LOURENÇO,MA,PL,PL,1570000,1649912.2,0.0107671684213932
204550,camara,JÚNIOR MANO,CE,PL,PATRIOTA,0,555464,0
204536,camara,KIM KATAGUIRI,SP,DEM,DEM,0,305495.99,0
98057,camara,LAFAYETTE DE ANDRADA,MG,REPUBLICANOS,PRB,1575000,1793351.61,0.0208066040257219
160534,camara,LAURIETE,ES,PL,PL,2300000,2312720,0.0150346189792042
204375,camara,LEDA SADALA,AP,AVANTE,AVANTE,210000,225408.45,0.0135988138876253
204359,camara,LÉO MORAES,RO,PODEMOS,PODEMOS,623000,974820.96,0.0209014959007293
204547,camara,LÉO MOTTA,MG,PSL,PSL,1175,254675,2.03730726724488e-4
92102,camara,LEUR LOMANTO JÚNIOR,BA,DEM,DEM,500250,738859.99,0.00936136410528532
139285,camara,LÍDICE DA MATA,BA,PSB,PSB,1530000,1753913.52,0.0239033011303766
204405,camara,LIZIANE BAYER,RS,PSB,PSB,500720,529402.56,0.00749633854253556
204382,camara,LOESTER TRUTIS,MS,PSL,PSL,0,12075,0
204523,camara,LUCAS GONZALEZ,MG,NOVO,NOVO,10000,664682.43,0.012821425356855
204404,camara,LUCAS REDECKER,RS,PSDB,PSDB,1009000,1262571.2,0.0119172376491326
204381,camara,LUIS MIRANDA,DF,DEM,DEM,0,530718,0
204410,camara,LUISA CANZIANI,PR,PTB,PTB,2208553.67,2260803.67,0.0597260286768409
204448,camara,LUIZ ANTÔNIO CORRÊA,RJ,PL,DC,0,239156.22,0
160645,camara,LUIZ CARLOS,AP,PSDB,PSDB,724800,851808.45,0.00709167225460948
204485,camara,LUIZ CARLOS MOTTA,SP,PL,PL,1707505,1839505,0.0189720974632442
204543,camara,LUIZ FLÁVIO GOMES,SP,PSB,PSB,0,1602528.24,0
204455,camara,LUIZ LIMA,RJ,PSL,PSL,6835,263661.79,0.00186212086043692
204526,camara,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,SP,PSL,PSL,0,196625.24,0
204418,camara,LUIZÃO GOULART,PR,REPUBLICANOS,PRB,650000,793830,0.00871507432012421
204458,camara,MAJOR FABIANA,RJ,PSL,PSL,87140.83,95567.21,0.0237405643509565
204469,camara,MANUEL MARCOS,AC,REPUBLICANOS,PRB,850000,850000,0.00576752985058078
204471,camara,MARA ROCHA,AC,PSDB,PSDB,1091350.95,1632865.55,0.00752276880128167
156190,camara,MARCEL VAN HATTEM,RS,NOVO,NOVO,7349.16,824605.64,0.00829269021441923
205863,camara,MARCELO BRUM,RS,PSL,PSL,0,71730,0
204433,camara,MARCELO CALERO,RJ,CIDADANIA,CIDADANIA,346000,1172722.23,0.0272379231326891
76874,camara,MARCELO FREIXO,RJ,PSOL,PSOL,301047.53,528414.21,0.0666911826404129
133810,camara,MARCELO MORAES,RS,PTB,PTB,1190000,1276400,0.0279053181944294
204558,camara,MARCELO NILO,BA,PSB,PSB,400000,457910,0.00624922905369324
204556,camara,MARCELO RAMOS,AM,PL,PL,1423000,1428926.94,0.010709014552498
81055,camara,MÁRCIO JERRY,MA,PCdoB,PCdoB,800000,950659.82,0.0357190581762801
204452,camara,MÁRCIO LABRE,RJ,PSL,PSL,0,22595,0
204522,camara,MARCO BERTAIOLLI,SP,PSD,PSD,1200000,1408948.26,0.0254109703330336
204431,camara,MARCOS AURÉLIO SAMPAIO,PI,MDB,MDB,218750,544504.03,0.00133779439060509
204506,camara,MARCOS PEREIRA,SP,REPUBLICANOS,PRB,2480399,2496213.48,0.0399595632036552
204430,camara,MARGARETE COELHO,PI,PP,PP,2300000,2422066.52,0.0140742266256221
204540,camara,MARIA ROSAS,SP,REPUBLICANOS,PRB,2423442.36,2423442.36,0.0390419840335508
204428,camara,MARÍLIA ARRAES,PE,PT,PT,1000000,1283597.95,0.0106179881836833
204432,camara,MARINA SANTOS,PI,SOLIDARIEDADE,PTC,560000,603046.16,0.104977331727699
204403,camara,MARLON SANTOS,RS,PDT,PDT,150000,205720,0.00797720766079849
204566,camara,MARRECA FILHO,MA,PATRIOTA,PATRIOTA,0,80200,0
75431,camara,MAURÍCIO DZIEDRICKI,RS,PTB,PTB,737000,971369.06,0.0172825374027684
204486,camara,MAURO BENEVIDES FILHO,CE,PDT,PDT,0,698236.7,0
141508,camara,MAURO NAZIF,RO,PSB,PSB,500000,590712,0.00565743901036555
154178,camara,MILTON VIEIRA,SP,REPUBLICANOS,PRB,1303885.86,1319885.86,0.0210057774708917
204453,camara,NATÁLIA BONAVIDES,RN,PT,PT,406296.2,571522.1,0.00400156966963781
204449,camara,NELSON BARBUDO,MT,PSL,PSL,20000,331815,0.00235799695086998
204415,camara,NEREU CRISPIM,RS,PSL,PSL,0,38108.36,0
146307,camara,NERI GELLER,MT,PP,PP,1500000,2441815.41,0.00910016919258518
204479,camara,NICOLETTI,RR,PSL,PSL,0,108440,0
204498,camara,OLIVAL MARQUES,PA,DEM,DEM,350000,523346.4,0.00444259729847814
204363,camara,OSIRES DAMASO,TO,PSC,PSC,281824.73,527040.09,0.0113259551681006
204422,camara,OSSESIO SILVA,PE,REPUBLICANOS,PRB,654699.58,715252.73,0.00794350838312652
204475,camara,OTACI NASCIMENTO,RR,SOLIDARIEDADE,SOLIDARIEDADE,160119.32,229619.32,0.00747946172090078
204441,camara,OTONI DE PAULA,RJ,PSC,PSC,50000,275342.97,0.00418269174442184
204573,camara,OTTO ALENCAR FILHO,BA,PSD,PSD,874773.05,991037.52,0.0139505229252651
204553,camara,PASTOR SARGENTO ISIDÓRIO,BA,AVANTE,AVANTE,532000,708069.98,0.0433969820734559
205535,camara,PATRICIA FERRAZ,AP,PL,PL,565000,571500,0.00375310520857071
204377,camara,PAULA BELMONTE,DF,CIDADANIA,CIDADANIA,100000,2500000,0.00427292443076935
204538,camara,PAULO BENGTSON,PA,PTB,PTB,1150000,1220980,0.0190882854438842
204461,camara,PAULO GANIME,RJ,NOVO,NOVO,6099.16,298835.26,0.0122873156041991
204492,camara,PAULO GUEDES,MG,PT,PT,394715.1,866556.01,0.00456327168873736
133968,camara,PAULO RAMOS,RJ,PDT,PDT,150000,199398.64,0.01424230051723
90201,camara,PEDRO AUGUSTO BEZERRA,CE,PTB,PTB,215000,733717.55,0.00472741678557291
122974,camara,PEDRO LUCAS FERNANDES,MA,PTB,PTB,1200000,1260703.4,0.0240672718970568
204395,camara,PEDRO LUPION,PR,DEM,DEM,500000,1036439.73,0.0103401183288722
204406,camara,PEDRO WESTPHALEN,RS,PP,PP,1172040,1445460,0.00920295920513092
73943,camara,PERPÉTUA ALMEIDA,AC,PCdoB,PCdoB,899232.95,907310.35,0.027397155434185
204524,camara,PINHEIRINHO,MG,PP,PP,1843510.07,2139422.05,0.0164478503653062
204529,camara,POLICIAL KATIA SASTRE,SP,PL,PL,1100000,1104000,0.0122221060609302
204390,camara,PROFESSOR ALCIDES,GO,PP,PP,1156940,2470940,0.00867314210854238
204383,camara,PROFESSOR ISRAEL BATISTA,DF,PV,PV,450000,697295.3,0.0244608747886131
204446,camara,PROFESSOR JOZIEL,RJ,PSL,PSL,5474.3,37524.3,0.00149141305432185
204565,camara,PROFESSORA DAYANE PIMENTEL,BA,PSL,PSL,483400,484950,0.0769766388243534
204467,camara,PROFESSORA ROSA NEIDE,MT,PT,PT,584400,849716.97,0.00459406746700376
204567,camara,RAIMUNDO COSTA,BA,PL,PRP,0,80410,0
141523,camara,RAUL HENRY,PE,MDB,MDB,805000,1071511.34,0.00659255511811418
205865,camara,REINHOLD STEPHANES JUNIOR,PR,PSD,PSD,1285715,1613451.38,0.0226591318988546
73801,camara,RENILDO CALHEIROS,PE,PCdoB,PCdoB,1340039.68,1383795.22,0.0730046109168473
204362,camara,RICARDO GUIDI,SC,PSD,PSD,700000,747836.24,0.0113517176001251
204489,camara,ROBÉRIO MONTEIRO,CE,PDT,PDT,0,181830,0
74305,camara,ROBERTO PESSOA,CE,PSDB,PSDB,500000,600671,0.00553732295152116
204530,camara,RODRIGO AGOSTINHO,SP,PSB,PSB,100000,247357.08,0.00207449008130035
204366,camara,RODRIGO COELHO,SC,PSB,PSB,500000,816258.64,0.00794337201336417
204480,camara,ROGÉRIO CORREIA,MG,PT,PT,471000,670294.36,0.0054451957003806
204525,camara,ROSANA VALLE,SP,PSB,PSB,339982.5,377148.25,0.00705290324065696
204357,camara,ROSE MODESTO,MS,PSDB,PSDB,602250,778745,0.00815576072578
73604,camara,RUI FALCÃO,SP,PT,PT,902809.43,1066491.93,0.0127282065189826
160635,camara,RUY CARNEIRO,PB,PSDB,PSDB,934550,997111.64,0.0100463444966371
204535,camara,SÂMIA BOMFIM,SP,PSOL,PSOL,110080.92,369320.59,0.0189266287382553
204416,camara,SANDERSON,RS,PSL,PSL,0,95929.75,0
90842,camara,SANTINI,RS,PTB,PTB,900000,963100,0.0211048624999886
204387,camara,SARGENTO FAHUR,PR,PSD,PSD,195715,257145,0.00344923408343553
204399,camara,SCHIAVINATO,PR,PP,PP,1090692,1163979.51,0.00987649513556473
204438,camara,SERGIO TOLEDO,AL,PL,PL,1255557.26,1458222.68,0.00626177320107706
204437,camara,SEVERINO PESSOA,AL,REPUBLICANOS,PRB,842225.39,857655.92,0.00609024777003261
204557,camara,SIDNEY LEITE,AM,PSD,PSD,840000,853150,0.012047877272143
204360,camara,SILVIA CRISTINA,RO,PDT,PDT,116000,310017.89,0.00466243994930617
204425,camara,SILVIO COSTA FILHO,PE,REPUBLICANOS,PRB,1018375.69,1177926.94,0.0123560119447262
204534,camara,TABATA AMARAL,SP,PDT,PDT,100000,1290696.6,0.00736913899753751
204464,camara,TALÍRIA PETRONE,RJ,PSOL,PSOL,172141.88,268241.1,0.0381346611916864
206231,camara,TED CONTI,ES,PSB,PSB,75000,97273,9.15342976265546e-4
204466,camara,TEREZA NELMA,AL,PSDB,PSDB,666867,824703,0.0048987831719538
143084,camara,TIAGO DIMAS,TO,SOLIDARIEDADE,SOLIDARIEDADE,716848,1947721.04,0.0225324561398363
204519,camara,TIAGO MITRAUD,MG,NOVO,NOVO,7099.16,814831.85,0.00910213500363705
197438,camara,TITO,BA,AVANTE,AVANTE,156000,287180,0.0127254308335698
157130,camara,TÚLIO GADÊLHA,PE,PDT,PDT,109097.96,163584.31,0.00605486534634639
204385,camara,VALDEVAN NOVENTA,SE,PSC,PSC,0,352193,0
204505,camara,VAVÁ MARTINS,PA,REPUBLICANOS,PRB,789031,790711,0.00649329605084118
204396,camara,VERMELHO,PR,PSD,PSD,35715,1773807.92,6.29432569245587e-4
204483,camara,VILSON DA FETAEMG,MG,PSB,PSB,500000,552396.11,0.00850555831069839
204478,camara,VINICIUS FARAH,RJ,MDB,MDB,200000,1260291.85,0.00280213407627048
204532,camara,VINICIUS POIT,SP,NOVO,NOVO,0,1283047.97,0
179587,camara,VITOR HUGO,GO,PSL,PSL,0,132938.29,0
74044,camara,WILSON SANTIAGO,PB,PTB,PTB,1265887.69,1873365.19,0.027018192089244
204463,camara,WLADIMIR GAROTINHO,RJ,PSD,PRP,266,134675.5,9.07070651597493e-5
204559,camara,ZÉ NETO,BA,PT,PT,471000,982482.27,0.0050008879386352
204517,camara,ZÉ VITOR,MG,PL,PMN,130000,232041.66,0.0242318134606999
4981,senado,Acir Gurgacz,RO,PDT,NA,NA,NA,NA
5982,senado,Alessandro Vieira,SE,CIDADANIA,REDE,865,102518.08,4.98118781354571e-5
945,senado,Alvaro Dias,PR,PODEMOS,NA,NA,NA,NA
5967,senado,Angelo Coronel,BA,PSD,PSD,1400000,1698041,0.00540833717640641
5529,senado,Antonio Anastasia,MG,PSDB,NA,NA,NA,NA
751,senado,Arolde de Oliveira,RJ,PSD,PSD,950000,1054000,0.00235753154944792
5990,senado,Carlos Viana,MG,PSD,PHS,358086.06,802262.68,0.0113231284045529
470,senado,Chico Rodrigues,RR,DEM,DEM,850000,891508.26,0.00228928345614592
5973,senado,Cid Gomes,CE,PDT,PDT,500000,2719700.89,0.00665216513800339
739,senado,Ciro Nogueira,PI,PP,PP,2476652,2562928,0.0080147278436625
475,senado,Confúcio Moura,RO,MDB,MDB,1500000,2483297.33,0.0021917761055255
5998,senado,Daniella Ribeiro,PB,PP,PP,2818310.18,2906580.04,0.00338283316937933
3830,senado,Davi Alcolumbre,AP,DEM,NA,NA,NA,NA
5537,senado,Dário Berger,SC,MDB,NA,NA,NA,NA
4994,senado,Eduardo Braga,AM,MDB,MDB,2088400,2624230.54,0.00236345931559622
5976,senado,Eduardo Girão,CE,PODEMOS,PROS,200000,3400340,0.00180233546646083
3777,senado,Eduardo Gomes,TO,MDB,SOLIDARIEDADE,16719.4,2418885.5,1.40516478649524e-4
5718,senado,Eliziane Gama,MA,CIDADANIA,CIDADANIA,1268879.16,1329479.16,0.00944010478494323
5531,senado,Elmano Férrer,PI,PODEMOS,NA,NA,NA,NA
22,senado,Esperidião Amin,SC,PP,PP,2383962.2,2395758.4,0.00344154429133203
5953,senado,Fabiano Contarato,ES,REDE,REDE,200266.66,228604,0.0194853969226918
5540,senado,Fernando Bezerra Coelho,PE,MDB,NA,NA,NA,NA
4525,senado,Fernando Collor,AL,PROS,NA,NA,NA,NA
345,senado,Flávio Arns,PR,REDE,REDE,141875,320586.76,0.0114487884972621
5894,senado,Flávio Bolsonaro,RJ,SPARTIDO,PSL,209812,712212,0.00519901938910032
5008,senado,Humberto Costa,PE,PT,PT,1850000,1868517.42,0.00341798065170667
5385,senado,Irajá,TO,PSD,PSD,733592.1,1112592.1,0.00257099826673576
4770,senado,Izalci Lucas,DF,PSDB,PSDB,1000000,2988000,0.00420399796303332
35,senado,Jader Barbalho,PA,MDB,MDB,2000000,2041746.7,0.0035906746452755
581,senado,Jaques Wagner,BA,PT,PT,1356156.56,1940184.76,0.0034880016056509
4545,senado,Jarbas Vasconcelos,PE,MDB,MDB,2143178.64,2336807.96,0.0030540201292194
4531,senado,Jayme Campos,MT,DEM,DEM,1150000,2533675.32,0.00499707557097257
5627,senado,Jean Paul Prates,RN,PT,NA,NA,NA,NA
5895,senado,Jorge Kajuru,GO,CIDADANIA,PRP,35000,234105.33,0.00124747091391399
5350,senado,Jorginho Mello,SC,PL,PL,3000000,3166450.09,0.00442268942565729
3361,senado,José Maranhão,PB,MDB,NA,NA,NA,NA
90,senado,José Serra,SP,PSDB,NA,NA,NA,NA
5929,senado,Juíza Selma,MT,PODEMOS,PSL,6000,1831456.93,2.21855186038021e-4
1249,senado,Kátia Abreu,TO,PDT,NA,NA,NA,NA
5533,senado,Lasier Martins,RS,PODEMOS,NA,NA,NA,NA
5979,senado,Leila Barros,DF,PSB,PSB,3000000,3067994.03,0.015986506584494
5926,senado,Lucas Barreto,AP,PSD,PTB,480000,497163.2,0.00297783232881732
1186,senado,Luis Carlos Heinze,RS,PP,PP,2143395,2926797.21,0.00374661821652751
151,senado,Luiz Pastore,ES,MDB,NA,NA,NA,NA
5585,senado,Luiz do Carmo,GO,MDB,NA,NA,NA,NA
5557,senado,Mailza Gomes,AC,PP,NA,NA,NA,NA
5666,senado,Major Olimpio,SP,PSL,PSL,136500,380323.96,0.00366265600973385
5376,senado,Mara Gabrilli,SP,PSDB,PSDB,3500000,5327773.62,0.00726901994219733
742,senado,Marcelo Castro,PI,MDB,MDB,1570650,1638180.84,0.00507981406453247
285,senado,Marcio Bittar,AC,MDB,MDB,1500100,2067600,0.00258960401430946
5422,senado,Marcos Rogério,RO,DEM,DEM,1145130,2253910,0.00382357747204816
5942,senado,Marcos do Val,ES,PODEMOS,CIDADANIA,0,130930,0
1023,senado,Maria do Carmo Alves,SE,DEM,NA,NA,NA,NA
6027,senado,Mecias de Jesus,RR,REPUBLICANOS,PRB,2331960,2380209.03,0.00407196442220834
5985,senado,Nelsinho Trad,MS,PSD,PTB,240496.7,507291.79,0.00194458895909266
5525,senado,Omar Aziz,AM,PSD,NA,NA,NA,NA
5924,senado,Oriovisto Guimarães,PR,PODEMOS,PODEMOS,0,3443000,0
5523,senado,Otto Alencar,BA,PSD,NA,NA,NA,NA
825,senado,Paulo Paim,RS,PT,PT,1339329.5,1517298.6,0.00303356716897617
374,senado,Paulo Rocha,PA,PT,NA,NA,NA,NA
5502,senado,Plínio Valério,AM,PSDB,PSDB,650000,736374.24,0.00110714006798424
5012,senado,Randolfe Rodrigues,AP,REDE,REDE,725000,1182134,0.0494470188750128
5236,senado,Reguffe,DF,PODEMOS,NA,NA,NA,NA
70,senado,Renan Calheiros,AL,MDB,MDB,2015600,2573114.22,0.00213032076788767
677,senado,Roberto Rocha,MA,PSDB,NA,NA,NA,NA
5905,senado,Rodrigo Cunha,AL,PSDB,PSDB,1186773,1878652.57,0.00188783083002924
5732,senado,Rodrigo Pacheco,MG,DEM,DEM,1450250.44,3819830.85,0.00649561014483544
5352,senado,Rogério Carvalho,SE,PT,PT,1008770,1213199.41,0.00229266110474404
5322,senado,Romário,RJ,PODEMOS,NA,NA,NA,NA
5527,senado,Simone Tebet,MS,MDB,NA,NA,NA,NA
5988,senado,Soraya Thronicke,MS,PSL,PSL,0,76001,0
5959,senado,Styvenson Valentim,RN,PODEMOS,REDE,0,44561.41,0
4560,senado,Sérgio Petecão,AC,PSD,PSD,995869,1236289,0.00334787001255471
3396,senado,Tasso Jereissati,CE,PSDB,NA,NA,NA,NA
5535,senado,Telmário Mota,RR,PROS,NA,NA,NA,NA
