id_proposicao,id_votacao,partido,voto
16526,169242027,PSOL,-1
16526,169242027,PSC,-1
16526,169242027,CIDADANIA,-1
16526,169242027,PCdoB,-1
16526,169242027,NOVO,-1
16526,169242027,PV,-1
16526,169242055,PP,-1
16526,169242055,MDB,-1
16526,169242055,PTB,-1
16526,169242055,PT,1
16526,169242055,PSL,1
16526,169242055,PL,-1
16526,169242055,PSD,-1
16526,169242055,PSB,1
16526,169242055,PSDB,1
16526,169242055,REPUBLICANOS,1
16526,169242055,DEM,-1
16526,169242055,PDT,1
16526,169242055,SOLIDARIEDADE,-1
16526,169242055,PSOL,1
16526,169242055,PROS,-1
16526,169242055,PSC,-1
16526,169242055,CIDADANIA,1
16526,169242055,PCdoB,1
16526,169242055,NOVO,1
16526,169242055,PV,1
16526,169242055,MAIORIA,-1
16526,169242055,MINORIA,1
16526,169242055,OPOSIÇÃO,1
16526,169242055,GOVERNO,1
16526,169281834,PP,1
16526,169281834,MDB,1
16526,169281834,PTB,1
16526,169281834,PT,-1
16526,169281834,PSL,1
16526,169281834,PL,1
16526,169281834,PSD,1
16526,169281834,PSB,-1
16526,169281834,PSDB,1
16526,169281834,REPUBLICANOS,1
16526,169281834,DEM,1
16526,169281834,PDT,-1
16526,169281834,SOLIDARIEDADE,1
16526,169281834,PSOL,-1
16526,169281834,PROS,1
16526,169281834,PSC,1
16526,169281834,CIDADANIA,1
16526,169281834,PCdoB,-1
16526,169281834,NOVO,1
16526,169281834,REDE,-1
16526,169281834,MAIORIA,1
16526,169281834,OPOSIÇÃO,-1
16526,169281834,GOVERNO,1
28692,167471911,PSL,1
28692,167471911,PP,1
28692,167471911,PSD,1
28692,167471911,PDT,5
28692,167471911,SD,5
28692,167471911,PODEMOS,5
28692,167471911,PT,-1
28692,167471911,PSB,-1
28692,167471911,PSOL,-1
28692,167471911,CIDADANIA,1
28692,167471911,NOVO,1
28692,167471911,PATRIOTA,1
28692,167471911,MINORIA,-1
28692,167471911,GOVERNO,1
28692,167471744,PSL,5
28692,167471744,PP,5
28692,167471744,PSD,5
28692,167471744,PDT,-1
28692,167471744,SD,-1
28692,167471744,PODEMOS,-1
28692,167471744,PT,-1
28692,167471744,PSB,-1
28692,167471744,PSOL,-1
28692,167471744,CIDADANIA,1
28692,167471744,NOVO,1
28692,167471744,MINORIA,-1
28692,167471744,OPOSIÇÃO,-1
28692,167471744,GOVERNO,5
358126,170132052,PP,-1
358126,170132052,MDB,-1
358126,170132052,PTB,-1
358126,170132052,PT,2
358126,170132052,PSL,-1
358126,170132052,PL,-1
358126,170132052,PSD,-1
358126,170132052,PSDB,-1
358126,170132052,PSB,2
358126,170132052,REPUBLICANOS,-1
358126,170132052,PDT,2
358126,170132052,DEM,-1
358126,170132052,SOLIDARIEDADE,-1
358126,170132052,PSOL,2
358126,170132052,PROS,-1
358126,170132052,PSC,-1
358126,170132052,CIDADANIA,-1
358126,170132052,PCdoB,2
358126,170132052,NOVO,-1
358126,170132052,AVANTE,-1
358126,170132052,MAIORIA,-1
358126,170132052,GOVERNO,-1
358126,170142142,PP,-1
358126,170142142,MDB,-1
358126,170142142,PTB,-1
358126,170142142,PSL,-1
358126,170142142,PL,-1
358126,170142142,PSD,-1
358126,170142142,PSDB,-1
358126,170142142,PSB,-1
358126,170142142,PDT,2
358126,170142142,DEM,-1
358126,170142142,SOLIDARIEDADE,-1
358126,170142142,PSOL,2
358126,170142142,CIDADANIA,-1
358126,170142142,PCdoB,-1
358126,170142142,MAIORIA,-1
516111,168281245,PP,1
516111,168281245,MDB,1
516111,168281245,PTB,1
516111,168281245,PT,1
516111,168281245,PSL,1
516111,168281245,PL,1
516111,168281245,PSD,1
516111,168281245,PSB,1
516111,168281245,PRB,1
516111,168281245,PSDB,1
516111,168281245,DEM,1
516111,168281245,PDT,1
516111,168281245,SOLIDARIEDADE,1
516111,168281245,PODEMOS,1
516111,168281245,PSOL,1
516111,168281245,PROS,1
516111,168281245,PCdoB,1
516111,168281245,PSC,1
516111,168281245,CIDADANIA,1
516111,168281245,NOVO,1
516111,168281245,AVANTE,1
516111,168281245,PATRIOTA,1
516111,168281245,PV,1
516111,168281245,PMN,1
516111,168281245,PHS,1
516111,168281245,REDE,1
516111,168281245,MAIORIA,1
516111,168281245,MINORIA,1
516111,168281245,OPOSIÇÃO,1
516111,168281245,GOVERNO,1
516111,168281334,PP,1
516111,168281334,MDB,1
516111,168281334,PTB,1
516111,168281334,PT,1
516111,168281334,PSL,1
516111,168281334,PL,1
516111,168281334,PSD,1
516111,168281334,PSB,1
516111,168281334,PRB,1
516111,168281334,PSDB,1
516111,168281334,DEM,1
516111,168281334,PDT,1
516111,168281334,SOLIDARIEDADE,1
516111,168281334,PODEMOS,1
516111,168281334,PSOL,1
516111,168281334,PROS,1
516111,168281334,PCdoB,1
516111,168281334,PSC,1
516111,168281334,CIDADANIA,1
516111,168281334,NOVO,1
516111,168281334,AVANTE,1
516111,168281334,PATRIOTA,1
516111,168281334,PV,1
516111,168281334,PMN,1
516111,168281334,PHS,1
516111,168281334,REDE,1
516111,168281334,MAIORIA,1
516111,168281334,MINORIA,1
516111,168281334,OPOSIÇÃO,1
516111,168281334,GOVERNO,1
516111,168281322,PP,1
516111,168281322,MDB,1
516111,168281322,PTB,1
516111,168281322,PT,1
516111,168281322,PSL,1
516111,168281322,PL,1
516111,168281322,PSD,1
516111,168281322,PSB,1
516111,168281322,PRB,1
516111,168281322,PSDB,1
516111,168281322,DEM,1
516111,168281322,PDT,1
516111,168281322,SOLIDARIEDADE,1
516111,168281322,PODEMOS,1
516111,168281322,PSOL,1
516111,168281322,PROS,1
516111,168281322,PCdoB,1
516111,168281322,PSC,1
516111,168281322,CIDADANIA,1
516111,168281322,NOVO,1
516111,168281322,AVANTE,1
516111,168281322,PATRIOTA,1
516111,168281322,PV,1
516111,168281322,PMN,1
516111,168281322,PHS,1
516111,168281322,REDE,1
516111,168281322,MAIORIA,1
516111,168281322,MINORIA,1
516111,168281322,OPOSIÇÃO,1
516111,168281322,GOVERNO,1
946494,167612120,PSL,1
946494,167612120,PP,1
946494,167612120,PSD,1
946494,167612120,PDT,1
946494,167612120,PODEMOS,1
946494,167612120,PROS,1
946494,167612120,PT,1
946494,167612120,PSB,1
946494,167612120,PRB,1
946494,167612120,PSDB,1
946494,167612120,SOLIDARIEDADE,1
946494,167612120,PSOL,1
946494,167612120,PCdoB,1
946494,167612120,CIDADANIA,1
946494,167612120,NOVO,5
946494,167612120,PATRIOTA,1
946494,167612120,PHS,1
946494,167612120,PRP,1
946494,167612120,REDE,1
946494,167612120,PPL,1
946494,167612120,MAIORIA,1
946494,167612120,MINORIA,1
946494,167612120,OPOSIÇÃO,1
946494,167612120,GOVERNO,1
946494,167612104,PSL,-1
946494,167612104,PP,-1
946494,167612104,PSD,-1
946494,167612104,PDT,-1
946494,167612104,PODEMOS,-1
946494,167612104,PROS,-1
946494,167612104,PT,-1
946494,167612104,PSB,-1
946494,167612104,PRB,-1
946494,167612104,PSDB,-1
946494,167612104,SOLIDARIEDADE,-1
946494,167612104,PSOL,-1
946494,167612104,PCdoB,-1
946494,167612104,CIDADANIA,-1
946494,167612104,NOVO,5
946494,167612104,PATRIOTA,-1
946494,167612104,PHS,-1
946494,167612104,PRP,-1
946494,167612104,REDE,-1
946494,167612104,PPL,-1
946494,167612104,MAIORIA,-1
946494,167612104,MINORIA,-1
946494,167612104,OPOSIÇÃO,-1
946494,167612104,GOVERNO,-1
946494,167612109,PSL,-1
946494,167612109,PP,-1
946494,167612109,PSD,-1
946494,167612109,PDT,-1
946494,167612109,PODEMOS,-1
946494,167612109,PROS,-1
946494,167612109,PT,-1
946494,167612109,PSB,-1
946494,167612109,PRB,-1
946494,167612109,PSDB,-1
946494,167612109,SOLIDARIEDADE,-1
946494,167612109,PSOL,-1
946494,167612109,PCdoB,-1
946494,167612109,CIDADANIA,-1
946494,167612109,NOVO,5
946494,167612109,PATRIOTA,-1
946494,167612109,PHS,-1
946494,167612109,PRP,-1
946494,167612109,REDE,-1
946494,167612109,PPL,-1
946494,167612109,MAIORIA,-1
946494,167612109,MINORIA,-1
946494,167612109,OPOSIÇÃO,-1
946494,167612109,GOVERNO,-1
946494,167612052,PSL,1
946494,167612052,PP,1
946494,167612052,PSD,1
946494,167612052,PDT,1
946494,167612052,PODEMOS,1
946494,167612052,PROS,1
946494,167612052,PT,1
946494,167612052,PSB,1
946494,167612052,PRB,1
946494,167612052,PSDB,1
946494,167612052,SOLIDARIEDADE,1
946494,167612052,PSOL,1
946494,167612052,PCdoB,1
946494,167612052,CIDADANIA,1
946494,167612052,NOVO,5
946494,167612052,PATRIOTA,1
946494,167612052,PHS,1
946494,167612052,PRP,1
946494,167612052,REDE,1
946494,167612052,PPL,1
946494,167612052,MAIORIA,1
946494,167612052,MINORIA,1
946494,167612052,OPOSIÇÃO,1
946494,167612052,GOVERNO,1
946494,167612117,PSL,1
946494,167612117,PP,1
946494,167612117,PSD,1
946494,167612117,PDT,1
946494,167612117,PODEMOS,1
946494,167612117,PROS,1
946494,167612117,PT,1
946494,167612117,PSB,1
946494,167612117,PRB,1
946494,167612117,PSDB,1
946494,167612117,SOLIDARIEDADE,1
946494,167612117,PSOL,1
946494,167612117,PCdoB,1
946494,167612117,CIDADANIA,1
946494,167612117,NOVO,1
946494,167612117,PATRIOTA,1
946494,167612117,PHS,1
946494,167612117,PRP,1
946494,167612117,REDE,1
946494,167612117,PPL,1
946494,167612117,MAIORIA,1
946494,167612117,MINORIA,1
946494,167612117,OPOSIÇÃO,1
946494,167612117,GOVERNO,1
1672576,167541722,PSL,-1
1672576,167541722,PP,-1
1672576,167541722,PSD,-1
1672576,167541722,PDT,5
1672576,167541722,SD,5
1672576,167541722,PODEMOS,5
1672576,167541722,PT,2
1672576,167541722,PSB,5
1672576,167541722,PRB,-1
1672576,167541722,PSOL,2
1672576,167541722,CIDADANIA,-1
1672576,167541722,NOVO,-1
1672576,167541722,OPOSIÇÃO,5
1672576,167541722,GOVERNO,-1
1672576,167541738,PSL,-1
1672576,167541738,PP,-1
1672576,167541738,PSD,-1
1672576,167541738,PDT,5
1672576,167541738,SD,5
1672576,167541738,PODEMOS,5
1672576,167541738,PT,2
1672576,167541738,PSB,5
1672576,167541738,PRB,-1
1672576,167541738,PSOL,2
1672576,167541738,CIDADANIA,-1
1672576,167541738,NOVO,-1
1672576,167541738,MINORIA,5
1672576,167541738,GOVERNO,-1
1672576,167521917,PSL,-1
1672576,167521917,PP,-1
1672576,167521917,PSD,-1
1672576,167521917,PDT,-1
1672576,167521917,SD,-1
1672576,167521917,PODEMOS,-1
1672576,167521917,PT,2
1672576,167521917,PSB,5
1672576,167521917,PSOL,2
1672576,167521917,CIDADANIA,-1
1672576,167521917,NOVO,-1
1672576,167521917,PRB,-1
1672576,167521917,PATRIOTA,-1
1672576,167521917,MINORIA,5
1672576,167521917,GOVERNO,-1
1672576,167521839,PSL,-1
1672576,167521839,PP,-1
1672576,167521839,PSD,-1
1672576,167521839,PDT,-1
1672576,167521839,SD,-1
1672576,167521839,PODEMOS,-1
1672576,167521839,PT,2
1672576,167521839,PSB,5
1672576,167521839,PSOL,2
1672576,167521839,CIDADANIA,-1
1672576,167521839,NOVO,-1
1672576,167521839,PRB,-1
1672576,167521839,OPOSIÇÃO,1
1672576,167612023,PDT,5
1672576,167612023,PODEMOS,5
1672576,167612023,PROS,5
1672576,167612023,PSL,1
1672576,167612023,PP,1
1672576,167612023,PSD,1
1672576,167612023,PT,-1
1672576,167612023,PSB,-1
1672576,167612023,PRB,1
1672576,167612023,SOLIDARIEDADE,1
1672576,167612023,PSOL,-1
1672576,167612023,PCdoB,-1
1672576,167612023,PSDB,1
1672576,167612023,CIDADANIA,1
1672576,167612023,NOVO,1
1672576,167612023,PATRIOTA,1
1672576,167612023,MINORIA,-1
1672576,167612023,OPOSIÇÃO,-1
1672576,167612023,GOVERNO,1
1672576,167552030,PSL,-1
1672576,167552030,PP,-1
1672576,167552030,PSD,-1
1672576,167552030,PDT,1
1672576,167552030,SD,1
1672576,167552030,PODEMOS,1
1672576,167552030,PT,1
1672576,167552030,PSB,1
1672576,167552030,PRB,-1
1672576,167552030,PSOL,1
1672576,167552030,PCdoB,1
1672576,167552030,CIDADANIA,-1
1672576,167552030,NOVO,-1
1672576,167552030,PATRIOTA,5
1672576,167552030,GOVERNO,-1
1672576,167541651,PSL,-1
1672576,167541651,PP,-1
1672576,167541651,PSD,-1
1672576,167541651,PDT,5
1672576,167541651,SD,5
1672576,167541651,PODEMOS,5
1672576,167541651,PT,2
1672576,167541651,PSB,5
1672576,167541651,PRB,-1
1672576,167541651,PSOL,2
1672576,167541651,CIDADANIA,-1
1672576,167541651,NOVO,-1
1672576,167541651,PATRIOTA,-1
1672576,167532027,PSL,1
1672576,167532027,PP,1
1672576,167532027,PSD,1
1672576,167532027,PDT,5
1672576,167532027,SD,5
1672576,167532027,PODEMOS,5
1672576,167532027,PT,2
1672576,167532027,PSB,5
1672576,167532027,PSOL,2
1672576,167532027,CIDADANIA,1
1672576,167532027,NOVO,1
1672576,167532027,PRB,-1
1672576,167532027,PATRIOTA,1
1672576,167532027,MINORIA,-1
1672576,167532027,GOVERNO,1
1672576,167552050,PSL,-1
1672576,167552050,PP,-1
1672576,167552050,PSD,-1
1672576,167552050,PDT,1
1672576,167552050,SD,1
1672576,167552050,PODEMOS,1
1672576,167552050,PT,2
1672576,167552050,PSB,1
1672576,167552050,PRB,-1
1672576,167552050,PSOL,2
1672576,167552050,PCdoB,1
1672576,167552050,CIDADANIA,-1
1672576,167552050,NOVO,-1
1672576,167552050,PATRIOTA,-1
1672576,167552050,GOVERNO,-1
1672576,167541852,PSL,1
1672576,167541852,PP,1
1672576,167541852,PSD,1
1672576,167541852,PDT,5
1672576,167541852,SD,5
1672576,167541852,PODEMOS,5
1672576,167541852,PT,2
1672576,167541852,PSB,5
1672576,167541852,PRB,1
1672576,167541852,PSOL,2
1672576,167541852,CIDADANIA,1
1672576,167541852,NOVO,1
1672576,167541852,PATRIOTA,1
1672576,167541852,MINORIA,5
1672576,167541852,OPOSIÇÃO,-1
1672576,167541852,GOVERNO,1
1672576,167541810,PSL,-1
1672576,167541810,PP,-1
1672576,167541810,PSD,-1
1672576,167541810,PDT,5
1672576,167541810,SD,5
1672576,167541810,PODEMOS,5
1672576,167541810,PT,2
1672576,167541810,PSB,5
1672576,167541810,PRB,-1
1672576,167541810,PSOL,2
1672576,167541810,CIDADANIA,-1
1672576,167541810,NOVO,-1
1672576,167541810,PATRIOTA,2
1672576,167541810,MINORIA,1
1672576,167541810,OPOSIÇÃO,1
1672576,167541810,GOVERNO,-1
1672576,167541940,PSL,5
1672576,167541940,PP,5
1672576,167541940,PSD,5
1672576,167541940,PDT,1
1672576,167541940,SD,1
1672576,167541940,PODEMOS,1
1672576,167541940,PT,1
1672576,167541940,PSB,1
1672576,167541940,PRB,-1
1672576,167541940,PSOL,2
1672576,167541940,CIDADANIA,-1
1672576,167541940,NOVO,-1
1672576,167541940,MINORIA,1
1672576,167541940,OPOSIÇÃO,1
1672576,167541940,GOVERNO,5
1672576,167601836,PSL,-1
1672576,167601836,PP,-1
1672576,167601836,PSD,-1
1672576,167601836,PDT,-1
1672576,167601836,PODEMOS,-1
1672576,167601836,PROS,-1
1672576,167601836,PT,-1
1672576,167601836,PSB,-1
1672576,167601836,PRB,-1
1672576,167601836,SOLIDARIEDADE,-1
1672576,167601836,PSOL,-1
1672576,167601836,PCdoB,-1
1672576,167601836,CIDADANIA,-1
1672576,167601836,NOVO,-1
1672576,167601836,PATRIOTA,-1
1672576,167552007,PSL,-1
1672576,167552007,PP,-1
1672576,167552007,PSD,-1
1672576,167552007,PDT,-1
1672576,167552007,SD,-1
1672576,167552007,PODEMOS,-1
1672576,167552007,PT,2
1672576,167552007,PSB,-1
1672576,167552007,PRB,-1
1672576,167552007,PSOL,2
1672576,167552007,PCdoB,1
1672576,167552007,CIDADANIA,-1
1672576,167552007,NOVO,-1
1672576,167552007,PATRIOTA,-1
1672576,167552007,MINORIA,1
1672576,167552007,GOVERNO,-1
1672576,167601800,PSL,5
1672576,167601800,PP,5
1672576,167601800,PSD,5
1672576,167601800,PDT,5
1672576,167601800,PODEMOS,5
1672576,167601800,PROS,5
1672576,167601800,PT,1
1672576,167601800,PRB,-1
1672576,167601800,SOLIDARIEDADE,-1
1672576,167601800,PSOL,1
1672576,167601800,PCdoB,1
1672576,167601800,CIDADANIA,-1
1672576,167601800,NOVO,-1
2075448,169962040,PP,-1
2075448,169962040,MDB,-1
2075448,169962040,PTB,-1
2075448,169962040,PT,-1
2075448,169962040,PSL,-1
2075448,169962040,PL,-1
2075448,169962040,PSD,-1
2075448,169962040,REPUBLICANOS,-1
2075448,169962040,PSDB,-1
2075448,169962040,PSB,-1
2075448,169962040,PDT,-1
2075448,169962040,DEM,-1
2075448,169962040,SOLIDARIEDADE,-1
2075448,169962040,PODEMOS,-1
2075448,169962040,PSOL,2
2075448,169962040,PROS,-1
2075448,169962040,PSC,-1
2075448,169962040,CIDADANIA,-1
2075448,169962040,PCdoB,-1
2075448,169962040,NOVO,-1
2075448,169962040,AVANTE,-1
2075448,169962040,PATRIOTA,-1
2075448,169962040,PV,-1
2082511,170012231,PP,5
2082511,170012231,MDB,5
2082511,170012231,PTB,5
2082511,170012231,PT,2
2082511,170012231,PSL,1
2082511,170012231,PL,2
2082511,170012231,PSD,5
2082511,170012231,REPUBLICANOS,1
2082511,170012231,PSDB,1
2082511,170012231,PSB,2
2082511,170012231,PDT,2
2082511,170012231,DEM,5
2082511,170012231,SOLIDARIEDADE,5
2082511,170012231,PODEMOS,1
2082511,170012231,PSOL,-1
2082511,170012231,PSC,1
2082511,170012231,CIDADANIA,1
2082511,170012231,PCdoB,-1
2082511,170012231,NOVO,1
2082511,170012231,MAIORIA,1
2083376,167301033,PSL,2
2083376,167301033,PP,2
2083376,167301033,PSD,2
2083376,167301033,PDT,2
2083376,167301033,SD,2
2083376,167301033,PODEMOS,2
2083376,167301033,PT,2
2083376,167301033,PL,-1
2083376,167301033,PSB,-1
2083376,167301033,PSOL,2
2083376,167301033,CIDADANIA,-1
2083376,167301033,NOVO,-1
2083376,167301033,MINORIA,2
2083376,167301033,GOVERNO,-1
2136580,168962210,PP,1
2136580,168962210,MDB,1
2136580,168962210,PTB,1
2136580,168962210,PT,1
2136580,168962210,PSL,-1
2136580,168962210,PL,1
2136580,168962210,PSD,1
2136580,168962210,PSB,1
2136580,168962210,PRB,1
2136580,168962210,PSDB,1
2136580,168962210,DEM,1
2136580,168962210,PDT,2
2136580,168962210,SOLIDARIEDADE,1
2136580,168962210,PODEMOS,5
2136580,168962210,PROS,1
2136580,168962210,PCdoB,1
2136580,168962210,PSC,-1
2136580,168962210,CIDADANIA,-1
2136580,168962210,NOVO,-1
2136580,168962210,PV,-1
2136580,168962210,MAIORIA,1
2136580,168962210,MINORIA,1
2136580,168962210,GOVERNO,-1
2147241,168592030,PP,1
2147241,168592030,MDB,1
2147241,168592030,PTB,1
2147241,168592030,PT,2
2147241,168592030,PSL,1
2147241,168592030,PL,1
2147241,168592030,PSD,1
2147241,168592030,PSB,1
2147241,168592030,PRB,1
2147241,168592030,PSDB,1
2147241,168592030,DEM,1
2147241,168592030,PDT,1
2147241,168592030,SOLIDARIEDADE,1
2147241,168592030,PODEMOS,5
2147241,168592030,PSOL,2
2147241,168592030,PROS,1
2147241,168592030,PCdoB,1
2147241,168592030,PSC,1
2147241,168592030,CIDADANIA,5
2147241,168592030,NOVO,1
2147241,168592030,PATRIOTA,-1
2147241,168592030,PV,-1
2147241,168592030,GOVERNO,1
2147241,168591741,PP,-1
2147241,168591741,MDB,-1
2147241,168591741,PTB,-1
2147241,168591741,PT,2
2147241,168591741,PSL,-1
2147241,168591741,PL,-1
2147241,168591741,PSD,-1
2147241,168591741,PSB,-1
2147241,168591741,PRB,-1
2147241,168591741,PSDB,-1
2147241,168591741,DEM,-1
2147241,168591741,PDT,-1
2147241,168591741,SOLIDARIEDADE,-1
2147241,168591741,PODEMOS,-1
2147241,168591741,PSOL,2
2147241,168591741,PCdoB,-1
2147241,168591741,PSC,-1
2147241,168591741,CIDADANIA,5
2147241,168591741,NOVO,-1
2147241,168591741,AVANTE,-1
2147241,168591741,PATRIOTA,1
2147241,168591741,PV,1
2147241,168591741,MINORIA,5
2147241,168591741,OPOSIÇÃO,5
2147241,168591741,GOVERNO,-1
2147241,168581620,PP,-1
2147241,168581620,MDB,-1
2147241,168581620,PTB,-1
2147241,168581620,PT,2
2147241,168581620,PSL,-1
2147241,168581620,PL,-1
2147241,168581620,PSD,-1
2147241,168581620,PSB,-1
2147241,168581620,PRB,-1
2147241,168581620,PSDB,-1
2147241,168581620,DEM,-1
2147241,168581620,PDT,-1
2147241,168581620,SOLIDARIEDADE,-1
2147241,168581620,PSOL,2
2147241,168581620,PCdoB,-1
2147241,168581620,PSC,-1
2147241,168581620,CIDADANIA,5
2147241,168581620,NOVO,-1
2147241,168581620,AVANTE,-1
2147241,168581620,PATRIOTA,1
2147241,168581620,PV,1
2147241,168581620,GOVERNO,-1
2147241,169022255,PP,-1
2147241,169022255,MDB,-1
2147241,169022255,PTB,-1
2147241,169022255,PT,2
2147241,169022255,PSL,2
2147241,169022255,PL,-1
2147241,169022255,PSD,-1
2147241,169022255,PSB,5
2147241,169022255,REPUBLICANOS,-1
2147241,169022255,PSDB,-1
2147241,169022255,DEM,-1
2147241,169022255,PDT,2
2147241,169022255,SOLIDARIEDADE,-1
2147241,169022255,PODEMOS,5
2147241,169022255,PSOL,2
2147241,169022255,PCdoB,1
2147241,169022255,CIDADANIA,5
2147241,169022255,NOVO,-1
2147241,169022255,PMN,2
2147241,168591905,PP,1
2147241,168591905,MDB,1
2147241,168591905,PTB,1
2147241,168591905,PT,2
2147241,168591905,PSL,1
2147241,168591905,PL,1
2147241,168591905,PSD,1
2147241,168591905,PSB,1
2147241,168591905,PRB,1
2147241,168591905,PSDB,1
2147241,168591905,DEM,1
2147241,168591905,PDT,1
2147241,168591905,SOLIDARIEDADE,1
2147241,168591905,PODEMOS,1
2147241,168591905,PSOL,2
2147241,168591905,PCdoB,1
2147241,168591905,PSC,1
2147241,168591905,CIDADANIA,5
2147241,168591905,NOVO,1
2147241,168591905,AVANTE,1
2147241,168591905,PATRIOTA,-1
2147241,168591905,PV,-1
2147241,168591905,OPOSIÇÃO,5
2147241,168591905,GOVERNO,1
2147241,168591817,PP,-1
2147241,168591817,MDB,-1
2147241,168591817,PTB,-1
2147241,168591817,PT,2
2147241,168591817,PSL,-1
2147241,168591817,PL,-1
2147241,168591817,PSD,-1
2147241,168591817,PSB,-1
2147241,168591817,PRB,-1
2147241,168591817,PSDB,-1
2147241,168591817,DEM,-1
2147241,168591817,PDT,-1
2147241,168591817,SOLIDARIEDADE,-1
2147241,168591817,PSOL,2
2147241,168591817,PCdoB,-1
2147241,168591817,PSC,-1
2147241,168591817,NOVO,-1
2147241,168591817,AVANTE,-1
2147241,168591817,MINORIA,2
2147241,168591817,OPOSIÇÃO,2
2147241,168591817,GOVERNO,-1
2147241,168591940,PP,-1
2147241,168591940,MDB,-1
2147241,168591940,PTB,-1
2147241,168591940,PT,2
2147241,168591940,PSL,-1
2147241,168591940,PL,-1
2147241,168591940,PSD,-1
2147241,168591940,PSB,-1
2147241,168591940,PRB,-1
2147241,168591940,PSDB,-1
2147241,168591940,DEM,-1
2147241,168591940,PDT,-1
2147241,168591940,SOLIDARIEDADE,-1
2147241,168591940,PODEMOS,-1
2147241,168591940,PSOL,2
2147241,168591940,PROS,-1
2147241,168591940,PCdoB,-1
2147241,168591940,PSC,-1
2147241,168591940,CIDADANIA,5
2147241,168591940,NOVO,-1
2147241,168591940,AVANTE,-1
2147241,168591940,PATRIOTA,1
2147241,168591940,PV,1
2147241,168591940,OPOSIÇÃO,5
2147241,168591940,GOVERNO,-1
2147241,169022236,PP,1
2147241,169022236,MDB,1
2147241,169022236,PTB,1
2147241,169022236,PT,2
2147241,169022236,PSL,2
2147241,169022236,PL,1
2147241,169022236,PSD,2
2147241,169022236,PSB,5
2147241,169022236,REPUBLICANOS,1
2147241,169022236,PSDB,1
2147241,169022236,DEM,1
2147241,169022236,PDT,2
2147241,169022236,SOLIDARIEDADE,1
2147241,169022236,PODEMOS,1
