id_parlamentar,casa,nome_eleitoral,sg_partido,uf,grupo_atividade_economica,n_empresas,total_por_atividade,total_recebido_geral,proporcao_doacao,indice_ligacao_atividade_economica
141408,camara,CLEBER VERDE,REPUBLICANOS,MA,EDUCAÇÃO,1,7833.333333333333,1092900,0.0071674749138378015,0.5745003463916447
141408,camara,CLEBER VERDE,REPUBLICANOS,MA,INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,3,7833.333333333333,1092900,0.0071674749138378015,0.5745003463916447
141408,camara,CLEBER VERDE,REPUBLICANOS,MA,OUTRAS ATIVIDADES PROFISSIONAIS,1,7833.333333333333,1092900,0.0071674749138378015,0.5745003463916447
141408,camara,CLEBER VERDE,REPUBLICANOS,MA,SAÚDE HUMANA E SERVIÇOS SOCIAIS,5,7833.333333333333,1092900,0.0071674749138378015,0.5745003463916447
141421,camara,EDUARDO DA FONTE,PP,PE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,0,0,0,0.5714285714285714
141421,camara,EDUARDO DA FONTE,PP,PE,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,3,0,0,0,0.5714285714285714
141421,camara,EDUARDO DA FONTE,PP,PE,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",3,0,0,0,0.5714285714285714
141421,camara,EDUARDO DA FONTE,PP,PE,COMÉRCIO VAREJISTA,1,0,0,0,0.5714285714285714
141422,camara,EFRAIM FILHO,DEM,PB,INFORMAÇÃO E COMUNICAÇÃO,1,5000,1301353.16,0.0038421545770096722,0.5730752091044327
141428,camara,FÁBIO FARIA,PSD,RN,ALOJAMENTO E ALIMENTAÇÃO,2,16952.380952380954,1392476,0.012174271551093846,0.5766461163790402
141428,camara,FÁBIO FARIA,PSD,RN,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,2733.3333333333335,1392476,0.0019629303006538953,0.5722698272717087
141428,camara,FÁBIO FARIA,PSD,RN,COMÉRCIO VAREJISTA,1,14919.047619047618,1392476,0.010714042912802531,0.5760203041054869
141428,camara,FÁBIO FARIA,PSD,RN,INFORMAÇÃO E COMUNICAÇÃO,2,5730.666666666667,1392476,0.004115450942541679,0.5731923361182322
141428,camara,FÁBIO FARIA,PSD,RN,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,5903.047619047619,1392476,0.004239245501572465,0.5732453909292453
141431,camara,FERNANDO COELHO FILHO,DEM,PE,ATIVIDADES IMOBILIÁRIAS,1,31798.245614035088,2023103,0.01571756139654535,0.578164669169948
141431,camara,FERNANDO COELHO FILHO,DEM,PE,OUTRAS ATIVIDADES DE SERVIÇOS,1,39060.924369747896,2023103,0.01930743237973939,0.5797031853056026
141434,camara,FLAVIANO MELO,MDB,AC,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,3400,1694200,0.0020068468893873217,0.5722886486668803
141450,camara,HUGO LEAL,PSD,RJ,OUTRAS ATIVIDADES PROFISSIONAIS,1,224136.65789473685,1917659.74,0.11688030635441972,0.6215201312947514
141458,camara,JOÃO CARLOS BACELAR,PL,BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,46716.666666666664,2262703.75,0.020646391144517554,0.5802770247762218
141458,camara,JOÃO CARLOS BACELAR,PL,BA,ATIVIDADES IMOBILIÁRIAS,1,53716.666666666664,2262703.75,0.02374003519756692,0.5816028722275287
141458,camara,JOÃO CARLOS BACELAR,PL,BA,CONSTRUÇÃO,3,60383.33333333333,2262703.75,0.026686362867137745,0.5828655840859163
141459,camara,JOÃO MAIA,PL,RN,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,0,0,0,0.5714285714285714
141459,camara,JOÃO MAIA,PL,RN,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",2,32007.57575757576,2463670,0.012991827540853994,0.5769964975175089
141459,camara,JOÃO MAIA,PL,RN,CONSTRUÇÃO,2,9090.90909090909,2463670,0.0036899865204792406,0.5730099942230625
141459,camara,JOÃO MAIA,PL,RN,INFORMAÇÃO E COMUNICAÇÃO,5,0,0,0,0.5714285714285714
141459,camara,JOÃO MAIA,PL,RN,OUTRAS ATIVIDADES DE SERVIÇOS,1,0,0,0,0.5714285714285714
141459,camara,JOÃO MAIA,PL,RN,OUTRAS ATIVIDADES PROFISSIONAIS,2,25757.57575757576,2463670,0.010454961808024516,0.5759092693462963
141464,camara,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1,60057.86,1028425.87,0.058397850299117815,0.5964562215567648
141464,camara,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,OUTRAS ATIVIDADES DE SERVIÇOS,1,60057.86,1028425.87,0.058397850299117815,0.5964562215567648
141470,camara,JOSÉ GUIMARÃES,PT,CE,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,20000,1183262.8,0.016902415929918525,0.5786724639699651
141508,camara,MAURO NAZIF,PSB,RO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,1,623,590712,0.0010546594618020288,0.5718805683407723
141518,camara,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,3818.181818181818,1007590.27,0.003789419104039004,0.5730526081874453
141523,camara,RAUL HENRY,MDB,PE,OUTRAS ATIVIDADES ADMINISTRATIVAS,1,4583.333333333333,1071511.34,0.004277447342118967,0.5732617631466225
141523,camara,RAUL HENRY,MDB,PE,OUTRAS ATIVIDADES DE SERVIÇOS,1,28583.333333333332,1071511.34,0.026675717060851013,0.5828610215975075
141531,camara,RODRIGO DE CASTRO,PSDB,MG,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,32082.81650793651,1776495.19,0.01805961349545591,0.5791684057837668
141531,camara,RODRIGO DE CASTRO,PSDB,MG,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,15523.292698412699,1776495.19,0.008738156334897084,0.5751734955720987
141531,camara,RODRIGO DE CASTRO,PSDB,MG,CONSTRUÇÃO,1,33128.054603174605,1776495.19,0.018647984407531442,0.5794205647460849
141531,camara,RODRIGO DE CASTRO,PSDB,MG,EDUCAÇÃO,1,12414.165714285715,1776495.19,0.006988009753229737,0.5744234327513842
141531,camara,RODRIGO DE CASTRO,PSDB,MG,INFORMAÇÃO E COMUNICAÇÃO,1,19176.070476190478,1776495.19,0.010794327270984887,0.576054711687565
141531,camara,RODRIGO DE CASTRO,PSDB,MG,OUTRAS ATIVIDADES DE SERVIÇOS,1,37741.14984126984,1776495.19,0.021244723911281654,0.5805334531048351
141531,camara,RODRIGO DE CASTRO,PSDB,MG,OUTRAS ATIVIDADES PROFISSIONAIS,2,32580.832380952383,1776495.19,0.018339949674140342,0.5792885498603458
141553,camara,VANDERLEI MACRIS,PSDB,SP,COMÉRCIO VAREJISTA,1,86732.9898989899,2217566,0.039111796401545613,0.5881907698863768
141553,camara,VANDERLEI MACRIS,PSDB,SP,INDÚSTRIA METALÚRGICA,1,78349.15151515152,2217566,0.03533114753524879,0.5865704918008209
141555,camara,VINICIUS CARVALHO,REPUBLICANOS,SP,OUTRAS ATIVIDADES PROFISSIONAIS,1,1428.5714285714287,1243290.5,0.0011490246475553611,0.571921010563238
143084,camara,TIAGO DIMAS,SOLIDARIEDADE,TO,COMÉRCIO VAREJISTA,1,1087014.9,1947721.0399999998,0.5580957835727851,0.8106124786740507
143632,camara,DOMINGOS NETO,PSD,CE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",3,33000,1073020,0.03075431958397793,0.5846089941074191
146307,camara,NERI GELLER,PP,MT,COMÉRCIO VAREJISTA,2,72934.78316017316,2441815.41,0.029869081365234383,0.5842296062993861
146307,camara,NERI GELLER,PP,MT,OUTRAS ATIVIDADES DE SERVIÇOS,1,38303.030303030304,2441815.41,0.015686292316023306,0.5781512681354385
146788,camara,MARCELO ARO,PP,MG,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,0,0,0,0.5714285714285714
150418,camara,MÁRCIO MARINHO,REPUBLICANOS,BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,0,0,0,0.5714285714285714
150418,camara,MÁRCIO MARINHO,REPUBLICANOS,BA,INFORMAÇÃO E COMUNICAÇÃO,1,0,0,0,0.5714285714285714
151208,camara,LAERCIO OLIVEIRA,PP,SE,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,1880.952380952381,1774533.58,0.001059970012487665,0.5718828442910662
151208,camara,LAERCIO OLIVEIRA,PP,SE,OUTRAS ATIVIDADES DE SERVIÇOS,1,3860.282857142857,1774533.58,0.0021753788717499825,0.5723608766593214
151208,camara,LAERCIO OLIVEIRA,PP,SE,OUTRAS ATIVIDADES PROFISSIONAIS,1,0,0,0,0.5714285714285714
151208,camara,LAERCIO OLIVEIRA,PP,SE,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,4,214.28571428571428,1774533.58,1.2075607737201246e-4,0.5714803240331594
154178,camara,MILTON VIEIRA,REPUBLICANOS,SP,OUTRAS ATIVIDADES DE SERVIÇOS,1,0,0,0,0.5714285714285714
156190,camara,MARCEL VAN HATTEM,NOVO,RS,INFORMAÇÃO E COMUNICAÇÃO,1,9968.57142857143,824605.64,0.012088895521708328,0.5766095266521607
159237,camara,ASSIS CARVALHO,PT,PI,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,5000,969720,0.005156127541970878,0.5736383403751304
160510,camara,LUIS TIBÉ,AVANTE,MG,INFORMAÇÃO E COMUNICAÇÃO,1,750,2280696.96,3.2884684513281414e-4,0.5715695057907713
160510,camara,LUIS TIBÉ,AVANTE,MG,OUTRAS ATIVIDADES DE SERVIÇOS,1,1351,2280696.96,5.923627836992426e-4,0.5716824411930139
160511,camara,ALESSANDRO MOLON,PSB,RJ,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1,20045.454545454544,1444606.01,0.013876070296464116,0.5773754586984846
160511,camara,ALESSANDRO MOLON,PSB,RJ,OUTRAS ATIVIDADES DE SERVIÇOS,1,23595.454545454544,1444606.01,0.0163334877344547,0.5784286376004806
160512,camara,AUREO RIBEIRO,SOLIDARIEDADE,RJ,COMÉRCIO VAREJISTA,13,278689.99,1932932.48,0.14417988878742416,0.6332199523374674
160518,camara,WELITON PRADO,PROS,MG,OUTRAS ATIVIDADES PROFISSIONAIS,1,78441.36,1785386.31,0.043935231025715664,0.5902579561538781
160527,camara,AGUINALDO RIBEIRO,PP,PB,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,40000,1620539.02,0.024683145241390113,0.58200706224631
160527,camara,AGUINALDO RIBEIRO,PP,PB,COMÉRCIO VAREJISTA,1,20714.285714285714,1620539.02,0.012782343071434166,0.5769067184591862
160532,camara,ELI CORRÊA FILHO,DEM,SP,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,44293.75,927877.84,0.04773661800135242,0.5918871220005796
160532,camara,ELI CORRÊA FILHO,DEM,SP,OUTRAS ATIVIDADES PROFISSIONAIS,1,31100,927877.84,0.03351734318819383,0.5857931470806544
160534,camara,LAURIETE,PL,ES,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,0,0,0,0.5714285714285714
160534,camara,LAURIETE,PL,ES,INFORMAÇÃO E COMUNICAÇÃO,1,0,0,0,0.5714285714285714
160538,camara,BOHN GASS,PT,RS,OUTRAS ATIVIDADES DE SERVIÇOS,1,82595.1,1132680.1,0.07292005924709015,0.60268002539161
160541,camara,ARTHUR LIRA,PP,AL,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,12218.666666666666,1741793.16,0.007014992909184847,0.5744349969610792
160541,camara,ARTHUR LIRA,PP,AL,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,3466.6666666666665,1741793.16,0.0019902860720079226,0.5722815511737177
160541,camara,ARTHUR LIRA,PP,AL,OUTRAS ATIVIDADES PROFISSIONAIS,1,3466.6666666666665,1741793.16,0.0019902860720079226,0.5722815511737177
160545,camara,ALEXANDRE LEITE,DEM,SP,CONSTRUÇÃO,1,522273.7,1597273.7,0.32697821293870927,0.7115620912594468
160552,camara,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,1,0,0,0,0.5714285714285714
160552,camara,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,OUTRAS ATIVIDADES PROFISSIONAIS,3,0,0,0,0.5714285714285714
160553,camara,ANTONIO BRITO,PSD,BA,OUTRAS ATIVIDADES DE SERVIÇOS,1,202720.8,1023420.8,0.1980815711386753,0.6563206733451465
160558,camara,PAULO FREIRE COSTA,PL,SP,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1,0,0,0,0.5714285714285714
160558,camara,PAULO FREIRE COSTA,PL,SP,OUTRAS ATIVIDADES DE SERVIÇOS,26,0,0,0,0.5714285714285714
160559,camara,ALCEU MOREIRA,MDB,RS,COMÉRCIO VAREJISTA,1,105155.5403846154,1999910.32,0.05258012788524207,0.5939629119508181
160559,camara,ALCEU MOREIRA,MDB,RS,INDÚSTRIA DE MÓVEIS E MADEIRAS,1,96770.925,1999910.32,0.04838763220142791,0.5921661280863262
160569,camara,WALDENOR PEREIRA,PT,BA,OUTRAS ATIVIDADES PROFISSIONAIS,1,2700,948676.18,0.002846071248463306,0.5726483162493414
160587,camara,FÁBIO TRAD,PSD,MS,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1,35735,688674,0.05188957329592812,0.5936669599839692
160588,camara,DIEGO ANDRADE,PSD,MG,COMÉRCIO VAREJISTA,2,352777.77777777775,1562760.96,0.22574007593443962,0.668174318257617
160589,camara,BRUNA FURLAN,PSDB,SP,ATIVIDADES IMOBILIÁRIAS,3,15000,2507376.59,0.005982348267836384,0.5739924349719299
160591,camara,VINICIUS GURGEL,PL,AP,ALOJAMENTO E ALIMENTAÇÃO,2,0,0,0,0.5714285714285714
160591,camara,VINICIUS GURGEL,PL,AP,CONSTRUÇÃO,1,0,0,0,0.5714285714285714
160591,camara,VINICIUS GURGEL,PL,AP,INFORMAÇÃO E COMUNICAÇÃO,8,0,0,0,0.5714285714285714
160591,camara,VINICIUS GURGEL,PL,AP,VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,1,0,0,0,0.5714285714285714
160598,camara,FLÁVIA MORAIS,PDT,GO,OUTRAS ATIVIDADES DE SERVIÇOS,1,46500,1647841.19,0.02821873872445196,0.5835223165961937
160598,camara,FLÁVIA MORAIS,PDT,GO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,2,46764.705882352944,1647841.19,0.02837937670580558,0.5835911614453453
160599,camara,DIMAS FABIANO,PP,MG,ATIVIDADES IMOBILIÁRIAS,1,834.5,2367961.4,3.524128391619897e-4,0.571579605502498
160599,camara,DIMAS FABIANO,PP,MG,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1,1117.8333333333333,2367961.4,4.720656904852137e-4,0.5716308852959223
160600,camara,ARTHUR OLIVEIRA MAIA,DEM,BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3,43153.59477124183,1451250,0.02973546581997714,0.584172342494276
160600,camara,ARTHUR OLIVEIRA MAIA,DEM,BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",3,64986.92810457516,1451250,0.04477996768618444,0.5906199861512219
160600,camara,ARTHUR OLIVEIRA MAIA,DEM,BA,COMÉRCIO VAREJISTA,2,42098.03921568627,1451250,0.02900812349056763,0.5838606243531004
160600,camara,ARTHUR OLIVEIRA MAIA,DEM,BA,CONSTRUÇÃO,1,40098.03921568627,1451250,0.027630001182212763,0.5832700005066627
160600,camara,ARTHUR OLIVEIRA MAIA,DEM,BA,OUTRAS ATIVIDADES ADMINISTRATIVAS,1,1764.7058823529412,1451250,0.0012159902720778235,0.5719497101166048
160601,camara,PR. MARCO FELICIANO,PODEMOS,SP,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1,0,0,0,0.5714285714285714
160601,camara,PR. MARCO FELICIANO,PODEMOS,SP,COMÉRCIO VAREJISTA,7,0,0,0,0.5714285714285714
160601,camara,PR. MARCO FELICIANO,PODEMOS,SP,EDUCAÇÃO,1,0,0,0,0.5714285714285714
160601,camara,PR. MARCO FELICIANO,PODEMOS,SP,INFORMAÇÃO E COMUNICAÇÃO,1,0,0,0,0.5714285714285714
160601,camara,PR. MARCO FELICIANO,PODEMOS,SP,OUTRAS ATIVIDADES DE SERVIÇOS,8,0,0,0,0.5714285714285714
160604,camara,PEDRO UCZAI,PT,SC,OUTRAS ATIVIDADES PROFISSIONAIS,1,195063,1201526.08,0.16234603913050308,0.6410054453416442
160619,camara,JOSÉ NUNES,PSD,BA,ATIVIDADES IMOBILIÁRIAS,1,35750,1244167.53,0.028734072492632885,0.5837431739254141
160619,camara,JOSÉ NUNES,PSD,BA,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,7,40035.84333333333,1244167.53,0.03217882026975365,0.585219494401323
160619,camara,JOSÉ NUNES,PSD,BA,CONSTRUÇÃO,1,84035.84333333334,1244167.53,0.06754383256837874,0.6003759282435909
160619,camara,JOSÉ NUNES,PSD,BA,INFORMAÇÃO E COMUNICAÇÃO,1,35750,1244167.53,0.028734072492632885,0.5837431739254141
160640,camara,EROS BIONDINI,PROS,MG,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",1,1000,1135562.6,8.806207601412727e-4,0.5718059803257748
160642,camara,PASTOR EURICO,PATRIOTA,PE,INFORMAÇÃO E COMUNICAÇÃO,2,9000,475000,0.018947368421052633,0.5795488721804511
160642,camara,PASTOR EURICO,PATRIOTA,PE,OUTRAS ATIVIDADES DE SERVIÇOS,1,9000,475000,0.018947368421052633,0.5795488721804511
160651,camara,ROGÉRIO PENINHA MENDONÇA,MDB,SC,INDÚSTRIA METALÚRGICA,1,0,0,0,0.5714285714285714
160653,camara,ROBERTO DE LUCENA,PODEMOS,SP,COMÉRCIO VAREJISTA,1,64138,1244938,0.051519031469840264,0.5935081563442173
160655,camara,RICARDO IZAR,PP,SP,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",6,62070.833333333336,2288627,0.027121428408095043,0.5830520407463264
160655,camara,RICARDO IZAR,PP,SP,CONSTRUÇÃO,3,62070.833333333336,2288627,0.027121428408095043,0.5830520407463264
160655,camara,RICARDO IZAR,PP,SP,OUTRAS ATIVIDADES DE SERVIÇOS,1,58737.5,2288627,0.02566495108202429,0.5824278361780104
160655,camara,RICARDO IZAR,PP,SP,"TRANSPORTE, ARMAZENAGEM E CORREIO",3,60404.166666666664,2288627,0.026393189745059664,0.5827399384621684
160665,camara,AUGUSTO COUTINHO,SOLIDARIEDADE,PE,AGÊNCIAS DE VIAGEM E TURISMO,1,100000,1111088.77,0.09000180966638696,0.6100007755713087
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",6,49548.87218045112,1250355.13,0.03962783931669967,0.5884119311357284
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",2,52276.14490772385,1250355.13,0.04180903781130074,0.5893467304905575
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,ATIVIDADES IMOBILIÁRIAS,2,56942.81157439052,1250355.13,0.04554131079095147,0.590946276053265
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",1,42276.14490772385,1250355.13,0.03381130999776348,0.5859191328561844
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,COMÉRCIO VAREJISTA,1,43942.81157439052,1250355.13,0.035144264633353024,0.5864903991285798
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,CONSTRUÇÃO,5,56942.81157439052,1250355.13,0.04554131079095147,0.590946276053265
160666,camara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,INFORMAÇÃO E COMUNICAÇÃO,1,38952.38095238095,1250355.13,0.031153054054635622,0.5847798803091295
160669,camara,GENECIAS NORONHA,SOLIDARIEDADE,CE,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,10,0,0,0,0.5714285714285714
160669,camara,GENECIAS NORONHA,SOLIDARIEDADE,CE,COMÉRCIO VAREJISTA,1,0,0,0,0.5714285714285714
160669,camara,GENECIAS NORONHA,SOLIDARIEDADE,CE,INFORMAÇÃO E COMUNICAÇÃO,1,0,0,0,0.5714285714285714
160673,camara,GIOVANI CHERINI,PL,RS,"TRANSPORTE, ARMAZENAGEM E CORREIO",1,7279.955555555555,2314456.97,0.0031454270482961515,0.572776611592127
160674,camara,HUGO MOTTA,REPUBLICANOS,PB,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1,45607.8431372549,1005708.16,0.04534898388142232,0.5908638502348953
