cnpj,razao_social,capital_social,uf,porte,data_inicio_atividade,data_situacao_especial,situacao_especial,motivo_situacao_cadastral,cnae_tipo,cnae_codigo,cnae_descricao
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4789099,Comércio varejista de outros produtos não especificados anteriormente
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4789007,Comércio varejista de equipamentos para escritório
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4761003,Comércio varejista de artigos de papelaria
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4754701,Comércio varejista de móveis
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4742300,Comércio varejista de material elétrico
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4744099,Comércio varejista de materiais de construção em geral
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7119701,"Serviços de cartografia, topografia e geodésia"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4319300,Serviços de preparação do terreno não especificados anteriormente
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3811400,Coleta de resíduos não perigosos
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7810800,Seleção e agenciamento de mão de obra
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7732202,Aluguel de andaimes
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7711000,Locação de automóveis sem condutor
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4313400,Obras de terraplenagem
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3314710,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4329103,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4221903,Manutenção de redes de distribuição de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4223500,"Construção de redes de transportes por dutos, exceto para água e esgoto"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4212000,Construção de obras de arte especiais
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4211102,Pintura para sinalização em pistas rodoviárias e aeroportos
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4312600,Perfurações e sondagens
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7733100,Aluguel de máquinas e equipamentos para escritório
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7820500,Locação de mão de obra temporária
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4391600,Obras de fundações
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4399105,Perfuração e construção de poços de água
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4311801,Demolição de edifícios e outras estruturas
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3600601,"Captação, tratamento e distribuição de água"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,8121400,Limpeza em prédios e em domicílios
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,7119799,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4322303,Instalações de sistema de prevenção contra incêndio
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4322301,"Instalações hidráulicas, sanitárias e de gás"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4321500,Instalação e manutenção elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4211101,Construção de rodovias e ferrovias
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4399103,Obras de alvenaria
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,2330302,Fabricação de artefatos de cimento para uso na construção
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4399101,Administração de obras
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4120400,Construção de edifícios
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4399102,Montagem e desmontagem de andaimes e outras estruturas temporárias
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4292801,Montagem de estruturas metálicas
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4221904,Construção de estações e redes de telecomunicações
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,9512600,Reparação e manutenção de equipamentos de comunicação
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,8220200,Atividades de teleatendimento
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,4221901,"Construção de barragens e represas para geração de energia 
elétrica"
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3514000,Distribuição de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3513100,Comércio atacadista de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3512300,Transmissão de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,2731700,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,3511501,Geração de energia elétrica
01914786000115,ELETROSERVICE LTDA,550000,RO,1,1997-06-20,NA,NA,1,cnae_secundario,8299701,"Medição de consumo de energia elétrica, gás e água"
01981029000164,COOPERATIVA DE PRODUCAO VEGETAL,0,TO,5,1997-06-23,NA,NA,63,cnae_fiscal,161099,
01981029000164,COOPERATIVA DE PRODUCAO VEGETAL,0,TO,5,1997-06-23,NA,NA,63,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
01981029000164,COOPERATIVA DE PRODUCAO VEGETAL,0,TO,5,1997-06-23,NA,NA,63,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
02071280000154,ROMA AGROPECUARIA E EMPREENDIMENTOS LTDA,0,GO,1,1975-11-24,NA,NA,1,cnae_fiscal,162899,
02071280000154,ROMA AGROPECUARIA E EMPREENDIMENTOS LTDA,0,GO,1,1975-11-24,NA,NA,1,cnae_secundario,9319199,Outras atividades esportivas não especificadas anteriormente
02275894000158,AGROPEIXE S/A,0,CE,5,1997-12-10,NA,NA,0,cnae_fiscal,322101,
02275894000158,AGROPEIXE S/A,0,CE,5,1997-12-10,NA,NA,0,cnae_secundario,321301,Criação de peixes em água salgada e salobra
02308967000160,AGROSENSU SERVICOS ESPECIALIZADOS EM AGROPECUARIA LTDA,0,BA,5,1998-01-06,NA,NA,1,cnae_fiscal,161099,
02308967000160,AGROSENSU SERVICOS ESPECIALIZADOS EM AGROPECUARIA LTDA,0,BA,5,1998-01-06,NA,NA,1,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
02308967000160,AGROSENSU SERVICOS ESPECIALIZADOS EM AGROPECUARIA LTDA,0,BA,5,1998-01-06,NA,NA,1,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
02544819000145,ARGEVALE ARMAZENS GERAIS VERDE VALE LTDA,0,GO,5,1998-05-27,NA,NA,1,cnae_fiscal,161099,
02544819000145,ARGEVALE ARMAZENS GERAIS VERDE VALE LTDA,0,GO,5,1998-05-27,NA,NA,1,cnae_secundario,161003,"Serviço de preparação de terreno, cultivo e colheita"
02544819000145,ARGEVALE ARMAZENS GERAIS VERDE VALE LTDA,0,GO,5,1998-05-27,NA,NA,1,cnae_secundario,161001,Serviço de pulverização e controle de pragas agrícolas
02544820000170,AGROPECUARIA BURITI TORTO LTDA,0,GO,5,1998-05-27,NA,NA,1,cnae_fiscal,115600,
03220504000105,RIO DAS FRUTAS LTDA,0,BA,1,1999-06-08,NA,NA,54,cnae_fiscal,132600,
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_fiscal,161099,
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,115600,Cultivo de soja
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,111302,Cultivo de milho
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,119905,Cultivo de feijão
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,111301,Cultivo de arroz
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,154700,Criação de suínos
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,464787,BA,5,1999-08-04,NA,NA,0,cnae_secundario,162899,Atividades de apoio à pecuária não especificadas anteriormente
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_fiscal,1020101,
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,1099604,Fabricação de gelo comum
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos"
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,311601,Pesca de peixes em água salgada
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,4634603,Comércio atacadista de pescados e frutos do mar
03719327000106,PORTO PESCA LTDA,0,CE,1,2000-03-29,NA,NA,0,cnae_secundario,321302,Criação de camarões em água salgada e salobra
03720774000185,DIPLOMATA AGRO AVICOLA LTDA,0,PR,5,2000-03-27,NA,NA,0,cnae_fiscal,155501,
03720774000266,DIPLOMATA AGRO AVICOLA LTDA,0,SC,5,2000-04-06,NA,NA,1,cnae_fiscal,155501,
03720774000347,DIPLOMATA AGRO AVICOLA LTDA,0,PR,5,2000-04-06,NA,NA,1,cnae_fiscal,155501,
04322499000104,AGROPECUARIA RIO DA PRATA LTDA,750000,PA,3,2001-03-05,NA,NA,0,cnae_fiscal,133401,
04322499000104,AGROPECUARIA RIO DA PRATA LTDA,750000,PA,3,2001-03-05,NA,NA,0,cnae_secundario,1033301,"Fabricação de sucos concentrados de frutas, hortaliças e legumes"
04322499000104,AGROPECUARIA RIO DA PRATA LTDA,750000,PA,3,2001-03-05,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
04322499000104,AGROPECUARIA RIO DA PRATA LTDA,750000,PA,3,2001-03-05,NA,NA,0,cnae_secundario,142300,"Produção de mudas e outras formas de propagação vegetal, certificadas"
04339221000140,FRUTOS DO MAR DA AMAZONIA LTDA,0,PA,5,2001-03-12,NA,NA,1,cnae_fiscal,311602,
04339221000140,FRUTOS DO MAR DA AMAZONIA LTDA,0,PA,5,2001-03-12,NA,NA,1,cnae_secundario,312402,Pesca de crustáceos e moluscos em água doce
04581277000106,PROJETO PAPALEGUAS LTDA,0,MG,1,2001-07-17,NA,NA,54,cnae_fiscal,159899,
04583235000104,COMPANHIA NACIONAL DE FRUTAS CNF,0,RN,5,2001-07-30,NA,NA,1,cnae_fiscal,133403,
05232943000163,SEVENSEA PLANEJAMENTO E CONSULTORIA DE PROJETOS LTDA,0,PE,5,2002-08-14,NA,NA,73,cnae_fiscal,162899,
05232943000163,SEVENSEA PLANEJAMENTO E CONSULTORIA DE PROJETOS LTDA,0,PE,5,2002-08-14,NA,NA,73,cnae_secundario,9319199,Outras atividades esportivas não especificadas anteriormente
05245892000104,MACOTA COMERCIO DE FERTILIZANTES ORGANICOS LTDA,0,MG,1,2002-08-26,NA,NA,63,cnae_fiscal,159899,
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_fiscal,6810202,
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,6810203,Loteamento de imóveis próprios
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,6810201,Compra e venda de imóveis próprios
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,4671100,Comércio atacadista de madeira e produtos derivados
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,4120400,Construção de edifícios
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,4110700,Incorporação de empreendimentos imobiliários
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,210107,Extração de madeira em florestas plantadas
05407491000103,HAF EMPREENDIMENTOS LTDA,157921969,MG,5,2002-10-29,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
05718967000127,MONTEIRO CAMAROES IMPORTACAO E EXPORTACAO LTDA,0,CE,5,2003-05-23,NA,NA,1,cnae_fiscal,321302,
05718967000127,MONTEIRO CAMAROES IMPORTACAO E EXPORTACAO LTDA,0,CE,5,2003-05-23,NA,NA,1,cnae_secundario,322102,Criação de camarões em água doce
05774855000193,SO BERCOS AGROFLORESTAL LTDA,0,SC,1,2003-07-21,NA,NA,0,cnae_fiscal,230600,
05806591000102,REFLORESTADORA ACACIA LTDA,0,PI,1,1979-09-28,NA,NA,63,cnae_fiscal,230600,
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_fiscal,7112000,
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,6822600,Gestão e administração da propriedade imobiliária
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,3511501,Geração de energia elétrica
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,891600,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,1066000,Fabricação de alimentos para animais
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,322101,Criação de peixes em água doce
05872809000127,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,CE,5,1978-10-04,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
05872809000208,"SATEL SERVICOS,AGROPECUARIA,TRANSPOR E EMPREENDIMENTOS LTDA",0,TO,5,2003-10-09,NA,NA,0,cnae_fiscal,230600,
06182584000140,GUIZAN EMPREENDIMENTOS IMOBILIARIOS LTDA,0,SC,1,2004-04-01,NA,NA,0,cnae_fiscal,210101,
07096014000108,AGROPECUARIA RIO UNA LTDA,0,BA,3,2004-11-11,NA,NA,0,cnae_fiscal,135100,
07096014000280,AGROPECUARIA RIO UNA LTDA,0,BA,3,2005-04-08,NA,NA,0,cnae_fiscal,135100,
07096014000361,AGROPECUARIA RIO UNA LTDA,0,BA,3,2005-04-08,NA,NA,0,cnae_fiscal,135100,
07096014000442,AGROPECUARIA RIO UNA LTDA,0,BA,3,2005-04-08,NA,NA,0,cnae_fiscal,135100,
07096014000523,AGROPECUARIA RIO UNA LTDA,0,BA,3,2007-09-12,NA,NA,0,cnae_fiscal,151203,
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_fiscal,162899,
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,6463800,"Outras sociedades de participação, exceto holdings"
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,4632001,Comércio atacadista de cereais e leguminosas beneficiados
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,4623106,"Comércio atacadista de sementes, flores, plantas e gramas"
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,4623101,Comércio atacadista de animais vivos
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,4120400,Construção de edifícios
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,4110700,Incorporação de empreendimentos imobiliários
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,6810201,Compra e venda de imóveis próprios
07103841000173,AGROBILARA COMERCIO E PARTICIPACOES LTDA,40000000,MG,5,2004-11-24,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
07103841000254,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,MT,5,2009-08-17,NA,NA,0,cnae_fiscal,162899,
07103841000254,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,MT,5,2009-08-17,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
07103841000335,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,1,cnae_fiscal,162899,
07103841000335,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,1,cnae_secundario,4120400,Construção de edifícios
07103841000335,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,1,cnae_secundario,4110700,Incorporação de empreendimentos imobiliários
07103841000335,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,1,cnae_secundario,6810201,Compra e venda de imóveis próprios
07103841000335,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,1,cnae_secundario,151201,Criação de bovinos para corte
07103841000416,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,0,cnae_fiscal,162899,
07103841000416,AGROBILARA COMERCIO E PARTICIPACOES LTDA,0,RJ,5,2011-05-10,NA,NA,0,cnae_secundario,151201,Criação de bovinos para corte
07249030000185,TROPICAL FRUTOS CANAA LTDA,0,PI,1,1984-04-24,NA,NA,0,cnae_fiscal,133410,
07272647000111,AGROPECUARIA S. G. LTDA,0,MG,1,2005-02-21,NA,NA,1,cnae_fiscal,113000,
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_fiscal,4291000,
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal"
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,161099,Atividades de apoio à agricultura não especificadas anteriormente
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,7711000,Locação de automóveis sem condutor
07540366000100,LITORANEA CONSTRUCOES E LOCACAO DE MAQUINAS LTDA,120000,CE,1,2005-08-08,NA,NA,0,cnae_secundario,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
