id.x,nome_eleitoral.x,sg_partido.x,uf.x,coautores_ambientalistas,total_peso_relacao_ambientalistas
204433,MARCELO CALERO,CIDADANIA,RJ,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, JHC, CHICO D'ANGELO, AIRTON FALEIRO, JANDIRA FEGHALI, WALDENOR PEREIRA, ÁUREA CAROLINA, ALIEL MACHADO, BIRA DO PINDARÉ, ALICE PORTUGAL, DANILO CABRAL, ERIKA KOKAY, JOÃO H. CAMPOS, LÍDICE DA MATA",3.956172482488272
204410,LUISA CANZIANI,PTB,PR,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, JHC, JOÃO H. CAMPOS, ORLANDO SILVA, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.20179999212257277
204376,CORONEL ARMANDO,PSL,SC,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, ALEXANDRE PADILHA, PERPÉTUA ALMEIDA, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.39607190378578877
204541,EDUARDO BISMARCK,PDT,CE,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, TADEU ALENCAR, PAULO TEIXEIRA, REGINALDO LOPES, JOSÉ GUIMARÃES, TALÍRIA PETRONE, ALENCAR SANTANA BRAGA, SUBTENENTE GONZAGA, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, MARCELO FREIXO, ERIKA KOKAY, JOENIA WAPICHANA, DANILO CABRAL",0.7506455909681716
178916,DANIEL COELHO,CIDADANIA,PE,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, JHC, JOÃO H. CAMPOS, ORLANDO SILVA, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.09068888101146165
204377,PAULA BELMONTE,CIDADANIA,DF,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, ALIEL MACHADO, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.9290347456731157
204366,RODRIGO COELHO,PSB,SC,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, DANILO CABRAL, CAMILO CAPIBERIBE, ALESSANDRO MOLON, JOÃO H. CAMPOS, LÍDICE DA MATA, ELIAS VAZ, BIRA DO PINDARÉ, JHC, HEITOR SCHUCH, TADEU ALENCAR, JÚLIO DELGADO, ALIEL MACHADO, DENIS BEZERRA, GERVÁSIO MAIA, MARCELO NILO, MAURO NAZIF, ORLANDO SILVA, LEANDRE, SILVIA CRISTINA, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, PAULÃO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, MARCON, MARIA DO ROSÁRIO",0.5166457743596593
178912,PEDRO CUNHA LIMA,PSDB,PB,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, WALDENOR PEREIRA, ALIEL MACHADO, ALICE PORTUGAL, PEDRO UCZAI, NATÁLIA BONAVIDES, BIRA DO PINDARÉ, DANILO CABRAL, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.22070141233978247
204575,GIL CUTRIM,PDT,MA,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, TADEU ALENCAR, PAULO TEIXEIRA, REGINALDO LOPES, JOSÉ GUIMARÃES, TALÍRIA PETRONE, ALENCAR SANTANA BRAGA, SUBTENENTE GONZAGA, JOÃO H. CAMPOS, MARCELO FREIXO, ERIKA KOKAY, JOENIA WAPICHANA, DANILO CABRAL",0.4127039627039627
204403,MARLON SANTOS,PDT,RS,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER",0.038461538461538464
74200,GASTÃO VIEIRA,PROS,MA,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER",0.038461538461538464
74459,ÁTILA LIRA,PSB,PI,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, WALDENOR PEREIRA, ALIEL MACHADO, ALICE PORTUGAL, PEDRO UCZAI, NATÁLIA BONAVIDES, BIRA DO PINDARÉ, DANILO CABRAL, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.22070141233978247
74273,JEFFERSON CAMPOS,PSB,SP,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER",0.038461538461538464
204544,ALEXANDRE FROTA,PSL,SP,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.04306983339241404
161550,EMIDINHO MADEIRA,PSB,MG,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, SILVIA CRISTINA",0.05096153846153846
191923,FLAVIO NOGUEIRA,PDT,PI,"PROFESSOR ISRAEL BATISTA, TABATA AMARAL, RODRIGO AGOSTINHO, ROSANA VALLE, FELIPE CARRERAS, LUIZ FLÁVIO GOMES, JESUS SÉRGIO, TED CONTI, LIZIANE BAYER, PAULÃO",0.28846153846153844
160527,AGUINALDO RIBEIRO,PP,PB,"TADEU ALENCAR, ANDRÉ FIGUEIREDO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.12960829493087558
198783,EMANUEL PINHEIRO NETO,PTB,MT,"TADEU ALENCAR, ANDRÉ FIGUEIREDO, ZÉ NETO, JOSÉ RICARDO, ENIO VERRI, JOÃO H. CAMPOS, JHC",0.39166666666666666
160541,ARTHUR LIRA,PP,AL,"TADEU ALENCAR, ANDRÉ FIGUEIREDO",0.125
160510,LUIS TIBÉ,AVANTE,MG,"TADEU ALENCAR, ANDRÉ FIGUEIREDO",0.125
160665,AUGUSTO COUTINHO,SOLIDARIEDADE,PE,"TADEU ALENCAR, ANDRÉ FIGUEIREDO, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",0.12960829493087558
74471,ANDRÉ DE PAULA,PSD,PE,"TADEU ALENCAR, ANDRÉ FIGUEIREDO",0.125
205476,CHARLES FERNANDES,PSD,BA,"JESUS SÉRGIO, CÉLIO MOURA, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, RODRIGO AGOSTINHO, SILVIA CRISTINA, PAULO GUEDES, EDMILSON RODRIGUES, JOSÉ RICARDO",3.3625
204378,CORONEL CHRISÓSTOMO,PSL,RO,"JESUS SÉRGIO, CÉLIO MOURA, JOSÉ RICARDO, JOÃO DANIEL, AIRTON FALEIRO, EDMILSON RODRIGUES, LEANDRE, SILVIA CRISTINA, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, LÍDICE DA MATA, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, ALIEL MACHADO, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO",1.2141321044546851
204557,SIDNEY LEITE,PSD,AM,"JESUS SÉRGIO, CÉLIO MOURA, JOSÉ RICARDO, JOÃO DANIEL",2.466666666666667
164360,CARMEN ZANOTTO,CIDADANIA,SC,"FLÁVIA MORAIS, LÍDICE DA MATA, DENIS BEZERRA, REGINALDO LOPES, REJANE DIAS, ALEXANDRE PADILHA, MARCELO FREIXO, MARIA DO ROSÁRIO, LEANDRE, TABATA AMARAL, ORLANDO SILVA, CÉLIO STUDART, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, ALICE PORTUGAL, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, JOÃO H. CAMPOS, PAULÃO, PROFESSOR ISRAEL BATISTA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, ALIEL MACHADO, HEITOR SCHUCH, MARCON",4.056195596518177
204480,ROGÉRIO CORREIA,PT,MG,"ERIKA KOKAY, BOHN GASS, VICENTINHO, DANIEL ALMEIDA, MARIA DO ROSÁRIO, CARLOS VERAS, MAURO NAZIF, WOLNEY QUEIROZ, NELSON PELLEGRINO, PAULO RAMOS, LUIZA ERUNDINA, LEONARDO MONTEIRO, AFONSO FLORENCE, AIRTON FALEIRO, ALENCAR SANTANA BRAGA, ALEXANDRE PADILHA, ARLINDO CHINAGLIA, BETO FARO, CARLOS ZARATTINI, CÉLIO MOURA, ENIO VERRI, FREI ANASTACIO RIBEIRO, HELDER SALOMÃO, HENRIQUE FONTANA, JOÃO DANIEL, JORGE SOLLA, JOSÉ GUIMARÃES, JOSÉ RICARDO, JOSEILDO RAMOS, LUIZIANNE LINS, MARCON, MARGARIDA SALOMÃO, MARÍLIA ARRAES, NATÁLIA BONAVIDES, NILTO TATTO, PADRE JOÃO, PATRUS ANANIAS, PAULÃO, PAULO GUEDES, PAULO TEIXEIRA, PEDRO UCZAI, REGINALDO LOPES, REJANE DIAS, RUBENS OTONI, RUI FALCÃO, VALMIR ASSUNÇÃO, WALDENOR PEREIRA, ZÉ CARLOS, ZÉ NETO, ÁUREA CAROLINA, JÚLIO DELGADO, ORLANDO SILVA",6.930370178887699
74655,EDUARDO BARBOSA,PSDB,MG,"PAULÃO, JORGE SOLLA, ALIEL MACHADO, PROFESSOR ISRAEL BATISTA, BIRA DO PINDARÉ, ALICE PORTUGAL, WALDENOR PEREIRA, DANILO CABRAL, JOÃO H. CAMPOS, ERIKA KOKAY, REGINALDO LOPES, REJANE DIAS, LEANDRE, SILVIA CRISTINA, JESUS SÉRGIO, CAMILO CAPIBERIBE, JHC, DANIEL ALMEIDA, FÉLIX MENDONÇA JÚNIOR, NELSON PELLEGRINO, ANDRÉ FIGUEIREDO, CÉLIO STUDART, LEÔNIDAS CRISTINO, WOLNEY QUEIROZ, LÍDICE DA MATA, JÚLIO DELGADO, TALÍRIA PETRONE, ARLINDO CHINAGLIA, CARLOS ZARATTINI, IVAN VALENTE, ROSANA VALLE, TABATA AMARAL, HEITOR SCHUCH, MARCON, MARIA DO ROSÁRIO, ALEXANDRE PADILHA",3.3489065405449105
74646,AÉCIO NEVES,PSDB,MG,"PAULÃO, ARLINDO CHINAGLIA, PERPÉTUA ALMEIDA",1
156190,MARCEL VAN HATTEM,NOVO,RS,"PAULÃO, ALEXANDRE PADILHA, PERPÉTUA ALMEIDA, PADRE JOÃO, JORGE SOLLA, DAVID MIRANDA",1.2095238095238094
204414,AROLDO MARTINS,PRB,PR,"PAULÃO, PERPÉTUA ALMEIDA, CAMILO CAPIBERIBE, HEITOR SCHUCH, BETO FARO, FREI ANASTACIO RIBEIRO, JOÃO DANIEL, MARCON, VALMIR ASSUNÇÃO, ZÉ CARLOS, CARLOS VERAS, CÉLIO MOURA, JESUS SÉRGIO, RODRIGO AGOSTINHO, SILVIA CRISTINA",0.5720238095238095
