id_ext,casa,id_autor,tipo_autor,nome_autor,partido,uf,tipo_generico,sigla_local,qtd_de_documentos
46249,camara,74160,deputado,Patrus Ananias,PT,MG,Requerimento,PL629902,1
46249,camara,74160,deputado,Patrus Ananias,PT,MG,Voto em Separado,PL629902,1
46249,camara,74171,deputado,Chico Alencar,PSOL,RJ,Voto em Separado,PL629902,1
46249,camara,74210,deputado,Sarney Filho,PV,MA,Requerimento,PL629902,1
46249,camara,74265,deputado,Dimas Ramalho,PPS,NA,Requerimento,MESA,1
46249,camara,74269,deputado,Enéas,PR,NA,Requerimento,MESA,1
46249,camara,74286,deputado,Thelma De Oliveira,PSDB,MT,Voto em Separado,CSSF,1
46249,camara,74343,deputado,Dr. Benedito Dias,PP**,AP,Requerimento,PLEN,1
46249,camara,74343,deputado,Dr. Benedito Dias-Pres. Da Cssf,PP**,AP,Requerimento,MESA,1
46249,camara,74379,deputado,Cezar Silvestri,PPS,PR,Parecer,CAPADR,1
46249,camara,74400,deputado,Paulo Pimenta,PT,RS,Proposição Apensada,CCP,1
46249,camara,74693,deputado,Rodrigo Maia,DEM,RJ,Requerimento,MESA,1
46249,camara,74800,deputado,Lino Rossi,PP**,MT,Proposição Apensada,PL629902,1
46249,camara,133968,deputado,Paulo Ramos,PDT,RJ,Proposição Apensada,CCP,1
46249,camara,134812,deputado,Edmilson Rodrigues,PSOL,PA,Voto em Separado,PL629902,1
46249,camara,141389,deputado,Indio Da Costa,PSD,RJ,Parecer,CSSF,1
46249,camara,141488,deputado,Paulo Teixeira,PT,SP,Proposição Apensada,MESA,1
46249,camara,141500,deputado,Marcos Montes,PSD,MG,Parecer,CMADS,1
46249,camara,141501,deputado,Cida Diogo,PT,RJ,Emenda,CSSF,1
46249,camara,141501,deputado,Cida Diogo,PT,RJ,Parecer,CSSF,1
46249,camara,141522,deputado,Sabino Castelo Branco,PTB,AM,Proposição Apensada,PL629902,1
46249,camara,141536,deputado,Rômulo Gouveia,NA,PB,Proposição Apensada,PL629902,1
46249,camara,141536,deputado,Rômulo Gouveia,NA,PB,Requerimento,PL629902,1
46249,camara,141537,deputado,Moreira Mendes,PSD,NA,Parecer,CCJC,1
46249,camara,148134,deputado,Professor Victório Galli,PSL,MT,Proposição Apensada,MESA,1
46249,camara,160538,deputado,Bohn Gass,PT,RS,Outros,.,1
46249,camara,160556,deputado,Padre João,PT,MG,Outros,.,1
46249,camara,160565,deputado,Mara Gabrilli,PSDB,SP,Proposição Apensada,PL629902,1
46249,camara,160576,deputado,César Halum,PRB,TO,Proposição Apensada,PL629902,1
46249,camara,160646,deputado,Delegado Francischini,PSL,NA,Proposição Apensada,CCP,1
46249,camara,160651,deputado,Rogério Peninha Mendonça,MDB,SC,Requerimento,PL629902,1
46249,camara,164360,deputado,Carmen Zanotto,CIDADANIA,SC,Proposição Apensada,MESA,1
46249,camara,178832,deputado,Leandre,PV,PR,Requerimento,PLEN,1
46249,camara,178857,deputado,Jorge Solla,PT,BA,Proposição Apensada,PL629902,1
46249,camara,178857,deputado,Jorge Solla,PT,BA,Requerimento,CSSF,1
46249,camara,178890,deputado,Adelmo Carneiro Leão,PT,MG,Parecer,CSSF,1
46249,camara,178890,deputado,Adelmo Carneiro Leão,PT,MG,Voto em Separado,CSSF,1
46249,camara,178930,deputado,Evandro Roman,PSD,PR,Requerimento,PL629902,1
46249,camara,178933,deputado,Sergio Souza,MDB,PR,Requerimento,PL629902,1
46249,camara,178963,deputado,Covatti Filho,PP,NA,Proposição Apensada,MESA,1
46249,camara,178963,deputado,Covatti Filho,PP,NA,Proposição Apensada,PL629902,1
46249,camara,178963,deputado,Covatti Filho,PP,NA,Requerimento,MESA,1
46249,camara,178963,deputado,Covatti Filho,PP,NA,Requerimento,PLEN,1
46249,camara,178964,deputado,Heitor Schuch,PSB,RS,Requerimento,PL629902,1
46249,camara,178970,deputado,João Daniel,PT,SE,Outros,.,1
46249,camara,178970,deputado,João Daniel,PT,SE,Proposição Apensada,CCP,1
46249,camara,178970,deputado,João Daniel,PT,SE,Requerimento,PLEN,1
46249,camara,178986,deputado,Nilto Tatto,PT,SP,Emenda,CMADS,1
46249,camara,178986,deputado,Nilto Tatto,PT,SP,Parecer,CMADS,1
46249,camara,178986,deputado,Nilto Tatto,PT,SP,Proposição Apensada,CCP,1
46249,camara,178993,deputado,Carlos Henrique Gaguim,DEM,TO,Proposição Apensada,MESA,1
46249,camara,198198,deputado,Luzia Ferreira,PPS,MG,Proposição Apensada,PL629902,1
257161,camara,124411,deputado,Mauro Pereira,MDB,RS,Parecer,CFT,23
257161,camara,141472,deputado,Ricardo Tripoli,PSDB,SP,Parecer,CMADS,5
257161,camara,80920,deputado,Penna,PV,SP,Parecer,CMADS,4
257161,camara,73655,deputado,Augusto Carvalho,SOLIDARIEDADE,DF,Proposição Apensada,CCJC,3
257161,camara,141516,deputado,Paulo Abi-Ackel,PSDB,MG,Requerimento,PLEN,3
257161,camara,160515,deputado,Ronaldo Benedet,MDB,SC,Requerimento,PLEN,3
257161,camara,178832,deputado,Leandre,PV,PR,Requerimento,PLEN,3
257161,camara,74010,deputado,Valdir Colatto,MDB,SC,Parecer,CMADS,2
257161,camara,74010,deputado,Valdir Colatto,MDB,SC,Requerimento,SEPUB(SGM),2
257161,camara,74153,deputado,Ivo José,PT,MG,Proposição Apensada,CCJC,2
257161,camara,74171,deputado,Chico Alencar,PSOL,RJ,Requerimento,PLEN,2
257161,camara,74471,deputado,André De Paula,PSD,PE,Parecer,CMADS,2
257161,camara,141537,deputado,Moreira Mendes,PSD,NA,Parecer,CAPADR,2
257161,camara,160511,deputado,Alessandro Molon,PSB,RJ,Requerimento,PLEN,2
257161,camara,160515,deputado,Ronaldo Benedet,MDB,SC,Proposição Apensada,CCJC,2
257161,camara,178954,deputado,Lucio Mosquini,MDB,RO,Requerimento,PLEN,2
257161,camara,204536,deputado,Kim Kataguiri,DEM,SP,Requerimento,PLEN,2
257161,camara,73454,deputado,João Grandão,PT,MS,Proposição Apensada,CCJC,1
257161,camara,73474,deputado,Luci Choinacki,PT,SC,Proposição Apensada,CCJC,1
257161,camara,73531,deputado,Ivan Valente,PSOL,SP,Proposição Apensada,CCJC,1
257161,camara,73545,deputado,Luciano Zica,PT,SP,Proposição Apensada,CCJC,1
257161,camara,73569,deputado,Jorge Pinheiro,PRB,GO,Proposição Apensada,CCJC,1
257161,camara,73569,deputado,Jorge Pinheiro,PRB,GO,Requerimento,SEPUB(SGM),1
257161,camara,73584,deputado,Antonio Carlos Mendes Thame,PV,SP,Proposição Apensada,CCJC,1
257161,camara,73655,deputado,Augusto Carvalho,SOLIDARIEDADE,DF,Requerimento,PLEN,1
257161,camara,73666,deputado,Jovair Arantes,PTB,GO,Requerimento,PLEN,1
257161,camara,73928,deputado,Ann Pontes,PMDB,PA,Proposição Apensada,CCJC,1
257161,camara,73945,deputado,Eduardo Gomes,SD,TO,Proposição Apensada,CCJC,1
257161,camara,74010,deputado,Valdir Colatto,MDB,SC,Requerimento,CAPADR,1
257161,camara,74031,deputado,João Alfredo,PSOL,CE,Proposição Apensada,CCJC,1
257161,camara,74133,deputado,Luiz Alberto,PT,BA,Proposição Apensada,CCJC,1
257161,camara,74137,deputado,Luiz Eduardo Greenhalgh,PT,SP,Proposição Apensada,CCJC,1
257161,camara,74145,deputado,Zezéu Ribeiro,PT,NA,Proposição Apensada,CCJC,1
257161,camara,74162,deputado,Iriny Lopes,PT,ES,Proposição Apensada,CCJC,1
257161,camara,74171,deputado,Chico Alencar,PSOL,RJ,Proposição Apensada,CCJC,1
257161,camara,74171,deputado,Chico Alencar,PSOL,RJ,Requerimento,SEPUB(SGM),1
257161,camara,74210,deputado,Sarney Filho,PV,MA,Proposição Apensada,CCJC,1
257161,camara,74212,deputado,Aníbal Gomes,DEM,CE,Requerimento,PLEN,1
257161,camara,74218,deputado,Walter Pinheiro,PT,BA,Proposição Apensada,CCJC,1
257161,camara,74253,deputado,Julio Lopes,PP,RJ,Proposição Apensada,CCJC,1
257161,camara,74253,deputado,Julio Lopes,PP,RJ,Requerimento,PLEN,1
257161,camara,74254,deputado,Leonardo Picciani,MDB,RJ,Requerimento,PLEN,1
257161,camara,74262,deputado,Carlos Sampaio,PSDB,SP,Requerimento,PLEN,1
257161,camara,74285,deputado,Carlos Abicalil,PT,MT,Proposição Apensada,CCJC,1
257161,camara,74300,deputado,Marcelo Teixeira,PR,CE,Proposição Apensada,CCJC,1
257161,camara,74321,deputado,Betinho Rosado,PP**,RN,Proposição Apensada,CCJC,1
257161,camara,74321,deputado,Betinho Rosado,PP**,RN,Requerimento,MESA,1
257161,camara,74321,deputado,Betinho Rosado,PP**,RN,Requerimento,SEPUB(SGM),1
257161,camara,74356,deputado,Silas Câmara,PRB,AM,Proposição Apensada,CCJC,1
257161,camara,74356,deputado,Silas Câmara,PRB,AM,Requerimento,PLEN,1
257161,camara,74363,deputado,Marcio Bittar,PSDB,AC,Emenda,CMADS,1
257161,camara,74363,deputado,Marcio Bittar,PSDB,AC,Parecer,CMADS,1
257161,camara,74389,deputado,Mauro Passos,PT,SC,Proposição Apensada,CCJC,1
257161,camara,74391,deputado,Vignatti,PT,SC,Proposição Apensada,CCJC,1
257161,camara,74397,deputado,Luciana Genro,PSOL,RS,Proposição Apensada,CCJC,1
257161,camara,74439,deputado,Wolney Queiroz,PDT,PE,Proposição Apensada,CCJC,1
257161,camara,74439,deputado,Wolney Queiroz,PDT,PE,Requerimento,PLEN,1
257161,camara,74491,deputado,Nazareno Fonteles,PT,PI,Proposição Apensada,CCJC,1
257161,camara,74665,deputado,Jaime Martins,PROS,MG,Proposição Apensada,CCJC,1
257161,camara,74777,deputado,Rita Camata,PSDB,ES,Proposição Apensada,CCJC,1
257161,camara,74780,deputado,Iara Bernardi,PT,SP,Proposição Apensada,CCJC,1
257161,camara,74841,deputado,Fernando Gabeira,PV,RJ,Proposição Apensada,CCJC,1
257161,camara,76874,deputado,Marcelo Freixo,PSOL,RJ,Proposição Apensada,MESA,1
257161,camara,81232,deputado,Irajá Abreu,PSD,TO,Requerimento,PLEN,1
257161,camara,134812,deputado,Edmilson Rodrigues,PSOL,PA,Requerimento,PLEN,1
257161,camara,141421,deputado,Eduardo Da Fonte,PP,PE,Requerimento,PLEN,1
257161,camara,141431,deputado,Fernando Coelho Filho,DEM,PE,Requerimento,PLEN,1
257161,camara,141472,deputado,Ricardo Tripoli,PSDB,SP,Requerimento,PLEN,1
257161,camara,141480,deputado,Lázaro Botelho,PP,TO,Parecer,CAPADR,1
257161,camara,141482,deputado,Leonardo Quintão,MDB,MG,Requerimento,PLEN,1
257161,camara,141483,deputado,Lindomar Garçon,PRB,RO,Proposição Apensada,CCJC,1
257161,camara,141484,deputado,Lúcio Vale,PR,NA,Requerimento,PLEN,1
257161,camara,141516,deputado,Paulo Abi-Ackel,PSDB,MG,Proposição Apensada,CCJC,1
257161,camara,141536,deputado,Rômulo Gouveia,NA,PB,Proposição Apensada,CCJC,1
257161,camara,141550,deputado,Dr. Talmir,PV,SP,Proposição Apensada,CCJC,1
257161,camara,144523,deputado,Daniel Vilela,MDB,GO,Requerimento,PLEN,1
257161,camara,160426,deputado,Rogério Rosso,PSD,DF,Requerimento,PLEN,1
257161,camara,160511,deputado,Alessandro Molon,PSB,RJ,Proposição Apensada,CCJC,1
257161,camara,160511,deputado,Alessandro Molon,PSB,RJ,Requerimento,CFT,1
257161,camara,160559,deputado,Alceu Moreira,MDB,NA,Proposição Apensada,CCJC,1
257161,camara,160618,deputado,Edson Pimenta,PSD,BA,Emenda,CMADS,1
257161,camara,160618,deputado,Edson Pimenta,PSD,BA,Parecer,CMADS,1
257161,camara,160630,deputado,Ságuas Moraes,PT,MT,Requerimento,PLEN,1
257161,camara,160636,deputado,Wilson Filho,PTB,PB,Proposição Apensada,CCJC,1
257161,camara,160643,deputado,Dr. Jorge Silva,SOLIDARIEDADE,ES,Proposição Apensada,CCJC,1
257161,camara,160643,deputado,Dr. Jorge Silva,SOLIDARIEDADE,ES,Requerimento,PLEN,1
257161,camara,160677,deputado,Francisco Floriano,DEM,RJ,Proposição Apensada,CCJC,1
257161,camara,167722,deputado,Marcos Rogério,DEM,NA,Emenda,CCJC,1
257161,camara,167722,deputado,Marcos Rogério,DEM,NA,Parecer,CCJC,1
257161,camara,167722,deputado,Marcos Rogério,DEM,NA,Requerimento,MESA,1
257161,camara,167722,deputado,Marcos Rogério,DEM,NA,Requerimento,PLEN,1
257161,camara,178835,deputado,Afonso Motta,PDT,RS,Requerimento,PLEN,1
257161,camara,178850,deputado,Marcos Rotta,MDB,NA,Requerimento,PLEN,1
257161,camara,178869,deputado,Vitor Valim,PROS,CE,Requerimento,PLEN,1
257161,camara,178896,deputado,Newton Cardoso Jr,MDB,MG,Proposição Apensada,CCJC,1
257161,camara,178896,deputado,Newton Cardoso Jr,MDB,MG,Requerimento,PLEN,1
257161,camara,178954,deputado,Lucio Mosquini,MDB,RO,Proposição Apensada,CCJC,1
257161,camara,178975,deputado,Baleia Rossi,MDB,SP,Requerimento,PLEN,1
345311,camara,73886,deputado,Adão Pretto,PT,NA,Emenda,CAPADR,7
345311,camara,160570,deputado,Jerônimo Goergen,PP,RS,Parecer,CCJC,6
345311,camara,74162,deputado,Iriny Lopes,PT,ES,Parecer,CDHM,3
345311,camara,141559,deputado,Waldir Neves,PSDB,NA,Parecer,CAPADR,3
345311,camara,204478,deputado,Vinicius Farah,MDB,RJ,Requerimento,PLEN,3
345311,camara,73933,deputado,Zequinha Marinho,PSC,NA,Requerimento,SEPUB(SGM),2
345311,camara,141417,deputado,Edio Lopes,PL,RR,Proposição Apensada,MESA,2
345311,camara,141417,deputado,Edio Lopes,PL,RR,Requerimento,PLEN,2
345311,camara,73531,deputado,Ivan Valente,PSOL,SP,Voto em Separado,CCJC,1
345311,camara,73933,deputado,Zequinha Marinho,PSC,NA,Proposição Apensada,MESA,1
345311,camara,74010,deputado,Valdir Colatto,MDB,SC,Proposição Apensada,MESA,1
345311,camara,74171,deputado,Chico Alencar,PSOL,RJ,Voto em Separado,CCJC,1
345311,camara,74210,deputado,Sarney Filho,PV,MA,Requerimento,PLEN,1
345311,camara,74542,deputado,Félix Mendonça,DEM,BA,Proposição Apensada,MESA,1
345311,camara,74566,deputado,Geraldo Simões,PT,BA,Proposição Apensada,MESA,1
345311,camara,74650,deputado,Bonifácio De Andrada,DEM,MG,Requerimento,CCJC,1
345311,camara,141335,deputado,Beto Faro,PT,PA,Voto em Separado,CAPADR,1
345311,camara,141417,deputado,Edio Lopes,PL,RR,Requerimento,SEPUB(SGM),1
345311,camara,141448,deputado,Homero Pereira,PSD,NA,Proposição Apensada,CCJC,1
345311,camara,141448,deputado,Homero Pereira,PSD,NA,Requerimento,CAPADR,1
345311,camara,141448,deputado,Homero Pereira,PSD,NA,Requerimento,MESA,1
345311,camara,141448,deputado,Homero Pereira,PSD,NA,Requerimento,SEPUB(SGM),1
345311,camara,148134,deputado,Professor Victório Galli,PSL,MT,Proposição Apensada,MESA,1
345311,camara,160559,deputado,Alceu Moreira,MDB,NA,Proposição Apensada,MESA,1
345311,camara,160559,deputado,Alceu Moreira,MDB,NA,Requerimento,PLEN,1
345311,camara,160559,deputado,Alceu Moreira,MDB,NA,Requerimento,SEPUB(SGM),1
345311,camara,160600,deputado,Arthur Oliveira Maia,DEM,BA,Requerimento,PLEN,1
345311,camara,160670,deputado,Padre Ton,PT,RO,Proposição Apensada,MESA,1
345311,camara,160670,deputado,Padre Ton,PT,RO,Requerimento,PLEN,1
345311,camara,166401,deputado,Nilson Leitão,PSDB,MT,Proposição Apensada,MESA,1
345311,camara,178963,deputado,Covatti Filho,PP,NA,Proposição Apensada,MESA,1
345311,camara,178963,deputado,Covatti Filho,PP,NA,Requerimento,PLEN,1
604557,camara,160511,deputado,Alessandro Molon,PSB,RJ,Parecer,CMADS,4
604557,camara,160511,deputado,Alessandro Molon,PSB,RJ,Parecer,CCJC,2
604557,camara,160511,deputado,Alessandro Molon,PSB,RJ,Requerimento,PLEN,2
604557,camara,74210,deputado,Sarney Filho,PV,MA,Proposição Apensada,PLEN,1
604557,camara,74459,deputado,Átila Lira,PSB,PI,Requerimento,CMADS,1
604557,camara,160511,deputado,Alessandro Molon,PSB,RJ,Proposição Apensada,PLEN,1
604557,camara,178871,deputado,Evair De Melo,PP,ES,Requerimento,CAPADR,1
604557,camara,178871,deputado,Evair De Melo,PP,ES,Voto em Separado,CAPADR,1
