ano,id_proposicao,id_votacao,id_parlamentar,voto,partido,casa
2019,16526,168392211,204536,0,DEM,camara
2019,16526,168392211,204485,-1,PL,camara
2019,16526,168392211,204526,-1,PSL,camara
2019,16526,168392211,74784,2,PSOL,camara
2019,16526,168392211,178983,-1,PL,camara
2019,16526,168392211,204522,-1,PSD,camara
2019,16526,168392211,204506,0,PRB,camara
2019,16526,168392211,204540,-1,PRB,camara
2019,16526,168392211,178985,-1,PL,camara
2019,16526,168392211,154178,0,PRB,camara
2019,16526,168392211,178986,2,PT,camara
2019,16526,168392211,178987,0,PCdoB,camara
2019,16526,168392211,160601,-1,PODEMOS,camara
2019,16526,168392211,160558,-1,PL,camara
2019,16526,168392211,141518,0,SOLIDARIEDADE,camara
2019,16526,168392211,141488,0,PT,camara
2019,16526,168392211,204529,-1,PL,camara
2019,16526,168392211,204543,2,PSB,camara
2019,16526,168392211,178989,0,PODEMOS,camara
2019,16526,168392211,160655,-1,PP,camara
2019,16526,168392211,152610,2,PRB,camara
2019,16526,168392211,160653,0,PODEMOS,camara
2019,16526,168392211,204530,-1,PSB,camara
2019,16526,168392211,204525,-1,PSB,camara
2019,16526,168392211,73604,0,PT,camara
2019,16526,168392211,204535,2,PSOL,camara
2019,16526,168392211,178990,0,PSDB,camara
2019,16526,168392211,204534,0,PDT,camara
2019,16526,168392211,160976,-1,PL,camara
2019,16526,168392211,141553,-1,PSDB,camara
2019,16526,168392211,74283,0,PT,camara
2019,16526,168392211,141555,0,PRB,camara
2019,16526,168392211,204532,-1,NOVO,camara
2019,16526,168392211,178992,-1,PSDB,camara
2019,16526,168392211,204439,-1,SOLIDARIEDADE,camara
2019,16526,168392211,198783,-1,PTB,camara
2019,16526,168392211,204472,0,PODEMOS,camara
2019,16526,168392211,204474,-1,MDB,camara
2019,16526,168392211,204449,-1,PSL,camara
2019,16526,168392211,146307,-1,PP,camara
2019,16526,168392211,204467,2,PT,camara
2019,16526,168392211,204374,-1,PSL,camara
2019,16526,168392211,204380,-1,PP,camara
2019,16526,168392211,160575,2,PT,camara
2019,16526,168392211,204354,-1,PL,camara
2019,16526,168392211,204372,0,PRB,camara
2019,16526,168392211,204381,-1,DEM,camara
2019,16526,168392211,204377,-1,CIDADANIA,camara
2019,16526,168392211,204383,-1,PV,camara
2019,16526,168392211,121948,-1,PP,camara
2019,16526,168392211,204413,-1,PATRIOTA,camara
2019,16526,168392211,178876,0,PSDB,camara
2019,16526,168392211,164359,0,PSL,camara
2019,16526,168392211,204412,-1,DEM,camara
2019,16526,168392211,204389,2,PSB,camara
2019,16526,168392211,160598,2,PDT,camara
2019,16526,168392211,204392,-1,PSD,camara
2019,16526,168392211,204419,-1,PSC,camara
2019,16526,168392211,74366,0,PRB,camara
2019,16526,168392211,204386,-1,DEM,camara
2019,16526,168392211,204391,0,PODEMOS,camara
2019,16526,168392211,178879,-1,SOLIDARIEDADE,camara
2019,16526,168392211,166402,-1,PL,camara
2019,16526,168392211,179587,-1,PSL,camara
2019,16526,168392211,204390,-1,PP,camara
2019,16526,168392211,74371,0,PT,camara
2019,16526,168392211,204358,0,PSDB,camara
2019,16526,168392211,141411,0,PDT,camara
2019,16526,168392211,204351,-1,PSL,camara
2019,16526,168392211,160587,-1,PSD,camara
2019,16526,168392211,204382,0,PSL,camara
2019,16526,168392211,204357,-1,PSDB,camara
2019,16526,168392211,74376,0,PT,camara
2019,16526,168392211,178927,2,PSB,camara
2019,16526,168392211,204400,-1,PSL,camara
2019,16526,168392211,204414,-1,PRB,camara
2019,16526,168392211,204397,1,PROS,camara
2019,16526,168392211,178928,0,PL,camara
2019,16526,168392211,178929,-1,PODEMOS,camara
2019,16526,168392211,132504,2,PT,camara
2019,16526,168392211,204398,-1,PSL,camara
2019,16526,168392211,204411,-1,PSL,camara
2019,16526,168392211,74383,0,PL,camara
2019,16526,168392211,107283,0,PT,camara
2019,16526,168392211,73460,0,PDT,camara
2019,16526,168392211,73772,0,MDB,camara
2019,16526,168392211,178832,-1,PV,camara
2019,16526,168392211,178931,0,PSB,camara
2019,16526,168392211,204410,-1,PTB,camara
2019,16526,168392211,162332,-1,PL,camara
2019,16526,168392211,204396,-1,PSD,camara
2019,16526,168392211,193726,-1,PSC,camara
2019,16526,168392211,204395,0,DEM,camara
2019,16526,168392211,204418,-1,PRB,camara
2019,16526,168392211,73788,0,PP,camara
2019,16526,168392211,73466,-1,CIDADANIA,camara
2019,16526,168392211,204387,-1,PSD,camara
2019,16526,168392211,204399,-1,PP,camara
2019,16526,168392211,178933,0,MDB,camara
2019,16526,168392211,178934,0,PROS,camara
2019,16526,168392211,160592,0,PT,camara
2019,16526,168392211,73696,0,PP,camara
2019,16526,168392211,204361,-1,MDB,camara
2019,16526,168392211,164360,-1,CIDADANIA,camara
2019,16526,168392211,204369,-1,PSL,camara
2019,16526,168392211,141405,0,MDB,camara
2019,16526,168392211,204376,-1,PSL,camara
2019,16526,168392211,204367,-1,PSL,camara
2019,16526,168392211,116379,-1,PSD,camara
2019,16526,168392211,204368,0,PSL,camara
2019,16526,168392211,178966,0,PSDB,camara
2019,16526,168392211,204365,0,NOVO,camara
2019,16526,168392211,204373,0,PRB,camara
2019,16526,168392211,160604,0,PT,camara
2019,16526,168392211,204362,-1,PSD,camara
2019,16526,168392211,204366,-1,PSB,camara
2019,16526,168392211,160651,0,MDB,camara
2019,16526,168392211,136811,0,PP,camara
2019,16526,168392211,178835,0,PDT,camara
2019,16526,168392211,160559,0,MDB,camara
2019,16526,168392211,204388,-1,PSL,camara
2019,16526,168392211,160538,2,PT,camara
2019,16526,168392211,178962,0,PRB,camara
2019,16526,168392211,204409,-1,PSDB,camara
2019,16526,168392211,160552,0,PSD,camara
2019,16526,168392211,204407,0,PSOL,camara
2019,16526,168392211,160673,0,PL,camara
2019,16526,168392211,178996,-1,MDB,camara
2019,16526,168392211,178964,0,PSB,camara
2019,16526,168392211,73482,2,PT,camara
2019,16526,168392211,160570,0,PP,camara
2019,16526,168392211,204405,-1,PSB,camara
2019,16526,168392211,204404,0,PSDB,camara
2019,16526,168392211,156190,-1,NOVO,camara
2019,16526,168392211,133810,-1,PTB,camara
2019,16526,168392211,179001,-1,MDB,camara
2019,16526,168392211,160535,-1,PT,camara
2019,16526,168392211,74398,2,PT,camara
2019,16526,168392211,204403,0,PDT,camara
2019,16526,168392211,75431,0,PTB,camara
2019,16526,168392211,204415,-1,PSL,camara
2019,16526,168392211,74400,0,PT,camara
2019,16526,168392211,204406,-1,PP,camara
2019,16526,168392211,73486,0,PDT,camara
2019,16526,168392211,204416,-1,PSL,camara
2019,16526,168392211,205550,-1,PRB,camara
2019,16526,168392211,205548,2,PSOL,camara
2019,16526,168392211,205863,-1,PSL,camara
2019,16526,168392211,178930,-1,PSD,camara
2019,16526,168392211,205865,-1,PSD,camara
2019,16526,168392211,73891,-1,MDB,camara
2019,16526,168392211,206231,2,PSB,camara
2019,16526,168392211,207176,-1,PSDB,camara
2019,16526,168392211,207309,-1,PSL,camara
2019,16526,168392211,90842,-1,PTB,camara
2019,16526,168392211,141552,-1,MDB,camara
2019,16526,168392211,209189,2,PT,camara
2019,16526,168392211,74574,-1,PSD,camara
2019,16526,168392211,74200,0,PROS,camara
2019,16526,168392211,74212,0,DEM,camara
2019,16526,168392211,74319,0,PTB,camara
2019,16526,168391926,141417,3,PL,camara
2019,16526,168391926,204465,0,PSD,camara
2019,16526,168391926,178959,0,PP,camara
2019,16526,168391926,160531,0,PRB,camara
2019,16526,168391926,204468,2,REDE,camara
2019,16526,168391926,204479,-1,PSL,camara
2019,16526,168391926,204475,-1,SOLIDARIEDADE,camara
2019,16526,168391926,178961,-1,PSDB,camara
2019,16526,168391926,204379,0,PROS,camara
2019,16526,168391926,204353,0,PRB,camara
2019,16526,168391926,178831,-1,PP,camara
2019,16526,168391926,204352,2,PSB,camara
2019,16526,168391926,204375,0,AVANTE,camara
2019,16526,168391926,160645,0,PSDB,camara
2019,16526,168391926,160641,0,PCdoB,camara
2019,16526,168391926,160591,0,PL,camara
2019,16526,168391926,204495,2,PT,camara
2019,16526,168391926,141335,2,PT,camara
2019,16526,168391926,204499,-1,PSB,camara
2019,16526,168391926,204496,-1,PSDB,camara
2019,16526,168391926,135054,-1,PL,camara
2019,16526,168391926,178908,-1,PSD,camara
2019,16526,168391926,134812,2,PSOL,camara
2019,16526,168391926,204500,-1,PTB,camara
2019,16526,168391926,74075,-1,MDB,camara
2019,16526,168391926,178909,-1,DEM,camara
2019,16526,168391926,178910,-1,PSD,camara
2019,16526,168391926,74079,-1,MDB,camara
2019,16526,168391926,204497,0,PSD,camara
2019,16526,168391926,74352,0,PSDB,camara
2019,16526,168391926,204498,-1,DEM,camara
2019,16526,168391926,204538,-1,PTB,camara
2019,16526,168391926,204505,-1,PRB,camara
2019,16526,168391926,204572,-1,PRB,camara
2019,16526,168391926,74090,0,PP,camara
2019,16526,168391926,204551,0,SOLIDARIEDADE,camara
2019,16526,168391926,204569,-1,PSL,camara
2019,16526,168391926,204555,2,PT,camara
2019,16526,168391926,204556,-1,PL,camara
2019,16526,168391926,204557,-1,PSD,camara
2019,16526,168391926,74356,0,PRB,camara
2019,16526,168391926,204378,-1,PSL,camara
2019,16526,168391926,178953,0,PSD,camara
2019,16526,168391926,108338,0,PP,camara
2019,16526,168391926,204359,0,PODEMOS,camara
2019,16526,168391926,178954,0,MDB,camara
2019,16526,168391926,178956,-1,PSDB,camara
2019,16526,168391926,141508,-1,PSB,camara
2019,16526,168391926,204360,2,PDT,camara
2019,16526,168391926,178836,0,DEM,camara
2019,16526,168391926,141434,0,MDB,camara
2019,16526,168391926,178839,0,MDB,camara
2019,16526,168391926,204435,0,PDT,camara
2019,16526,168391926,204469,-1,PRB,camara
2019,16526,168391926,204471,-1,PSDB,camara
2019,16526,168391926,73943,0,PCdoB,camara
2019,16526,168391926,204434,-1,SOLIDARIEDADE,camara
2019,16526,168391926,178993,-1,DEM,camara
2019,16526,168391926,204370,3,PT,camara
2019,16526,168391926,178994,0,MDB,camara
2019,16526,168391926,204364,-1,SOLIDARIEDADE,camara
2019,16526,168391926,204363,-1,PSC,camara
2019,16526,168391926,160639,-1,DEM,camara
2019,16526,168391926,143084,0,SOLIDARIEDADE,camara
2019,16526,168391926,137070,0,PL,camara
2019,16526,168391926,178881,0,PODEMOS,camara
2019,16526,168391926,178882,0,PP,camara
2019,16526,168391926,204561,2,PSB,camara
2019,16526,168391926,141408,-1,PRB,camara
2019,16526,168391926,204562,0,PSD,camara
2019,16526,168391926,204552,-1,PMN,camara
2019,16526,168391926,204575,2,PDT,camara
2019,16526,168391926,178884,-1,MDB,camara
2019,16526,168391926,112437,-1,MDB,camara
2019,16526,168391926,204563,0,PL,camara
2019,16526,168391926,204574,0,PL,camara
2019,16526,168391926,178886,-1,DEM,camara
2019,16526,168391926,81055,0,PCdoB,camara
2019,16526,168391926,204566,0,PATRIOTA,camara
2019,16526,168391926,204570,0,PMN,camara
2019,16526,168391926,122974,-1,PTB,camara
2019,16526,168391926,178889,0,PT,camara
2019,16526,168391926,204549,0,PP,camara
2019,16526,168391926,133439,0,PDT,camara
2019,16526,168391926,204487,-1,PROS,camara
2019,16526,168391926,204488,-1,PV,camara
2019,16526,168391926,204542,-1,PSB,camara
2019,16526,168391926,143632,0,PSD,camara
2019,16526,168391926,204481,0,PL,camara
2019,16526,168391926,204541,2,PDT,camara
2019,16526,168391926,160669,0,SOLIDARIEDADE,camara
2019,16526,168391926,204548,0,PSL,camara
2019,16526,168391926,204533,-1,PDT,camara
2019,16526,168391926,141464,0,PT,camara
2019,16526,168391926,141470,0,PT,camara
2019,16526,168391926,204550,-1,PL,camara
2019,16526,168391926,74299,2,PDT,camara
