congressperson_name,congressperson_id,twitter_profile,secondary_twitter_profile,facebook_page
MISAEL VARELLA,178895,,,https://www.facebook.com/deputadomisaelvarella
MISSIONÁRIO JOSÉ OLIMPIO,160561,,,https://www.facebook.com/deputadojoseolimpio
MOISÉS DINIZ,195278,moisesdiniz10,,https://www.facebook.com/people/Moisés-Diniz-Lima/100009338080803
MOSES RODRIGUES,178997,depfederalmoses,,https://www.facebook.com/MosesRodriguess
MÁRCIO MACÊDO,160542,marciomacedopt,,https://www.facebook.com/marciomacedopt
MÁRCIO MARINHO,150418,dpmarciomarinho,,https://www.facebook.com/marciomarinhopolitico
MÁRIO HERINGER,74158,mario_heringer,,https://www.facebook.com/mario.heringer
MÁRIO NEGROMONTE JR.,178858,depnegromontejr,,https://www.facebook.com/mario.negromontejunior
NATAN DONADON,133372,natandonadon,,https://www.facebook.com/pages/Natan-Donadon/607464139302519
NEILTON MULIM,141510,depneiltonmulim ,,https://www.facebook.com/neilton.mulim.7
NELSON MARCHEZAN JUNIOR,160567,marchezan_,,https://www.facebook.com/nelsonmarchezan
NELSON MARQUEZELLI,73553,MarquezelliNews,,https://www.facebook.com/nelsonmarquezelli1434
NELSON PADOVANI,160566,nelson_padovani,,https://www.facebook.com/deputadonelsonpadovani
NELSON PELLEGRINO,74571,nelsonpelegrino,,https://www.facebook.com/nelsonpelegrino
NERI GELLER,146307,NeriGeller,,https://www.facebook.com/neri.geller
NEWTON CARDOSO,74750,newtoncardoso_,,https://www.facebook.com/Newton-Cardoso-245606048835359
NEWTON CARDOSO JR,178896,newton1510,,https://www.facebook.com/NewtonCardosoJr
NEWTON LIMA,160657,profnewtonlima,,https://www.facebook.com/pg/redenewtonlima
NILDA GONDIM,160564,depnildagondim,,https://www.facebook.com/deputadanildagondim
NILSON LEITÃO,166401,Nilson_Leitao,,https://www.facebook.com/nilsonleitao
NILSON PINTO,74352,,,https://www.facebook.com/Nilson-Pinto-354764524584734
NILTO TATTO,178986,NiltoTatto,,https://www.facebook.com/niltotattosp
NILTON CAPIXABA,74359,,,https://www.facebook.com/deputadoniltoncapixaba
NIVALDO ALBUQUERQUE,194260,NivaldoAlbuque,,https://www.facebook.com/deputadonivaldoalbuquerque
NORMA AYUB,66179,,,https://www.facebook.com/DeputadaNormaAyubAlves
ODORICO MONTEIRO,178868,odoricomonteiro,,https://www.facebook.com/odoricoamonteiro
ONOFRE SANTO AGOSTINI,160563,onofre_agostini ,,https://www.facebook.com/deputadoonofre
ONYX LORENZONI,74399,onyxlorenzoni,,https://www.facebook.com/onyx.lorenzoni
ORLANDO SILVA,178987,orlandosilva,,https://www.facebook.com/orlandosilvasp
OSMAR BERTOLDI,180545,bertoldi,,https://www.facebook.com/OsmarSBertoldi
OSMAR SERRAGLIO,73463,osmar_serraglio,,https://www.facebook.com/DeputadoOsmarSerraglio
OSMAR TERRA,73692,osmarterra ,,https://www.facebook.com/DeputadoOsmarTerra
OTAVIO LEITE,141515,otavioleite,,https://www.facebook.com/OtavioLeite
OZIEL OLIVEIRA,160650,deputadooziel ,,https://www.facebook.com/oziel.oliveira.718
PADRE JOÃO,160556,dep_padrejoao,,https://www.facebook.com/padrejoao
PADRE TON,160670,padreton,,https://www.facebook.com/padrton
PAES LANDIM,74319,,,https://www.facebook.com/paes.landim.56
PASTOR EURICO,160642,pastoreurico,,https://www.facebook.com/deputadopastoreurico
PASTOR LUCIANO BRAGA,193982,prlucianobraga,,https://www.facebook.com/deputadoprlucianobraga
PATRUS ANANIAS,74160,Patrus_Ananias,VotePatrus13‏‏,https://www.facebook.com/patrusananias13
PAUDERNEY AVELINO,74095,pauderney,,https://www.facebook.com/pauderneytomazavelino
PAULO ABI-ACKEL,141516,pauloabiackel,,https://www.facebook.com/abiackelpaulo
PAULO AZI,178860,pauloazi,,https://www.facebook.com/galera.2526
PAULO CESAR QUARTIERO,160668,pauloquartiero,,https://www.facebook.com/pages/Paulo-Quartiero/281327242020884
PAULO FEIJÓ,74017,paulofeijo2288,,https://www.facebook.com/deputadopaulofeijo
PAULO FOLETTO,160517,DeputadoFoletto,,https://www.facebook.com/PauloFoletto
PAULO FREIRE,160558,DF_PauloFreire,,https://www.facebook.com/dep.paulofreire
PAULO HENRIQUE LUSTOSA,141517,paulohelustosa,,https://www.facebook.com/deputadophlustosa
PAULO MAGALHÃES,74574,paulo_psd,,https://www.facebook.com/paulomagalhaesjr
PAULO MALUF,132056,paulosalimmaluf,,https://www.facebook.com/paulosmaluf
PAULO PEREIRA DA SILVA,141518,dep_paulinho,,https://www.facebook.com/paulinho.face
PAULO PIAU,141519,dep_paulopiau,,https://www.facebook.com/prefeitopaulopiau15
PAULO PIMENTA,74400,deputadofederal,,https://www.facebook.com/perfil.pimenta
PAULO RUBEM SANTIAGO,74047,paulorubem,,https://www.facebook.com/paulorubemsantiago
PAULO TEIXEIRA,141488,pauloteixeira13,,https://www.facebook.com/DeputadoPauloTeixeira
PAULO WAGNER,160593,deppaulowagner,,https://www.facebook.com/paulo.wagner.90226
PAULÃO,171617,paulaodopt,,https://www.facebook.com/paulaodopt
PEDRO CHAVES,74812,,,https://www.facebook.com/pedrochaves15
PEDRO CUNHA LIMA,178912,pedroocl,,https://www.facebook.com/pedrocloficial
PEDRO EUGÊNIO,74556,pedroEugeniopt,,
PEDRO FERNANDES,74449,,,https://www.facebook.com/DeputadoFederalPedroFernandes
PEDRO PAULO,122158,pedropaulo,,https://www.facebook.com/rio.pedropaulo
PEDRO UCZAI,160604,uczai,,https://www.facebook.com/PedroUczai
PEDRO VILELA,178844,vilelapedro,,https://www.facebook.com/pedrovilela.al
PENNA,80920,deputado_penna,,https://www.facebook.com/pennapv
PEPE VARGAS,141445,SigaPepeVargas,,https://www.facebook.com/sigapepevargas
PINTO ITAMARATY,141465,pintoitamaraty,,https://www.facebook.com/PintoItamaraty
POLICARPO,162174,policarpo_ptdf,,https://www.facebook.com/policarpo.pt
POLLYANA GAMA,195997,_pollyanagama,,https://www.facebook.com/professorapollyanagama
POMPEO DE MATTOS,73486,PompeodeMattos,,https://www.facebook.com/pompeodemattosPDT
PR. MARCO FELICIANO,160601,marcofeliciano,,https://www.facebook.com/PastorMarcoFeliciano
PROFESSOR SETIMO,141543,profsetimo,,https://www.facebook.com/professorsetimowaquim
PROFESSOR VICTÓRIO GALLI,148134,,,https://www.facebook.com/VictorioGalliOficial
PROFESSORA DORINHA SEABRA REZENDE,160639,profdorinha,,https://www.facebook.com/profile.php?id=100002237710131
PROFESSORA MARCIVANIA,160641,marcivania65,,https://www.facebook.com/professoramarcivania65
RAFAEL MOTTA,178951,rafaelmottarn,,https://www.facebook.com/rafaelmottarn
RAIMUNDO GOMES DE MATOS,74216,raimundo_matos,,https://www.facebook.com/dr.raimundomatos
RAIMUNDÃO,160516,raimundomacedo,raimundo_macedo,https://www.facebook.com/Raimundao
RAQUEL MUNIZ,178998,raquel_muniz,,https://www.facebook.com/raquelmuniz
RATINHO JUNIOR,141403,ratinho_jr,,https://www.facebook.com/ratinhojunior
RAUL HENRY,141523,RaulHenry,,https://www.facebook.com/RaulHenryPE
RAUL LIMA,160656,raullimarr,,https://www.facebook.com/DepRaulLima
REGINALDO LOPES,74161,Reginaldolopes,,https://www.facebook.com/ReginaldoLopesOficial
REINHOLD STEPHANES,73786,R_Stephanes,,https://www.facebook.com/reinhold.stephanes
REMÍDIO MONAI,178960,remidiomonai,,https://www.facebook.com/RemidioMonaiRR
RENAN FILHO,160623,RenanFilho_,,https://www.facebook.com/RenanFilhoAL
RENATA ABREU,178989,RenataAbreuDep,,https://www.facebook.com/renataabreu19
RENATO ANDRADE,171620,renatoandrademg,,https://www.facebook.com/renatoandrademg
RENATO MOLLING,141527,renatomolling,,https://www.facebook.com/deputadorenatomolling
RENZO BRAZ,160654,deputadorenzo,,https://www.facebook.com/deputadorenzobraz
RIBAMAR ALVES,74027,RibamarAlvesPSB,,https://www.facebook.com/people/Ribamar-Alves/1750119485
RICARDO BERZOINI,74793,ricardoberzoini,,https://www.facebook.com/ricardo.berzoini
RICARDO IZAR,160655,RicardoIzar,,https://www.facebook.com/ricardoizaroficial
RICARDO QUIRINO,150634,depquirino,,https://www.facebook.com/RicardoQuirinoOficial
RICARDO TEOBALDO,178920,psdbricardo45,,http://www.facebook.com/ricardoteobaldooficial
RICARDO TRIPOLI,141472,ricardotripoli,,https://www.facebook.com/ricardotripoli
ROBERTO ALVES,152610,robertoalvesprb,,https://www.facebook.com/RobertoAlvesPRB
ROBERTO BALESTRA,73674,robertobalestra,,https://www.facebook.com/robertobalestraequipe
ROBERTO BRITTO,141529,robertobritto11,,https://www.facebook.com/robertopereirabritto
ROBERTO DE LUCENA,160653,robertodelucena,,https://www.facebook.com/dep.lucena
ROBERTO DORNER,161903,DeputadoRDorner,,https://www.facebook.com/robertodornersinop
ROBERTO FREIRE,73805,freire_roberto,,https://www.facebook.com/DepRobertoFreire
ROBERTO GÓES,178995,dep_RobertoGoes‏,,https://www.facebook.com/RobertoGoesAmapa
ROBERTO SALES,178944,,,https://www.facebook.com/robertosalesoficial
ROBERTO TEIXEIRA,160652,dep_roberto1122,,https://www.facebook.com/robertoteixeirape
ROBINSON ALMEIDA,91208,robinson1350,,https://www.facebook.com/robinsonalmeida1350
ROCHA,178840,MajorRocha45,,https://www.facebook.com/MajorRocha45
ROCHA LOURES,141532,rodrochaloures,,
RODRIGO DE CASTRO,141531,RodrigoCastro45,,https://www.facebook.com/rodrigodecastro45
RODRIGO MAIA,74693,DepRodrigomaia,,https://www.facebook.com/RodrigoMaiaRJ
RODRIGO MARTINS,178926,,,https://www.facebook.com/rodrigomartinspi
RODRIGO PACHECO,178897,rodrigo15bh,,https://www.facebook.com/rodrigo.pacheco.5264
ROGÉRIO MARINHO,141535,rogeriosmarinho,,https://www.facebook.com/rogeriosmarinho
ROGÉRIO PENINHA MENDONÇA,160651,deputadopeninha,,https://www.facebook.com/deputadopeninha
ROGÉRIO ROSSO,160426,,,https://www.facebook.com/RogerioRossoOficial
ROMÁRIO,160597,RomarioOnze,,https://www.facebook.com/romariodesouzafaria
RONALDO BENEDET,160515,ronaldo_benedet,,https://www.facebook.com/RonaldoBenedet
RONALDO CAIADO,74813,deputadocaiado,,https://www.facebook.com/ronaldocaiado25
RONALDO CARLETTO,178861,ronaldocarletto,,https://www.facebook.com/RonaldoCarlettoOficial
RONALDO FONSECA,160637,DepRonaldo,,https://www.facebook.com/ronaldofonsecaoficial
RONALDO LESSA,178845,RonaldoLessaPDT,,https://www.facebook.com/Ronaldo-Lessa-139755579370881
RONALDO MARTINS,122466,ronaldoprb10,,https://www.facebook.com/ronaldo10oficial
RONALDO ZULKE,160594,ronaldozulke,,https://www.facebook.com/ronaldozulke
ROSANE FERREIRA,160614,rosanedopv,,https://www.facebook.com/Rosaneprefeita
ROSANGELA GOMES,178945,rosangelasgomes,,https://www.facebook.com/deputadarosangelagomes
ROSE DE FREITAS,73507,DepRosedFreitas,,https://www.facebook.com/senadorarosedefreitas
ROSINHA DA ADEFAL,146949,rosinhadaadefal,,https://www.facebook.com/rosinhadaadefal2
RUBENS BUENO,73466,rubensbuenopps,,https://www.facebook.com/rubensbuenopps
RUBENS OTONI,74371,,,https://www.facebook.com/rubensotoni
RUBENS PEREIRA JÚNIOR,178887,rubenspereirajr,,https://www.facebook.com/Deprubenspereirajr
RUI COSTA,104254,costa_rui,,https://www.facebook.com/ruicostaoficial
RUI PALMEIRA,76420,ruipalmeira,,https://www.facebook.com/RuiSoaresPalmeira
RUY CARNEIRO,160635,depruycarneiro,,https://www.facebook.com/depruycarneiro
RÔMULO GOUVEIA,141536,romulogouveia,,https://www.facebook.com/RomuloGouveiaPB
RÔNEY NEMER,178870,roneynemer,,https://www.facebook.com/roneynemerdf
SABINO CASTELO BRANCO,141522,depsabinocb,,https://www.facebook.com/dep.sabino2
SANDES JÚNIOR,74372,sandes_junior,,https://www.facebook.com/sandesjunior
SANDRO ALEX,160621,SandroAlex2323,,https://www.facebook.com/sandro.alex.5492
SANDRO MABEL,73676,sandromabel,,https://www.facebook.com/sandromabel15
SARAIVA FELIPE,74762,JSaraivaFelipe,,https://www.facebook.com/saraivafelipe
SARNEY FILHO,74210,sarneyfilho,,https://www.facebook.com/sarneyfilho
SEBASTIÃO BALA ROCHA,141539,balarocha,,https://www.facebook.com/deputadobalarocha
SERGIO GUERRA,74435,Sergio_Guerra,,
SERGIO SOUZA,178933,_sergiosouza,,https://www.facebook.com/sergiosouzaPR
SERGIO VIDIGAL,178874,,,https://www.facebook.com/vidigalsergio
SERGIO ZVEITER,160612,zveitersergio,,https://www.facebook.com/sergio.zveiter
SEVERINO NINHO,167614,,,https://www.facebook.com/DeputadoNinho4080
SHERIDÁ OLIVEIRA,178961,depsheridan,,https://www.facebook.com/deputadasheridan
SHÉRIDAN,178961,depsheridan,,https://www.facebook.com/deputadasheridan
SIBÁ MACHADO,160613,sibamachado13,,https://www.facebook.com/sibamachado1313
SILAS CÂMARA,74356,SilasCamaraAM‏,,https://www.facebook.com/DepSilas
SILAS FREIRE,187008,,,https://www.facebook.com/silasfreirepi
SILVIO COSTA,4930,silviocosta1410,,https://www.facebook.com/SilvioCosta.PE
SILVIO TORRES,73560,silviotorres,,https://www.facebook.com/SilvioTorresPSDB
SIMONE MORGADO,178911,,,https://www.facebook.com/simonemorgado15
SIMÃO SESSIM,73424,simao_sessim,,https://www.facebook.com/profile.php?id=100017054522388
SOLANGE ALMEIDA,141547,solangealmeida_,,
SORAYA SANTOS,178946,,,https://www.facebook.com/deputadocarlosandrade
STEFANO AGUIAR,92776,depstefano,,https://www.facebook.com/PastorStefanoAguiar
STEPAN NERCESSIAN,160627,stepanrio,,https://www.facebook.com/stepan.nercessian
SUBTENENTE GONZAGA,177282,SubGonzagaMG,,https://www.facebook.com/Deputado-Subtenente-Gonzaga-446410602056683
SUELI VIDIGAL,141548,suelividigal_es,,https://www.facebook.com/suelividigalII
SÁGUAS MORAES,160630,,,https://www.facebook.com/saguasfederal
SÉRGIO BRITO,73808,,,https://www.facebook.com/depfederalsergiobrito
SÉRGIO MORAES,141542,DEPSERGIOMORAES,,https://www.facebook.com/profile.php?id=100004537152939
SÉRGIO REIS,178991,sergioreis,sergiobreis,https://www.facebook.com/deputadosergioreis
SÓSTENES CAVALCANTE,178947,DepSostenes,,https://www.facebook.com/sostenescavalcante
TADEU ALENCAR,178922,,,https://www.facebook.com/TadeuAlencar4020
TAKAYAMA,74385,pastortakayama,,https://www.facebook.com/Pastortakayama
TAUMATURGO LIMA,160679,Taumaturgo_Lima,,https://www.facebook.com/taumaturgolima
TENENTE LÚCIO,178898,deptenentelucio,,https://www.facebook.com/tenentelucio
TERESA SURITA,160608,teresasurita ,,https://www.facebook.com/teresasurita
TEREZA CRISTINA,178901,terezacrisms,,https://www.facebook.com/terezacristinams
THIAGO PEIXOTO,160617,thiagopeixoto,,https://www.facebook.com/ThiagoPeixotoGo
TIA ERON,178862,TiaEron,,https://www.facebook.com/TiaEron
TIRIRICA,160976,tiriricanaweb,,https://www.facebook.com/tiriricanaweb
TONINHO PINHEIRO,160611,pinheirotoninho,,https://www.facebook.com/ToninhoPinheiroOficial
TONINHO WANDSCHEER,178934,deputadotoninho,,https://www.facebook.com/DeputadoToninhoWandscheer
ULDURICO JUNIOR,178863,ulduricopinto,,https://www.facebook.com/ulduricojunior
VAIDON OLIVEIRA,195866,,,https://www.facebook.com/deputadofederalvaidon.oliveira
VALADARES FILHO,141384,valadares_filho,,https://www.facebook.com/ValadaresFilho
VALDIR COLATTO,74010,colattodeputado,,https://www.facebook.com/deputadoValdirColatto
VALDIVINO DE OLIVEIRA,162490,valdivino_de_o,,https://www.facebook.com/valdivinodeoliveira
VALMIR ASSUNÇÃO,160610,falavalmir,,https://www.facebook.com/falavalmir
VALMIR PRASCIDELLI,113247,Prascidelli,,https://www.facebook.com/valmir.prascidelli
VALTENIR PEREIRA,141552,DepValtenir,,https://www.facebook.com/valtenirpereiraoficial
VANDER LOUBET,74376,vanderloubet,,https://www.facebook.com/vanderfazmais
VANDERLEI MACRIS,141553,vanderleimacris,,https://www.facebook.com/deputadovanderleimacris
VAZ DE LIMA,160595,depvazdelima,,https://www.facebook.com/depvazdelima
VENEZIANO VITAL DO RÊGO,178913,venezianovital,,https://www.facebook.com/DepVenezianoVital
VICENTE CANDIDO,160622,vicente_candido,,https://www.facebook.com/deputadovicentecandido
VICENTINHO,74283,VICENTINHOPT,,https://www.facebook.com/DeputadoFederalVicentinho
VICENTINHO JÚNIOR,137070,vicentinhojr,,https://www.facebook.com/VicentinhoJr
VICTOR MENDES,178888,,,https://www.facebook.com/victormendesma
VILMAR ROCHA,73677,vilmar_rocha,,https://www.facebook.com/vilmarrocha55
VILSON COVATTI,141870,VilsonCovatti,,https://www.facebook.com/DeputadoCovatti
VINICIUS CARVALHO,141555,falecomvinicius,,https://www.facebook.com/viniciuscarvalhooficial
VINICIUS GURGEL,160591,vinicius2828,,https://www.facebook.com/deputadoviniciusgurgel
VITOR LIPPI,178992,DepVitorLippi,vitorlippi4510,https://www.facebook.com/vitorlippi
VITOR PAULO,92355,vitorpaulo10,,https://www.facebook.com/bispovitorpaulo
VITOR PENIDO,141557,vitorpenidomg,,https://www.facebook.com/VitorpenidoNL
VITOR VALIM,178869,vitorvalim,,https://www.facebook.com/vitorvalimfanpage
WADIH DAMOUS,189593,wadih_damous,,https://www.facebook.com/wadihdamous
WALDENOR PEREIRA,160569,waldenorpereira,,https://www.facebook.com/deputadowaldenorpereira
WALDIR MARANHÃO,141558,WaldirMaranhao,,https://www.facebook.com/fapagewaldirmaranhao
WALNEY ROCHA,160631,walneyrocha,,https://www.facebook.com/oficialwalneyrocha
WALTER ALVES,178952,WalterAlvesRN,,https://www.facebook.com/WalterAlvesRN1
WALTER IHOSHI,141560,walterihoshi,,https://www.facebook.com/walterihoshi
WALTER TOSTA,160609,waltertostamg,,https://www.facebook.com/waltertosta
WANDENKOLK GONÇALVES,141561,wandenkolk4545,,https://www.facebook.com/depwandenkolk
WELITON PRADO,160518,pradoweliton,,https://www.facebook.com/WelitonPrado
WELLINGTON ROBERTO,74043,wr22,,https://www.facebook.com/depwellingtonroberto
WEVERTON ROCHA,167493,wevertonrocha,,https://www.facebook.com/wevertonrocha12
WILLIAM DIB,160586,drdib,,https://www.facebook.com/dib.deputado
WILSON BESERRA,193066,wilsonbeserra,,https://www.facebook.com/deputadowilsonbeserra
WILSON FILHO,160636,wilsonfilho_,,https://www.facebook.com/wilsonfilhodep
WLADIMIR COSTA,73930,deputadowlad,,https://www.facebook.com/deputadofederalwlad
WOLNEY QUEIROZ,74439,WolneyQueirozM,,https://www.facebook.com/wolneyqueirozpe
YEDA CRUSIUS,73992,Yeda_Crusius45,,https://www.facebook.com/YedaCrusiusOficial
ZECA CAVALCANTI,178923,,,https://www.facebook.com/zecacavalcantiPTB
ZECA DIRCEU,160592,zeca_dirceu,,https://www.facebook.com/deputadofederalzecadirceu
ZECA DO PT,178902,zecadopt,,https://www.facebook.com/zecadopt13
ZENAIDE MAIA,178949,,,https://www.facebook.com/depzenaidemaia
ZENALDO COUTINHO,74354,zenaldocoutinho,,https://www.facebook.com/zenaldo.coutinho
ZEQUINHA MARINHO,73933,zequinhamarinho,,https://www.facebook.com/zequinhamarinhoo
ZÉ AUGUSTO NALIN,191945,zeaugustonalin,,https://www.facebook.com/joseaugustonalin
ZÉ CARLOS,178889,Dep_ZeCarlosPT,,https://www.facebook.com/DepZeCarlosPT
ZÉ GERALDO,73931,zegeraldopt,,https://www.facebook.com/zegeraldopt
ZÉ SILVA,160632,ZeSilva_,DEPZESILVA,https://www.facebook.com/deputadofederalzesilva
ÁTILA LINS,74090,,,https://www.facebook.com/Deputado-%C3%81tila-Lins-329607960409077
ÁTILA LIRA,74459,,,https://www.facebook.com/atilafreitaslira
ÍRIS DE ARAÚJO,141453,gab_donairis,,https://www.facebook.com/DepIrisAraujo
