id_req,peso_arestas,id.x,id.y,num_coautorias,nome_eleitoral.x,uf.x,nome_eleitoral.y,uf.y
2190446,0.225,204405,204530,2,LIZIANE BAYER - PSB/RS,RS,RODRIGO AGOSTINHO - PSB/SP,SP
2190446,0.225,178927,204405,2,ALIEL MACHADO - PSB/PR,PR,LIZIANE BAYER - PSB/RS,RS
2190446,0.225,204405,204542,2,LIZIANE BAYER - PSB/RS,RS,DENIS BEZERRA - PSB/CE,CE
2190446,0.225,204405,204429,2,LIZIANE BAYER - PSB/RS,RS,JOÃO H. CAMPOS - PSB/PE,PE
2190446,0.1,160528,204371,1,DANILO CABRAL - PSB/PE,PE,FELIPE RIGONI - PSB/ES,ES
2190446,0.1,204371,204530,1,FELIPE RIGONI - PSB/ES,ES,RODRIGO AGOSTINHO - PSB/SP,SP
2190446,0.1,178927,204371,1,ALIEL MACHADO - PSB/PR,PR,FELIPE RIGONI - PSB/ES,ES
2190446,0.1,204371,204542,1,FELIPE RIGONI - PSB/ES,ES,DENIS BEZERRA - PSB/CE,CE
2190446,0.1,204371,204429,1,FELIPE RIGONI - PSB/ES,ES,JOÃO H. CAMPOS - PSB/PE,PE
2190446,0.225,160528,204530,2,DANILO CABRAL - PSB/PE,PE,RODRIGO AGOSTINHO - PSB/SP,SP
2190446,0.225,160528,178927,2,DANILO CABRAL - PSB/PE,PE,ALIEL MACHADO - PSB/PR,PR
2190446,0.225,160528,204542,2,DANILO CABRAL - PSB/PE,PE,DENIS BEZERRA - PSB/CE,CE
2190446,0.225,160528,204429,2,DANILO CABRAL - PSB/PE,PE,JOÃO H. CAMPOS - PSB/PE,PE
2190446,0.225,178927,204530,2,ALIEL MACHADO - PSB/PR,PR,RODRIGO AGOSTINHO - PSB/SP,SP
2190446,0.225,204530,204542,2,RODRIGO AGOSTINHO - PSB/SP,SP,DENIS BEZERRA - PSB/CE,CE
2190446,0.225,204429,204530,2,JOÃO H. CAMPOS - PSB/PE,PE,RODRIGO AGOSTINHO - PSB/SP,SP
2190446,0.225,178927,204542,2,ALIEL MACHADO - PSB/PR,PR,DENIS BEZERRA - PSB/CE,CE
2190446,0.225,178927,204429,2,ALIEL MACHADO - PSB/PR,PR,JOÃO H. CAMPOS - PSB/PE,PE
2190446,0.225,204429,204542,2,JOÃO H. CAMPOS - PSB/PE,PE,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,160511,204561,2,ALESSANDRO MOLON - PSB/RJ,RJ,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,160511,160528,2,ALESSANDRO MOLON - PSB/RJ,RJ,DANILO CABRAL - PSB/PE,PE
2190448,0.225,160511,204405,2,ALESSANDRO MOLON - PSB/RJ,RJ,LIZIANE BAYER - PSB/RS,RS
2190448,0.225,160511,204542,2,ALESSANDRO MOLON - PSB/RJ,RJ,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,160511,204530,2,ALESSANDRO MOLON - PSB/RJ,RJ,RODRIGO AGOSTINHO - PSB/SP,SP
2190448,0.5583333333333333,160511,178927,3,ALESSANDRO MOLON - PSB/RJ,RJ,ALIEL MACHADO - PSB/PR,PR
2190448,0.225,160511,204429,2,ALESSANDRO MOLON - PSB/RJ,RJ,JOÃO H. CAMPOS - PSB/PE,PE
2190448,0.225,160528,204561,2,DANILO CABRAL - PSB/PE,PE,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,204405,204561,2,LIZIANE BAYER - PSB/RS,RS,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,204542,204561,2,DENIS BEZERRA - PSB/CE,CE,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,204530,204561,2,RODRIGO AGOSTINHO - PSB/SP,SP,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,178927,204561,2,ALIEL MACHADO - PSB/PR,PR,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,204429,204561,2,JOÃO H. CAMPOS - PSB/PE,PE,BIRA DO PINDARÉ - PSB/MA,MA
2190448,0.225,160528,204405,2,DANILO CABRAL - PSB/PE,PE,LIZIANE BAYER - PSB/RS,RS
2190448,0.225,160528,204542,2,DANILO CABRAL - PSB/PE,PE,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,160528,204530,2,DANILO CABRAL - PSB/PE,PE,RODRIGO AGOSTINHO - PSB/SP,SP
2190448,0.225,160528,178927,2,DANILO CABRAL - PSB/PE,PE,ALIEL MACHADO - PSB/PR,PR
2190448,0.225,160528,204429,2,DANILO CABRAL - PSB/PE,PE,JOÃO H. CAMPOS - PSB/PE,PE
2190448,0.225,204405,204542,2,LIZIANE BAYER - PSB/RS,RS,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,204405,204530,2,LIZIANE BAYER - PSB/RS,RS,RODRIGO AGOSTINHO - PSB/SP,SP
2190448,0.225,178927,204405,2,ALIEL MACHADO - PSB/PR,PR,LIZIANE BAYER - PSB/RS,RS
2190448,0.225,204405,204429,2,LIZIANE BAYER - PSB/RS,RS,JOÃO H. CAMPOS - PSB/PE,PE
2190448,0.225,204530,204542,2,RODRIGO AGOSTINHO - PSB/SP,SP,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,178927,204542,2,ALIEL MACHADO - PSB/PR,PR,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,204429,204542,2,JOÃO H. CAMPOS - PSB/PE,PE,DENIS BEZERRA - PSB/CE,CE
2190448,0.225,178927,204530,2,ALIEL MACHADO - PSB/PR,PR,RODRIGO AGOSTINHO - PSB/SP,SP
2190448,0.225,204429,204530,2,JOÃO H. CAMPOS - PSB/PE,PE,RODRIGO AGOSTINHO - PSB/SP,SP
2190448,0.225,178927,204429,2,ALIEL MACHADO - PSB/PR,PR,JOÃO H. CAMPOS - PSB/PE,PE
2190449,0.3333333333333333,160511,160518,1,ALESSANDRO MOLON - PSB/RJ,RJ,WELITON PRADO - PROS/MG,MG
2190449,0.8333333333333333,160518,178927,2,WELITON PRADO - PROS/MG,MG,ALIEL MACHADO - PSB/PR,PR
2190449,0.5583333333333333,160511,178927,3,ALESSANDRO MOLON - PSB/RJ,RJ,ALIEL MACHADO - PSB/PR,PR
2190458,0.8333333333333333,160518,178927,2,WELITON PRADO - PROS/MG,MG,ALIEL MACHADO - PSB/PR,PR
2190461,0.5,178927,204381,1,ALIEL MACHADO - PSB/PR,PR,LUIS MIRANDA - DEM/DF,DF
2195336,1,160508,160538,2,AFONSO FLORENCE - PT/BA,BA,BOHN GASS - PT/RS,RS
2196886,1,160508,160538,2,AFONSO FLORENCE - PT/BA,BA,BOHN GASS - PT/RS,RS
2201537,0.528943278943279,160556,160632,6,PADRE JOÃO - PT/MG,MG,ZÉ SILVA - SOLIDARIEDADE/MG,MG
2201537,0.5365190365190365,160632,204515,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201537,0.5365190365190365,160632,204547,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.6198523698523698,160632,204518,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201537,0.6198523698523698,160632,204491,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,GILBERTO ABRAMO - PRB/MG,MG
2201537,0.6198523698523698,160632,204508,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201537,0.5365190365190365,160632,73586,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.6198523698523698,160632,204539,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.4456099456099456,160556,204515,5,PADRE JOÃO - PT/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201537,0.4456099456099456,160556,204547,5,PADRE JOÃO - PT/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.528943278943279,160556,204518,6,PADRE JOÃO - PT/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201537,0.528943278943279,160556,204491,6,PADRE JOÃO - PT/MG,MG,GILBERTO ABRAMO - PRB/MG,MG
2201537,0.528943278943279,160556,204508,6,PADRE JOÃO - PT/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201537,0.4456099456099456,160556,73586,5,PADRE JOÃO - PT/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.528943278943279,160556,204539,6,PADRE JOÃO - PT/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.5365190365190365,204515,204547,6,ANDRÉ JANONES - AVANTE/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.5365190365190365,204515,204518,6,ANDRÉ JANONES - AVANTE/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201537,0.5365190365190365,204491,204515,6,GILBERTO ABRAMO - PRB/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201537,0.5365190365190365,204508,204515,6,IGOR TIMO - PODEMOS/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201537,0.45318570318570317,204515,73586,5,ANDRÉ JANONES - AVANTE/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.5365190365190365,204515,204539,6,ANDRÉ JANONES - AVANTE/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.5365190365190365,204518,204547,6,DR. FREDERICO - PATRIOTA/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.5365190365190365,204491,204547,6,GILBERTO ABRAMO - PRB/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.5365190365190365,204508,204547,6,IGOR TIMO - PODEMOS/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.45318570318570317,204547,73586,5,LÉO MOTTA - PSL/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.5365190365190365,204539,204547,6,HERCÍLIO COELHO DINIZ - MDB/MG,MG,LÉO MOTTA - PSL/MG,MG
2201537,0.6198523698523698,204491,204518,7,GILBERTO ABRAMO - PRB/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201537,0.6198523698523698,204508,204518,7,IGOR TIMO - PODEMOS/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201537,0.5365190365190365,204518,73586,6,DR. FREDERICO - PATRIOTA/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.6198523698523698,204518,204539,7,DR. FREDERICO - PATRIOTA/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.6198523698523698,204491,204508,7,GILBERTO ABRAMO - PRB/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201537,0.5365190365190365,204491,73586,6,GILBERTO ABRAMO - PRB/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.6198523698523698,204491,204539,7,GILBERTO ABRAMO - PRB/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.5365190365190365,204508,73586,6,IGOR TIMO - PODEMOS/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201537,0.6198523698523698,204508,204539,7,IGOR TIMO - PODEMOS/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201537,0.5365190365190365,204539,73586,6,HERCÍLIO COELHO DINIZ - MDB/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.528943278943279,160556,160632,6,PADRE JOÃO - PT/MG,MG,ZÉ SILVA - SOLIDARIEDADE/MG,MG
2201533,0.5087412587412588,160632,74156,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5365190365190365,160632,204515,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201533,0.6198523698523698,160632,204491,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,GILBERTO ABRAMO - PRB/MG,MG
2201533,0.5365190365190365,160632,204547,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.5087412587412588,160632,204509,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ÁUREA CAROLINA - PSOL/MG,MG
2201533,0.6198523698523698,160632,204508,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201533,0.6198523698523698,160632,204518,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.5365190365190365,160632,73586,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.6198523698523698,160632,204539,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.4178321678321678,160556,74156,5,PADRE JOÃO - PT/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.4456099456099456,160556,204515,5,PADRE JOÃO - PT/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201533,0.528943278943279,160556,204491,6,PADRE JOÃO - PT/MG,MG,GILBERTO ABRAMO - PRB/MG,MG
2201533,0.4456099456099456,160556,204547,5,PADRE JOÃO - PT/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.4178321678321678,160556,204509,5,PADRE JOÃO - PT/MG,MG,ÁUREA CAROLINA - PSOL/MG,MG
2201533,0.528943278943279,160556,204508,6,PADRE JOÃO - PT/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201533,0.528943278943279,160556,204518,6,PADRE JOÃO - PT/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.4456099456099456,160556,73586,5,PADRE JOÃO - PT/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.528943278943279,160556,204539,6,PADRE JOÃO - PT/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.4254079254079254,204515,74156,5,ANDRÉ JANONES - AVANTE/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5087412587412588,204491,74156,6,GILBERTO ABRAMO - PRB/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.4254079254079254,204547,74156,5,LÉO MOTTA - PSL/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5087412587412588,204509,74156,6,ÁUREA CAROLINA - PSOL/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5087412587412588,204508,74156,6,IGOR TIMO - PODEMOS/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5087412587412588,204518,74156,6,DR. FREDERICO - PATRIOTA/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.4254079254079254,73586,74156,5,JÚLIO DELGADO - PSB/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5087412587412588,204539,74156,6,HERCÍLIO COELHO DINIZ - MDB/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201533,0.5365190365190365,204491,204515,6,GILBERTO ABRAMO - PRB/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201533,0.5365190365190365,204515,204547,6,ANDRÉ JANONES - AVANTE/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.4254079254079254,204509,204515,5,ÁUREA CAROLINA - PSOL/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201533,0.5365190365190365,204508,204515,6,IGOR TIMO - PODEMOS/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201533,0.5365190365190365,204515,204518,6,ANDRÉ JANONES - AVANTE/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.45318570318570317,204515,73586,5,ANDRÉ JANONES - AVANTE/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.5365190365190365,204515,204539,6,ANDRÉ JANONES - AVANTE/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.5365190365190365,204491,204547,6,GILBERTO ABRAMO - PRB/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.5087412587412588,204491,204509,6,GILBERTO ABRAMO - PRB/MG,MG,ÁUREA CAROLINA - PSOL/MG,MG
2201533,0.6198523698523698,204491,204508,7,GILBERTO ABRAMO - PRB/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201533,0.6198523698523698,204491,204518,7,GILBERTO ABRAMO - PRB/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.5365190365190365,204491,73586,6,GILBERTO ABRAMO - PRB/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.6198523698523698,204491,204539,7,GILBERTO ABRAMO - PRB/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.4254079254079254,204509,204547,5,ÁUREA CAROLINA - PSOL/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.5365190365190365,204508,204547,6,IGOR TIMO - PODEMOS/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.5365190365190365,204518,204547,6,DR. FREDERICO - PATRIOTA/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.45318570318570317,204547,73586,5,LÉO MOTTA - PSL/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.5365190365190365,204539,204547,6,HERCÍLIO COELHO DINIZ - MDB/MG,MG,LÉO MOTTA - PSL/MG,MG
2201533,0.5087412587412588,204508,204509,6,IGOR TIMO - PODEMOS/MG,MG,ÁUREA CAROLINA - PSOL/MG,MG
2201533,0.5087412587412588,204509,204518,6,ÁUREA CAROLINA - PSOL/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.4254079254079254,204509,73586,5,ÁUREA CAROLINA - PSOL/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.5087412587412588,204509,204539,6,ÁUREA CAROLINA - PSOL/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.6198523698523698,204508,204518,7,IGOR TIMO - PODEMOS/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201533,0.5365190365190365,204508,73586,6,IGOR TIMO - PODEMOS/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.6198523698523698,204508,204539,7,IGOR TIMO - PODEMOS/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.5365190365190365,204518,73586,6,DR. FREDERICO - PATRIOTA/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2201533,0.6198523698523698,204518,204539,7,DR. FREDERICO - PATRIOTA/MG,MG,HERCÍLIO COELHO DINIZ - MDB/MG,MG
2201533,0.5365190365190365,204539,73586,6,HERCÍLIO COELHO DINIZ - MDB/MG,MG,JÚLIO DELGADO - PSB/MG,MG
2196994,0.2,178970,178986,1,JOÃO DANIEL - PT/SE,SE,NILTO TATTO - PT/SP,SP
2196994,0.2,178986,74160,1,NILTO TATTO - PT/SP,SP,PATRUS ANANIAS - PT/MG,MG
2196994,0.2,160535,178986,1,MARCON - PT/RS,RS,NILTO TATTO - PT/SP,SP
2196994,0.2,160610,178986,1,VALMIR ASSUNÇÃO - PT/BA,BA,NILTO TATTO - PT/SP,SP
2196994,0.2,178970,74160,1,JOÃO DANIEL - PT/SE,SE,PATRUS ANANIAS - PT/MG,MG
2196994,0.2,160535,178970,1,MARCON - PT/RS,RS,JOÃO DANIEL - PT/SE,SE
2196994,0.2,160610,178970,1,VALMIR ASSUNÇÃO - PT/BA,BA,JOÃO DANIEL - PT/SE,SE
2196994,0.2,160535,74160,1,MARCON - PT/RS,RS,PATRUS ANANIAS - PT/MG,MG
2196994,0.2,160610,74160,1,VALMIR ASSUNÇÃO - PT/BA,BA,PATRUS ANANIAS - PT/MG,MG
2196994,0.2,160535,160610,1,MARCON - PT/RS,RS,VALMIR ASSUNÇÃO - PT/BA,BA
2198231,0.14285714285714285,204516,204532,1,ALEXIS FONTEYNE - NOVO/SP,SP,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,204528,204532,1,ADRIANA VENTURA - NOVO/SP,SP,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,204519,204532,1,TIAGO MITRAUD - NOVO/MG,MG,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,204365,204532,1,GILSON MARQUES - NOVO/SC,SC,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,156190,204532,1,MARCEL VAN HATTEM - NOVO/RS,RS,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,204461,204532,1,PAULO GANIME - NOVO/RJ,RJ,VINICIUS POIT - NOVO/SP,SP
2198231,0.14285714285714285,204516,204528,1,ALEXIS FONTEYNE - NOVO/SP,SP,ADRIANA VENTURA - NOVO/SP,SP
2198231,0.14285714285714285,204516,204519,1,ALEXIS FONTEYNE - NOVO/SP,SP,TIAGO MITRAUD - NOVO/MG,MG
2198231,0.14285714285714285,204365,204516,1,GILSON MARQUES - NOVO/SC,SC,ALEXIS FONTEYNE - NOVO/SP,SP
2198231,0.14285714285714285,156190,204516,1,MARCEL VAN HATTEM - NOVO/RS,RS,ALEXIS FONTEYNE - NOVO/SP,SP
2198231,0.14285714285714285,204461,204516,1,PAULO GANIME - NOVO/RJ,RJ,ALEXIS FONTEYNE - NOVO/SP,SP
2198231,0.14285714285714285,204519,204528,1,TIAGO MITRAUD - NOVO/MG,MG,ADRIANA VENTURA - NOVO/SP,SP
2198231,0.14285714285714285,204365,204528,1,GILSON MARQUES - NOVO/SC,SC,ADRIANA VENTURA - NOVO/SP,SP
2198231,0.14285714285714285,156190,204528,1,MARCEL VAN HATTEM - NOVO/RS,RS,ADRIANA VENTURA - NOVO/SP,SP
2198231,0.14285714285714285,204461,204528,1,PAULO GANIME - NOVO/RJ,RJ,ADRIANA VENTURA - NOVO/SP,SP
2198231,0.14285714285714285,204365,204519,1,GILSON MARQUES - NOVO/SC,SC,TIAGO MITRAUD - NOVO/MG,MG
2198231,0.14285714285714285,156190,204519,1,MARCEL VAN HATTEM - NOVO/RS,RS,TIAGO MITRAUD - NOVO/MG,MG
2198231,0.14285714285714285,204461,204519,1,PAULO GANIME - NOVO/RJ,RJ,TIAGO MITRAUD - NOVO/MG,MG
2198231,0.14285714285714285,156190,204365,1,MARCEL VAN HATTEM - NOVO/RS,RS,GILSON MARQUES - NOVO/SC,SC
2198231,0.14285714285714285,204365,204461,1,GILSON MARQUES - NOVO/SC,SC,PAULO GANIME - NOVO/RJ,RJ
2198231,0.14285714285714285,156190,204461,1,MARCEL VAN HATTEM - NOVO/RS,RS,PAULO GANIME - NOVO/RJ,RJ
2199161,0.3333333333333333,160645,204353,1,LUIZ CARLOS - PSDB/AP,AP,ALINE GURGEL - PRB/AP,AP
2199161,0.3333333333333333,204353,204505,1,ALINE GURGEL - PRB/AP,AP,VAVÁ MARTINS - PRB/PA,PA
2199161,0.3333333333333333,160645,204505,1,LUIZ CARLOS - PSDB/AP,AP,VAVÁ MARTINS - PRB/PA,PA
2201526,0.528943278943279,160556,160632,6,PADRE JOÃO - PT/MG,MG,ZÉ SILVA - SOLIDARIEDADE/MG,MG
2201526,0.5087412587412588,160632,74156,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,LEONARDO MONTEIRO - PT/MG,MG
2201526,0.6198523698523698,160632,204491,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,GILBERTO ABRAMO - PRB/MG,MG
2201526,0.5365190365190365,160632,204515,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ANDRÉ JANONES - AVANTE/MG,MG
2201526,0.5087412587412588,160632,204509,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ÁUREA CAROLINA - PSOL/MG,MG
2201526,0.4178321678321678,160632,198197,5,ZÉ SILVA - SOLIDARIEDADE/MG,MG,GREYCE ELIAS - AVANTE/MG,MG
2201526,0.6198523698523698,160632,204508,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,IGOR TIMO - PODEMOS/MG,MG
2201526,0.5365190365190365,160632,204547,6,ZÉ SILVA - SOLIDARIEDADE/MG,MG,LÉO MOTTA - PSL/MG,MG
2201526,0.6198523698523698,160632,204518,7,ZÉ SILVA - SOLIDARIEDADE/MG,MG,DR. FREDERICO - PATRIOTA/MG,MG
2201526,0.24358974358974358,160632,204480,3,ZÉ SILVA - SOLIDARIEDADE/MG,MG,ROGÉRIO CORREIA - PT/MG,MG
