peso_arestas,id.x,id.y,num_coautorias,nome_eleitoral.x,sg_partido.x,uf.x,nome_eleitoral.y,sg_partido.y,uf.y
0.18438735177865612,178931,204561,3,LUCIANO DUCCI,PSB,PR,BIRA DO PINDARÉ,PSB,MA
0.1889956467095317,178931,204429,4,LUCIANO DUCCI,PSB,PR,JOÃO H. CAMPOS,PSB,PE
0.18438735177865612,178931,204542,3,LUCIANO DUCCI,PSB,PR,DENIS BEZERRA,PSB,CE
0.09551738583996648,160518,204525,2,WELITON PRADO,PROS,MG,ROSANA VALLE,PSB,SP
0.09090909090909091,160518,204561,1,WELITON PRADO,PROS,MG,BIRA DO PINDARÉ,PSB,MA
0.09090909090909091,160518,204542,1,WELITON PRADO,PROS,MG,DENIS BEZERRA,PSB,CE
0.19090909090909092,160528,204525,2,DANILO CABRAL,PSB,PE,ROSANA VALLE,PSB,SP
0.19090909090909092,204525,204561,2,ROSANA VALLE,PSB,SP,BIRA DO PINDARÉ,PSB,MA
0.1955173858399665,204429,204525,3,JOÃO H. CAMPOS,PSB,PE,ROSANA VALLE,PSB,SP
1.2742424242424242,204525,204542,5,ROSANA VALLE,PSB,SP,DENIS BEZERRA,PSB,CE
0.34549846288976727,160528,204371,4,DANILO CABRAL,PSB,PE,FELIPE RIGONI,PSB,ES
0.3159090909090909,160528,204405,3,DANILO CABRAL,PSB,PE,LIZIANE BAYER,PSB,RS
0.9040213727284665,160528,204561,10,DANILO CABRAL,PSB,PE,BIRA DO PINDARÉ,PSB,MA
0.740278682669987,160528,204542,8,DANILO CABRAL,PSB,PE,DENIS BEZERRA,PSB,CE
0.34549846288976727,204371,204561,4,FELIPE RIGONI,PSB,ES,BIRA DO PINDARÉ,PSB,MA
1.0366146943285792,204371,204429,9,FELIPE RIGONI,PSB,ES,JOÃO H. CAMPOS,PSB,PE
0.5954984628897673,204371,204542,5,FELIPE RIGONI,PSB,ES,DENIS BEZERRA,PSB,CE
0.3159090909090909,204405,204561,3,LIZIANE BAYER,PSB,RS,BIRA DO PINDARÉ,PSB,MA
0.3159090909090909,204405,204429,3,LIZIANE BAYER,PSB,RS,JOÃO H. CAMPOS,PSB,PE
0.3159090909090909,204405,204542,3,LIZIANE BAYER,PSB,RS,DENIS BEZERRA,PSB,CE
0.740278682669987,204429,204561,8,JOÃO H. CAMPOS,PSB,PE,BIRA DO PINDARÉ,PSB,MA
0.740278682669987,204542,204561,8,DENIS BEZERRA,PSB,CE,BIRA DO PINDARÉ,PSB,MA
0.8791675715588759,204429,204542,8,JOÃO H. CAMPOS,PSB,PE,DENIS BEZERRA,PSB,CE
0.3795893719806763,160511,204530,4,ALESSANDRO MOLON,PSB,RJ,RODRIGO AGOSTINHO,PSB,SP
0.3795893719806763,204530,204561,4,RODRIGO AGOSTINHO,PSB,SP,BIRA DO PINDARÉ,PSB,MA
0.3795893719806763,160528,204530,4,DANILO CABRAL,PSB,PE,RODRIGO AGOSTINHO,PSB,SP
0.3795893719806763,178927,204530,4,ALIEL MACHADO,PSB,PR,RODRIGO AGOSTINHO,PSB,SP
0.3795893719806763,204530,204542,4,RODRIGO AGOSTINHO,PSB,SP,DENIS BEZERRA,PSB,CE
0.2684782608695652,204429,204530,3,JOÃO H. CAMPOS,PSB,PE,RODRIGO AGOSTINHO,PSB,SP
0.5046082949308756,178927,204381,2,ALIEL MACHADO,PSB,PR,LUIS MIRANDA,DEM,DF
0.5077029250942294,160511,178964,6,ALESSANDRO MOLON,PSB,RJ,HEITOR SCHUCH,PSB,RS
0.42897788669177167,178927,178964,6,ALIEL MACHADO,PSB,PR,HEITOR SCHUCH,PSB,RS
0.4012001089139939,178964,204429,6,HEITOR SCHUCH,PSB,RS,JOÃO H. CAMPOS,PSB,PE
0.4243695917608961,160528,178964,5,DANILO CABRAL,PSB,PE,HEITOR SCHUCH,PSB,RS
0.4243695917608961,178964,204542,5,HEITOR SCHUCH,PSB,RS,DENIS BEZERRA,PSB,CE
0.9243695917608961,178964,204561,6,HEITOR SCHUCH,PSB,RS,BIRA DO PINDARÉ,PSB,MA
0.1111111111111111,160511,74366,1,ALESSANDRO MOLON,PSB,RJ,JOÃO CAMPOS,PRB,GO
0.1111111111111111,178927,74366,1,ALIEL MACHADO,PSB,PR,JOÃO CAMPOS,PRB,GO
0.24253100024488522,178964,204371,4,HEITOR SCHUCH,PSB,RS,FELIPE RIGONI,PSB,ES
0.1111111111111111,204530,74366,1,RODRIGO AGOSTINHO,PSB,SP,JOÃO CAMPOS,PRB,GO
0.16708937198067633,178964,204530,3,HEITOR SCHUCH,PSB,RS,RODRIGO AGOSTINHO,PSB,SP
0.1111111111111111,204561,74366,1,BIRA DO PINDARÉ,PSB,MA,JOÃO CAMPOS,PRB,GO
0.1111111111111111,160528,74366,1,DANILO CABRAL,PSB,PE,JOÃO CAMPOS,PRB,GO
0.1111111111111111,204542,74366,1,DENIS BEZERRA,PSB,CE,JOÃO CAMPOS,PRB,GO
0.1111111111111111,178964,74366,1,HEITOR SCHUCH,PSB,RS,JOÃO CAMPOS,PRB,GO
0.760023065683443,107283,160538,15,GLEISI HOFFMANN,PT,PR,BOHN GASS,PT,RS
0.23151244890375325,160528,204352,3,DANILO CABRAL,PSB,PE,CAMILO CAPIBERIBE,PSB,AP
0.23151244890375325,160528,206231,3,DANILO CABRAL,PSB,PE,TED CONTI,PSB,ES
0.20458937198067634,139285,160528,3,LÍDICE DA MATA,PSB,BA,DANILO CABRAL,PSB,PE
0.23151244890375325,160528,204366,3,DANILO CABRAL,PSB,PE,RODRIGO COELHO,PSB,SC
0.28151244890375327,160528,204389,4,DANILO CABRAL,PSB,PE,ELIAS VAZ,PSB,GO
0.23151244890375325,204352,206231,3,CAMILO CAPIBERIBE,PSB,AP,TED CONTI,PSB,ES
0.4315124489037533,160511,204352,4,ALESSANDRO MOLON,PSB,RJ,CAMILO CAPIBERIBE,PSB,AP
0.23612074383462883,204352,204429,4,CAMILO CAPIBERIBE,PSB,AP,JOÃO H. CAMPOS,PSB,PE
0.1591976669115519,139285,204352,3,LÍDICE DA MATA,PSB,BA,CAMILO CAPIBERIBE,PSB,AP
0.23612074383462883,204352,204366,4,CAMILO CAPIBERIBE,PSB,AP,RODRIGO COELHO,PSB,SC
0.23151244890375325,204352,204389,3,CAMILO CAPIBERIBE,PSB,AP,ELIAS VAZ,PSB,GO
0.23151244890375325,204352,204561,3,CAMILO CAPIBERIBE,PSB,AP,BIRA DO PINDARÉ,PSB,MA
0.3148457822370866,160511,206231,4,ALESSANDRO MOLON,PSB,RJ,TED CONTI,PSB,ES
0.3148457822370866,204429,206231,4,JOÃO H. CAMPOS,PSB,PE,TED CONTI,PSB,ES
0.15458937198067632,139285,206231,2,LÍDICE DA MATA,PSB,BA,TED CONTI,PSB,ES
0.23151244890375325,204389,206231,3,ELIAS VAZ,PSB,GO,TED CONTI,PSB,ES
0.23151244890375325,204561,206231,3,BIRA DO PINDARÉ,PSB,MA,TED CONTI,PSB,ES
0.20458937198067634,139285,160511,3,LÍDICE DA MATA,PSB,BA,ALESSANDRO MOLON,PSB,RJ
0.3148457822370866,160511,204366,4,ALESSANDRO MOLON,PSB,RJ,RODRIGO COELHO,PSB,SC
0.28151244890375327,160511,204389,4,ALESSANDRO MOLON,PSB,RJ,ELIAS VAZ,PSB,GO
0.2091976669115519,139285,204429,4,LÍDICE DA MATA,PSB,BA,JOÃO H. CAMPOS,PSB,PE
0.47818423589812087,204366,204429,7,RODRIGO COELHO,PSB,SC,JOÃO H. CAMPOS,PSB,PE
0.28151244890375327,204389,204429,4,ELIAS VAZ,PSB,GO,JOÃO H. CAMPOS,PSB,PE
0.1591976669115519,139285,204366,3,LÍDICE DA MATA,PSB,BA,RODRIGO COELHO,PSB,SC
0.20458937198067634,139285,204389,3,LÍDICE DA MATA,PSB,BA,ELIAS VAZ,PSB,GO
0.45458937198067634,139285,204561,4,LÍDICE DA MATA,PSB,BA,BIRA DO PINDARÉ,PSB,MA
0.23151244890375325,204366,204389,3,RODRIGO COELHO,PSB,SC,ELIAS VAZ,PSB,GO
0.23151244890375325,204366,204561,3,RODRIGO COELHO,PSB,SC,BIRA DO PINDARÉ,PSB,MA
0.28151244890375327,204389,204561,4,ELIAS VAZ,PSB,GO,BIRA DO PINDARÉ,PSB,MA
5.138888888888889,204509,205548,47,ÁUREA CAROLINA,PSOL,MG,DAVID MIRANDA,PSOL,RJ
6.926984126984127,134812,204509,62,EDMILSON RODRIGUES,PSOL,PA,ÁUREA CAROLINA,PSOL,MG
5.156746031746032,204509,74784,47,ÁUREA CAROLINA,PSOL,MG,LUIZA ERUNDINA,PSOL,SP
7.549206349206349,204464,204509,64,TALÍRIA PETRONE,PSOL,RJ,ÁUREA CAROLINA,PSOL,MG
0.4935897435897436,160511,73531,4,ALESSANDRO MOLON,PSB,RJ,IVAN VALENTE,PSOL,SP
