"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor"
"2199792";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199792";"178937";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"10000";"Deputado";"Altineu Côrtes";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"RJ"
"2199791";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199791";"204374";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"10000";"Deputado";"Bia Kicis";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"DF"
"2199790";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199790";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199789";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199789";"204374";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"10000";"Deputado";"Bia Kicis";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"DF"
"2199788";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199788";"204462";"https://dadosabertos.camara.leg.br/api/v2/deputados/204462";"10000";"Deputado";"Chris Tonietto";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"RJ"
"2199787";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199787";"73891";"https://dadosabertos.camara.leg.br/api/v2/deputados/73891";"10000";"Deputado";"Darcísio Perondi";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199786";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199786";"178874";"https://dadosabertos.camara.leg.br/api/v2/deputados/178874";"10000";"Deputado";"Sergio Vidigal";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"ES"
"2199785";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199785";"178874";"https://dadosabertos.camara.leg.br/api/v2/deputados/178874";"10000";"Deputado";"Sergio Vidigal";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"ES"
"2199784";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199784";"73891";"https://dadosabertos.camara.leg.br/api/v2/deputados/73891";"10000";"Deputado";"Darcísio Perondi";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199783";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199783";"178874";"https://dadosabertos.camara.leg.br/api/v2/deputados/178874";"10000";"Deputado";"Sergio Vidigal";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"ES"
"2199782";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199782";"73891";"https://dadosabertos.camara.leg.br/api/v2/deputados/73891";"10000";"Deputado";"Darcísio Perondi";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199781";"178874";"https://dadosabertos.camara.leg.br/api/v2/deputados/178874";"10000";"Deputado";"Sergio Vidigal";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"ES"
"2199780";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199780";"74356";"https://dadosabertos.camara.leg.br/api/v2/deputados/74356";"10000";"Deputado";"Silas Câmara";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"AM"
"2199779";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199779";"160653";"https://dadosabertos.camara.leg.br/api/v2/deputados/160653";"10000";"Deputado";"Roberto de Lucena";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"SP"
"2199778";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199778";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"10000";"Deputado";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199777";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199777";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"10000";"Deputado";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199776";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199776";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"10000";"Deputado";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199775";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199775";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"10000";"Deputado";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199774";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199774";"160559";"https://dadosabertos.camara.leg.br/api/v2/deputados/160559";"10000";"Deputado";"Alceu Moreira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"RS"
"2199773";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199773";"100823";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100823";"70000";"Sociedade Civil";"Instituto Doméstica Legal";"";"";""
"2199772";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199772";"100095";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100095";"70000";"Sociedade Civil";"Instituto Fundo Devido ao Trabalhador";"";"";""
"2199771";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199771";"204381";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"10000";"Deputado";"Luis Miranda";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"DF"
"2199770";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199770";"204381";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"10000";"Deputado";"Luis Miranda";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"DF"
"2199769";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199769";"204381";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"10000";"Deputado";"Luis Miranda";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"DF"
"2199768";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199768";"204381";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"10000";"Deputado";"Luis Miranda";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"DF"
"2199766";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199766";"204381";"https://dadosabertos.camara.leg.br/api/v2/deputados/204381";"10000";"Deputado";"Luis Miranda";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"DF"
"2199765";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199765";"204391";"https://dadosabertos.camara.leg.br/api/v2/deputados/204391";"10000";"Deputado";"José Nelto";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"GO"
"2199764";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199764";"204391";"https://dadosabertos.camara.leg.br/api/v2/deputados/204391";"10000";"Deputado";"José Nelto";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"GO"
"2199763";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199763";"253";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";""
"2199762";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199762";"253";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";""
"2199760";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199760";"204572";"https://dadosabertos.camara.leg.br/api/v2/deputados/204572";"10000";"Deputado";"Capitão Alberto Neto";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"AM"
"2199759";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199759";"204572";"https://dadosabertos.camara.leg.br/api/v2/deputados/204572";"10000";"Deputado";"Capitão Alberto Neto";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"AM"
"2199758";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199758";"204516";"https://dadosabertos.camara.leg.br/api/v2/deputados/204516";"10000";"Deputado";"Alexis Fonteyne";"NOVO";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"SP"
"2199757";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199757";"178951";"https://dadosabertos.camara.leg.br/api/v2/deputados/178951";"10000";"Deputado";"Rafael Motta";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RN"
"2199756";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199756";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199755";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199755";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199754";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199754";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199753";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199753";"204522";"https://dadosabertos.camara.leg.br/api/v2/deputados/204522";"10000";"Deputado";"Marco Bertaiolli";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP"
"2199752";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199752";"204491";"https://dadosabertos.camara.leg.br/api/v2/deputados/204491";"10000";"Deputado";"Gilberto Abramo";"PRB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36815";"MG"
"2199751";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199751";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199750";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199750";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199749";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199749";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199748";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199748";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
"2199747";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199747";"204522";"https://dadosabertos.camara.leg.br/api/v2/deputados/204522";"10000";"Deputado";"Marco Bertaiolli";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP"
"2199746";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199746";"74262";"https://dadosabertos.camara.leg.br/api/v2/deputados/74262";"10000";"Deputado";"Carlos Sampaio";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP"
"2199745";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199745";"178929";"https://dadosabertos.camara.leg.br/api/v2/deputados/178929";"10000";"Deputado";"Diego Garcia";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"PR"
"2199744";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2199744";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG"
