id_frente,titulo_frente,id_legislatura,telefone,situacao,url_documento,id_coordenador,nome_coordenador,partido_coordenador,uf_coordenador,id_legislatura_coordenador,url_coordenador,tema
54089,Frente Parlamentar Mista de Energias Renováveis - FPE,56,3215 5566,"28/05/2019 - Recebidos o REQ 1563/2019, a Ata, o Estatuto e as adesões.
28/05/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
30/05/2019 - Confirmadas 193 assinaturas de Deputados. Há Senadores. 
30/05/2019 - Of. 205/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
10/06/2019 - Confirmadas 15 assinaturas de Senadores. 
10/06/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65437-integra.pdf,160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160552,Ambientalista
54033,Frente Parlamentar Mista de Incentivo à Geração de Eletricidade por meio de Energias Renováveis,56,3215 5812,"17/04/2019 - Recebidos o REQ 1234/2019, a Ata, o Estatuto e as adesões.
17/04/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
24/04/2019 - Confirmadas 204 assinaturas de Deputados. Não há Senadores. 
24/04/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/64379-integra.pdf,178874,SERGIO VIDIGAL,PDT,ES,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178874,Ambientalista
54136,Frente Parlamentar Mista do Agronegócio e Agricultura Familiar - FAAF,56,3215 5309,"11/07/2019 - Recebidos o REQ 1945/2019, a Ata, o Estatuto e as adesões.
11/07/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
15/07/2019 - Confirmadas 180 assinaturas de Deputados. Há Senadores. 
15/07/2019 - Of. 267/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
01/08/2019 - Confirmadas 24 assinaturas de Senadores. 
01/08/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/66712-integra.pdf,204374,BIA KICIS,PSL,DF,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,Ambientalista
54108,Frente Parlamentar Mista do Biodiesel,56,3215 5316,"10/06/2019- Recebidos o REQ 1697/2019, a Ata, o Estatuto e as adesões.
10/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
12/06/2019 - Confirmadas 202 assinaturas de Deputados. Há Senadores.
12/06/2019 - Of. 223/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
25/06/2019 - Confirmadas 3 assinaturas de Senadores. 
25/06/2019 - Vai à publicação.
02/07/2019 - Recebido o OF 3698/19, solicitando inclusão do Dep. Enrico Misasi como membro e Coordenador-Geral da Frente.
03/07/2019 - Confirmada a assinatura. Publique-se.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65791-integra.pdf,160570,JERÔNIMO GOERGEN,PP,RS,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160570,Ambientalista
53935,Frente Parlamentar Mista dos Municípios Produtores de Água,56,3215 5331,"01/03/2019- Recebidos o REQ 678/2019, a Ata, o Estatuto e as adesões.
01/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
08/03/2019 - Confirmadas 202 assinaturas de Deputados. Há Senadores. 
08/03/2019 - Of. 81/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
26/02/2019 - Confirmadas 5 assinaturas de Senadores. 
26/02/2019 - Vai à publicação.
06/06/2019 - Recebido o OF 1815/2019, solicitando inclusão de novas adesões. 
06/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
07/06/2019 - Confirmadas 2 assinaturas de Deputados. Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/62920-integra.pdf,178983,MARCIO ALVINO,PL,SP,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178983,Ambientalista
54145,Frente Parlamentar Mista em Apoio aos Objetivos de Desenvolvimentos Sustentáveis da ONU - ODS,56,3215 5502,"12/07/2019 - Recebidos o REQ 1968/2019, a Ata, o Estatuto e as adesões.
15/07/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
18/07/2019 - Confirmadas 161 assinaturas de Deputados. Entrei em contato com o Gabinete (Leonardo) e solicitei novas adesões.
16/08/2019 - Confirmadas 207 assinaturas de Deputados. Há Senadores. 
16/08/2019 - Of. 276/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
20/08/2019 - Confirmadas 8 assinaturas de Senadores. 
20/08/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/66804-integra.pdf,178986,NILTO TATTO,PT,SP,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178986,Ambientalista
53911,Frente Parlamentar Mista em Defesa da Cadeia Produtiva da Reciclagem no Brasil,56,3215 5285,"19/02/2019- Recebidos o REQ 503/2019, a Ata, o Estatuto e as adesões.
20/02/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
22/02/2019 - Confirmadas 223 assinaturas de Deputados. Há Senadores. 
22/02/2019 - Of. 64/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
25/02/2019 - Confirmadas 7 assinaturas de Senadores. 
25/02/2019 - Vai à publicação.
12/03/2019 - Recebido o REQ s/n/19, solicitando inclusão de novas adesões. 
14/03/2019 - Confirmadas 3 adesões de Deputados. Não há Senadores. 
14/03/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/62697-integra.pdf,178962,CARLOS GOMES,REPUBLICANOS,RS,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178962,Ambientalista
54154,Frente Parlamentar Mista em Defesa das Organizações da Sociedade Civil - OSCs,56,3215 5305,"09/08/2019 - Recebidos o REQ 2078/2019, a Ata, o Estatuto e as adesões.
09/08/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
13/08/2019 - Confirmadas 206 assinaturas de Deputados. Há Senadores.
13/08/2019 - Of. 295/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
15/08/2019 - Confirmadas 4 assinaturas de Senadores. 
15/08/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/67150-integra.pdf,160508,AFONSO FLORENCE,PT,BA,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160508,Ambientalista
53999,Frente Parlamentar Mista em Defesa dos Direitos dos Povos Indígenas,56,3215 5231,"29/03/2019- Recebidos o REQ 1007/2019, a Ata, o Estatuto e as adesões.
29/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
02/04/2019 - Confirmadas 210 assinaturas de Deputados. Há Senadores. 
02/04/2019 - Of. 125/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
08/04/2019 - Confirmadas 27 adesões de Senadores. 
08/04/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/63712-integra.pdf,204468,JOENIA WAPICHANA,REDE,RR,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204468,Ambientalista
54111,Frente Parlamentar Mista pela Inovação na Bioeconomia - FPBioeconomia,56,3215 5230,"12/06/2019- Recebidos o REQ 1720/2019, a Ata, o Estatuto e as adesões.
12/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
13/06/2019 - Confirmadas 209 assinaturas de Deputados. Há Senadores. 
14/06/2019 - Of. 227/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
25/06/2019 - Confirmadas 11 assinaturas de Senadores. Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65853-integra.pdf,204461,PAULO GANIME,NOVO,RJ,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204461,Ambientalista
53943,Frente Parlamentar pelo Desenvolvimento da Agroecologia e Produção Orgânica,56,3215 5922,"13/03/2019- Recebidos o REQ 719/2019, a Ata, o Estatuto e as adesões.
13/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
15/03/2019 - Confirmadas 211 assinaturas de Deputados. Não há Senadores.
15/03/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/63039-integra.pdf,74156,LEONARDO MONTEIRO,PT,MG,56,https://dadosabertos.camara.leg.br/api/v2/deputados/74156,Ambientalista
53910,Frente Parlamentar da Agropecuária - FPA,56,3215 5238,"19/02/2019- Recebidos o REQ 497/2019, a Ata, o Estatuto e as adesões.
20/02/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
21/02/2019 - Confirmadas 195 assinaturas de Deputados. Há Senadores. 
21/02/2019 - Of. 63/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
25/02/2019 - Confirmadas 32 assinaturas de Senadores. 
25/02/2019 - Vai à publicação.
27/02/2019 -  Recebido o REQ 643/2019, do Dep. Valmir Assunção, solicitando a retirada de sua assinatura (RM 809/19).
28/02/2019 - Deferida a retirada de assinatura.
28/03/2019 - Recebido o OF s/n/2019, solicitando inclusão de novas adesões. 
28/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
29/03/2019 - Confirmadas 36 assinaturas de Deputados. Há Senadores. 
01/04/2019 - Of. 122/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
09/04/2019 - Confirmadas 4 assinaturas de Senadores. 
09/04/2019 - Vai à publicação.
25/06/2019 - Confirmadas 11 assinaturas de Deputados. Há Senadores. 
25/06/2019 - Of. 240/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
01/07/2019 - Confirmadas 2 assinaturas de Senadores. 
01/07/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/62696-integra.pdf,160559,ALCEU MOREIRA,MDB,RS,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160559,Agropecuária
54124,Frente Parlamentar da Silvicultura no Brasil,56,3215 5821,"27/06/2019- Recebidos o REQ 1850/2019, a Ata, o Estatuto e as adesões.
27/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
03/07/2019 - Confirmadas 207 assinaturas de Deputados. Não há Senadores. 
03/07/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/66320-integra.pdf,146788,MARCELO ARO,PP,MG,56,https://dadosabertos.camara.leg.br/api/v2/deputados/146788,Agropecuária
53968,Frente Parlamentar Mista Nacional da Silvicultura - FPS,56,3215 5932,"20/03/2019 - Recebidos o REQ 868/2019, a Ata, o Estatuto e as adesões.
20/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
26/03/2019 - Confirmadas 217 assinaturas de Deputados. Não há Senadores. 
26/03/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/63365-integra.pdf,178896,NEWTON CARDOSO JR,MDB,MG,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178896,Agropecuária
54103,Frente Parlamentar do Alho,56,3215 5307,"06/06/2019- Recebidos o REQ 1685/2019, a Ata, o Estatuto e as adesões.
06/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
10/06/2019 - Confirmadas 209 assinaturas de Deputados. Não há Senadores. 
10/06/2019 - Vai à publicação.
19/06/2019 - Recebido o OF. 88/19, solicitando inclusão do Dep. Geninho Zuliani. 
19/06/2019 - Confirmada a adesão. Publique-se.
07/08/2019 - Recebido o OF. 143/19, solicitando inclusão da Dep. Professora Rosa Neide. 
07/08/2019 - Confirmada a adesão. Publique-se.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65735-integra.pdf,160588,DIEGO ANDRADE,PSD,MG,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160588,Agropecuária
54026,Frente Parlamentar do Café,56,3215 5307,"11/04/2019- Recebidos o REQ 1155/2019, a Ata, o Estatuto e as adesões.
11/04/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
16/04/2019 - Confirmadas 191 assinaturas de Deputados. Entrei em contato com o Gabinete (Adriano) e solicitei novas adesões.
24/04/2019 - Confirmadas 198 assinaturas de Deputados. Não há Senadores. 
24/04/2019 - Vai à publicação.
04/07/2019 - Recebido o OF 62/2019, solicitando inclusão de novas adesões. Aao SEPRO, para conferência.
08/07/2019 - Confirmadas 5 assinaturas de Deputados. Não há Senadores. 
08/07/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/64113-integra.pdf,161550,EMIDINHO MADEIRA,PSB,MG,56,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,Agropecuária
53921,Frente Parlamentar em Defesa da Pesca,56,3215 5907,"26/02/2019- Recebidos o REQ 604/2019, a Ata, o Estatuto e as adesões.
26/02/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
27/02/2019 - Confirmadas 211 assinaturas de Deputados. Não há Senadores. 
27/02/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/62818-integra.pdf,NA,Luiz Nishimori,NA,NA,NA,NA,Agropecuária
54028,Frente Parlamentar em Defesa da Regularização Fundiária Rural,56,3215 5918,"12/04/2019- Recebidos o REQ 1172/2019, a Ata, o Estatuto e as adesões.
12/04/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
23/04/2019 - Confirmadas 208 assinaturas de Deputados. Não há Senadores. 
23/04/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/64168-integra.pdf,178954,LUCIO MOSQUINI,MDB,RO,56,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,Agropecuária
54107,Frente Parlamentar Mista da Apicultura e Meliponicultura,56,3215 5709,"06/06/2019- Recebidos o REQ 1692/2019, a Ata, o Estatuto e as adesões.
07/06/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
11/06/2019 - Confirmadas 256 assinaturas de Deputados. Há Senadores. 
12/06/2019 - Of. 221/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
25/06/2019 - Confirmadas 9 assinaturas de Senadores. 
25/06/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65768-integra.pdf,116379,DARCI DE MATOS,PSD,SC,56,https://dadosabertos.camara.leg.br/api/v2/deputados/116379,Agropecuária
54030,Frente Parlamentar Mista da Suinocultura,56,3215 5746,"12/04/2019- Recebidos o REQ 1179/2019, a Ata, o Estatuto e as adesões.
12/04/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
26/04/2019 - Confirmadas 213 adesões de Deputados. Há Senadores. 
26/04/2019 - Of. 155/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
07/05/2019 - Confirmada 1 assinatura de Senador. 
07/05/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/64170-integra.pdf,204399,SCHIAVINATO,PP,PR,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204399,Agropecuária
53950,Frente Parlamentar Mista de Apoio a Produção e Industrialização de Pescado,56,3215 5710,"14/03/2019 - Recebidos o REQ 755/2019, a Ata, o Estatuto e as adesões.
14/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
18/03/2019 - Confirmadas 190 assinaturas de Deputados. Há Senadores. 
18/03/2019 - Of. 96/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
20/03/2019 - Recebido o OF 16/2019, solicitando alteração do nome da ""Frente Parlamentar Mista de Apoio a Produção e Industrialização de Pescado"" para ""Frente Parlamentar Mista de Apoio a Produção e Industrialização de Pescado, à Pesca Ornamental e Esportiva"". À NAJUR, para análise.
26/03/2019 - Confirmadas 20 adesões de Senadores, totalizando 210 assinaturas. 
26/03/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/63185-integra.pdf,141408,CLEBER VERDE,REPUBLICANOS,MA,56,https://dadosabertos.camara.leg.br/api/v2/deputados/141408,Agropecuária
53947,Frente Parlamentar Mista de Defesa da Pesca Artesanal,56,3215 5211,"14/03/2019 - Recebidos o REQ 751/2019, a Ata, o Estatuto e as adesões.
14/03/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
18/03/2019 - Confirmadas 188 assinaturas de Deputados. Há Senadores. 
18/03/2019 - Of. 97/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
26/03/2019 - Confirmadas 11 assinaturas de Senadores, totalizando 199 adesões. 
26/03/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/63184-integra.pdf,204567,RAIMUNDO COSTA,PL,BA,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204567,Agropecuária
53919,Frente Parlamentar em Defesa da Água no Nordeste,56,3215 5481,"22/02/2019- Recebidos o REQ 577/2019, a Ata, o Estatuto e as adesões.
22/02/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
26/02/2019 - Confirmadas 205 assinaturas de Deputados. Não há Senadores. 
26/02/2019 - Vai à publicação.
17/07/2019 - Recebido o OF 74/19, solicitando inclusão de novas adesões. Ao SEPRO, para conferência.
19/07/2019 - Confirmadas 22 adesões de Deputados. Não há Senadores.
19/07/2019 - Vai à publicação.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/62768-integra.pdf,204427,FERNANDO RODOLFO,PL,PE,56,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,Agropecuária
54080,Frente Parlamentar Mista da Mineração,56,3215 5634,"20/05/2019 - Recebidos o REQ 1503/2019, a Ata, o Estatuto e as adesões.
20/05/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
23/05/2019 - Confirmadas 207 assinaturas de Deputados. Há Senadores.
23/05/2019 - Of. 192/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
31/05/2019 - Confirmada 1 assinatura de Senador. 
31/05/2019 - Vai à publicação.
11/06/2019 - Recebido o OF 262/2019, solicitando inclusão de novas adesões. Ao SEPRO, para conferência.
11/06/2019 - Confirmada 1 adesão de Deputado. Publique-se.
04/07/2019 - Recebido o OF 295/19, solicitando inclusão do Senador Chico Rodrigues.
05/07/2019 - Of. 252/2019/SGM encaminhado ao Senado para conferência da assinatura.
11/07/2019 - Confirmada a adesão do Senador. Publique-se.
20/08/2019 - Recebido o OF 326/19, solicitando inclusão do Deputado Bosco Saraiva.
20/08/2019 - Confirmada a adesão do Deputado. Publique-se.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/65141-integra.pdf,160655,RICARDO IZAR,PP,SP,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160655,Infraestrutura e mineração
54031,"Frente Parlamentar Mista em Defesa do Nióbio das Pedras Preciosas, Semipreciosas e Grafeno - Frente do Nióbio/Grafeno",56,3215 5468,"16/04/2019 - Recebidos o REQ 1184/2019, a Ata, o Estatuto e as adesões.
16/04/2019 - Encaminhado ao SEPRO para conferência de assinaturas.
23/04/2019 - Confirmadas 220 assinaturas de Deputados. 
23/04/2019 - Of. 150/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
07/05/2019 - Confirmadas 18 assinaturas de Senadores. 
07/05/2019 - Vai à publicação.
27/06/2019 - Recebido o OF 104/2019, solicitando inclusão de novas adesões. Ao SEPRO, para conferência de assinaturas.
03/07/2019 - Confirmadas 2 assinaturas de Deputados. Há Senadores. 
03/07/2019 - Of. 249/2019/SGM encaminhado ao Senado para conferência de assinaturas dos Senadores.
09/07/2019 - Confirmada 1 assinatura de Senador. Publique-se.",https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/64277-integra.pdf,160673,GIOVANI CHERINI,PL,RS,56,https://dadosabertos.camara.leg.br/api/v2/deputados/160673,Infraestrutura e mineração
