cnpj,id_parlamentar_voz,data_entrada_sociedade
18426633000121,23361,2013-07-04
18519902000102,2151,2013-12-02
19316990000108,2151,2013-11-26
19322784000100,25899,2013-11-27
20094324000143,25976,2014-03-10
20396007000181,25976,2014-06-03
21636316000144,25894,2015-01-07
21879619000198,23396,2015-02-13
22596688000157,2285,2017-08-08
23819625000185,23396,2015-12-09
23819625000266,23396,2015-12-09
24282344000107,25967,2016-02-25
24672461000179,24531,2005-09-12
26156424000133,25895,2016-09-13
26476768000120,21173,2016-10-24
26809913000147,24531,1998-03-10
26809913000228,24531,1998-03-10
26845799000100,25976,2017-03-29
27004043000100,2151,1981-12-03
28407476000160,2151,1984-04-11
28922670000184,2825,2017-10-20
29522452000115,24531,2018-01-23
29522548000183,24531,2018-01-23
29531283000180,24531,2018-01-23
29898028000170,24531,2018-02-07
29913227000100,24531,2018-02-07
30402305000190,25899,2018-05-08
31317124000129,25924,2018-08-23
31776382000173,25537,2018-10-16
31944645000106,25988,2018-11-06
32846032000107,21023,2005-09-12
33236807000187,25976,2019-04-03
33363351000116,23396,2019-04-15
33363351000205,23396,2019-04-15
34052754000107,25894,2019-06-27
34769737000195,24981,1990-06-29
34769737000357,24981,1990-06-29
34776591000105,24981,1990-08-06
35590736000141,23361,1991-07-25
36763894000119,25899,1992-11-09
37186145000139,25985,1992-02-10
37241270000102,23777,1997-06-25
37365350000161,25585,2017-08-24
37365350000242,25585,2017-08-24
38051660000174,2945,2005-09-12
38051660000255,2945,2005-09-12
38051660000336,2945,2005-09-12
41566233000133,25976,1992-10-06
60846599000100,2151,2000-10-02
60846599000291,2151,2000-10-02
60846599000372,2151,2000-10-02
60846599000453,2151,2000-10-02
60846599000534,2151,2000-10-02
60846599000615,2151,2000-10-02
60846599000704,2151,2000-10-02
63747406000152,24981,1991-09-25
69598324000170,2739,1993-02-12
73818023000181,290,2002-07-25
75112086000143,25924,1988-05-03
75112086000224,25924,1988-05-03
75112086000305,25924,1988-05-03
75112086000496,25924,1988-05-03
75112086000658,25924,1988-05-03
75112086000739,25924,1988-05-03
75112086000810,25924,1988-05-03
75112086000909,25924,1988-05-03
75112086001034,25924,1988-05-03
75112086001115,25924,1988-05-03
75112086001204,25924,1988-05-03
75112086001387,25924,1988-05-03
75112086001468,25924,1988-05-03
76001205000153,25924,2005-09-12
76001205000234,25924,2005-09-12
81381527000105,25537,1998-01-12
81665366000181,25924,1989-10-20
81665366000262,25924,1989-10-20
81665366000343,25924,1989-10-20
83369082000173,235,2005-09-12
84022615000109,2470,2005-09-12
84318096000120,24560,1993-05-21
84626571000126,24981,2001-08-15
84626571000207,24981,2001-08-15
84626571000398,24981,2001-08-15
94508876000197,25533,1999-11-09
97354880000136,25585,1994-03-30
