id_mandato_voz,id_parlamentar_voz,ano_eleicao,num_turno,cargo,unidade_eleitoral,uf_eleitoral,situacao_candidatura,situacao_totalizacao_turno,id_partido_eleicao,votos
1930832018,193083,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,37903,106592
1930832010,193083,2010,1,DEPUTADO ESTADUAL,BA,BA,DEFERIDO,ELEITO,37903,79137
11788532014,1178853,2014,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO POR QP,36844,125862
11788532018,1178853,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,36844,124647
11788532002,1178853,2002,1,DEPUTADO ESTADUAL,BA,BA,DEFERIDO,ELEITO,36844,30388
11788532000,1178853,2000,1,VEREADOR,Camaçari,BA,DEFERIDO,ELEITO,36844,1197
11788532004,1178853,2004,1,PREFEITO,Camaçari,BA,DEFERIDO,ELEITO,36844,45097
11788532008,1178853,2008,1,PREFEITO,Camaçari,BA,DEFERIDO,ELEITO,36844,73638
11788292014,1178829,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,37906,46905
11788292018,1178829,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,37906,242327
11789242014,1178924,2014,1,DEPUTADO FEDERAL,PI,PI,DEFERIDO,ELEITO POR MEDIA,36845,80839
11789242018,1178924,2018,1,DEPUTADO FEDERAL,PI,PI,APTO,ELEITO POR QP,37906,132719
11414011998,1141401,1998,1,SENADOR,MT,MT,DEFERIDO,NÃO ELEITO,36899,275297
11414012002,1141401,2002,1,SENADOR,MT,MT,DEFERIDO,NÃO ELEITO,36899,100405
11414012006,1141401,2006,1,DEPUTADO FEDERAL,MT,MT,DEFERIDO,ELEITO POR MEDIA,36899,75365
11414012010,1141401,2010,1,DEPUTADO FEDERAL,MT,MT,DEFERIDO,ELEITO,36899,90780
11414012014,1141401,2014,1,DEPUTADO FEDERAL,MT,MT,DEFERIDO,ELEITO POR QP,36899,95739
11414012018,1141401,2018,1,DEPUTADO FEDERAL,MT,MT,APTO,ELEITO POR QP,36899,59155
11789622014,1178962,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,36815,92323
11789622018,1178962,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,36815,103373
11789622006,1178962,2006,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,37905,66454
11789622010,1178962,2010,1,DEPUTADO ESTADUAL,RS,RS,DEFERIDO,ELEITO,36815,59144
11789932014,1178993,2014,1,DEPUTADO FEDERAL,TO,TO,DEFERIDO COM RECURSO,ELEITO POR MEDIA,36899,44739
11789932018,1178993,2018,1,DEPUTADO FEDERAL,TO,TO,APTO,ELEITO POR QP,36769,48012
11789931998,1178993,1998,1,DEPUTADO ESTADUAL,TO,TO,DEFERIDO,ELEITO,36845,4052
11789932002,1178993,2002,1,DEPUTADO ESTADUAL,TO,TO,DEFERIDO,ELEITO POR MEDIA,36845,9995
11789932006,1178993,2006,1,DEPUTADO ESTADUAL,TO,TO,DEFERIDO,ELEITO,36899,11607
1742622002,174262,2002,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36835,160963
1742622006,174262,2006,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36835,239781
1742622010,174262,2010,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36835,145585
1742622014,174262,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36835,295623
1742622018,174262,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,36835,125666
1742621998,174262,1998,1,DEPUTADO ESTADUAL,SP,SP,DEFERIDO,ELEITO,36835,39945
11413982006,1141398,2006,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36844,134224
11413982010,1141398,2010,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36844,216403
11413982014,1141398,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36844,138286
11413982018,1141398,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,36844,137909
11413981998,1141398,1998,1,DEPUTADO ESTADUAL,SP,SP,DEFERIDO,ELEITO,36844,39653
11643602014,1164360,2014,1,DEPUTADO FEDERAL,SC,SC,DEFERIDO,ELEITO POR QP,37905,78607
11643602018,1164360,2018,1,DEPUTADO FEDERAL,SC,SC,APTO,ELEITO POR MEDIA,37905,84703
11643602000,1164360,2000,1,VEREADOR,Lages,SC,DEFERIDO,ELEITO,36786,1828
11788762014,1178876,2014,1,DEPUTADO FEDERAL,GO,GO,DEFERIDO,ELEITO POR QP,36835,110992
11788762018,1178876,2018,1,DEPUTADO FEDERAL,GO,GO,APTO,ELEITO POR MEDIA,36835,70663
11788761998,1178876,1998,1,DEPUTADO ESTADUAL,GO,GO,DEFERIDO,ELEITO,36769,16306
11788762002,1178876,2002,1,DEPUTADO ESTADUAL,GO,GO,DEFERIDO,ELEITO,36769,48185
11788762004,1178876,2004,1,PREFEITO,Luziânia,GO,DEFERIDO,ELEITO,36835,47142
11788762008,1178876,2008,1,PREFEITO,Luziânia,GO,DEFERIDO,ELEITO,36835,49593
11414052006,1141405,2006,1,DEPUTADO FEDERAL,SC,SC,DEFERIDO,ELEITO POR MEDIA,36899,65770
11414052010,1141405,2010,1,DEPUTADO FEDERAL,SC,SC,DEFERIDO,ELEITO,36899,93455
11414052014,1141405,2014,1,DEPUTADO FEDERAL,SC,SC,DEFERIDO,ELEITO POR QP,36899,110436
11414052018,1141405,2018,1,DEPUTADO FEDERAL,SC,SC,APTO,ELEITO POR QP,36899,80086
11414052000,1141405,2000,1,PREFEITO,Maravilha,SC,DEFERIDO,ELEITO,36899,5599
1734411998,173441,1998,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36811,185611
1734412002,173441,2002,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,36811,261635
1734412006,173441,2006,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO,37903,573524
1734412014,173441,2014,1,DEPUTADO FEDERAL,SP,SP,DEFERIDO,ELEITO POR QP,36815,1524361
1734412018,173441,2018,1,DEPUTADO FEDERAL,SP,SP,APTO,ELEITO POR QP,36815,521728
11414392006,1141439,2006,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO,36844,68918
11414392014,1141439,2014,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO POR QP,36844,52809
11414392018,1141439,2018,1,DEPUTADO FEDERAL,RJ,RJ,APTO,ELEITO POR QP,36786,26417
11789282014,1178928,2014,1,DEPUTADO FEDERAL,PR,PR,DEFERIDO,ELEITO POR QP,36896,200144
11789282018,1178928,2018,1,DEPUTADO FEDERAL,PR,PR,APTO,ELEITO POR QP,37906,107636
11789392014,1178939,2014,1,DEPUTADO FEDERAL,RJ,RJ,DEFERIDO,ELEITO POR QP,37906,335061
11789392018,1178939,2018,1,DEPUTADO FEDERAL,RJ,RJ,APTO,ELEITO POR MEDIA,36763,35131
11789392010,1178939,2010,1,DEPUTADO ESTADUAL,RJ,RJ,DEFERIDO,ELEITO,37906,118863
11789392008,1178939,2008,1,VEREADOR,Rio de Janeiro,RJ,DEFERIDO,ELEITO,36899,84124
1745371998,174537,1998,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36769,83116
1745372002,174537,2002,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36769,95480
1745372006,174537,2006,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36769,86773
1745372010,174537,2010,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO,36769,72098
1745372014,174537,2014,1,DEPUTADO FEDERAL,BA,BA,DEFERIDO,ELEITO POR QP,36769,89118
1745372018,174537,2018,1,DEPUTADO FEDERAL,BA,BA,APTO,ELEITO POR QP,37903,104322
11414082006,1141408,2006,1,DEPUTADO FEDERAL,MA,MA,DEFERIDO,ELEITO,36776,71734
11414082010,1141408,2010,1,DEPUTADO FEDERAL,MA,MA,DEFERIDO,ELEITO,36815,126896
11414082014,1141408,2014,1,DEPUTADO FEDERAL,MA,MA,DEFERIDO,ELEITO POR QP,36815,105243
11414082018,1141408,2018,1,DEPUTADO FEDERAL,MA,MA,APTO,ELEITO POR QP,36815,101806
11414082000,1141408,2000,1,VEREADOR,São Luís,MA,DEFERIDO,ELEITO,36776,5564
11414082004,1141408,2004,1,VEREADOR,São Luís,MA,DEFERIDO,ELEITO,36776,8186
11789632014,1178963,2014,1,DEPUTADO FEDERAL,RS,RS,DEFERIDO,ELEITO POR QP,37903,115131
11789632018,1178963,2018,1,DEPUTADO FEDERAL,RS,RS,APTO,ELEITO POR QP,37903,102063
11414112010,1141411,2010,1,SENADOR,MS,MS,DEFERIDO,NÃO ELEITO,36786,485490
11414112006,1141411,2006,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO,36786,97803
11414112014,1141411,2014,1,DEPUTADO FEDERAL,MS,MS,DEFERIDO,ELEITO POR MEDIA,36786,54813
11414112018,1141411,2018,1,DEPUTADO FEDERAL,MS,MS,APTO,ELEITO POR MEDIA,36786,40233
11414112002,1141411,2002,1,DEPUTADO ESTADUAL,MS,MS,DEFERIDO,ELEITO,36786,22017
1744671998,174467,1998,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,36845,76101
1744672006,174467,2006,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,37906,75408
1744672010,174467,2010,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO,36786,87134
1744672014,174467,2014,1,DEPUTADO FEDERAL,PB,PB,DEFERIDO,ELEITO POR MEDIA,36786,67558
