id_votacao,id_partido,voto
1168281334,36839,1
1168281334,36763,1
1168281334,36779,1
1168281334,36833,1
1168281334,37905,1
1168281334,37901,1
1168281334,36898,1
1168281334,37907,1
1168281334,36851,1
1168281334,36801,1
1168281334,36793,1
1168281334,36886,1
1168281334,1,1
1168281334,2,1
1168281334,3,1
1168281322,37903,1
1168281322,36899,1
1168281322,36845,1
1168281322,36844,1
1168281322,36837,1
1168281322,37906,1
1168281322,36834,1
1168281322,36832,1
1168281322,36815,1
1168281322,36835,1
1168281322,36769,1
1168281322,36786,1
1168281322,37904,1
1168281322,36896,1
1168281322,36839,1
1168281322,36763,1
1168281322,36779,1
1168281322,36833,1
1168281322,37905,1
1168281322,37901,1
1168281322,36898,1
1168281322,37907,1
1168281322,36851,1
1168281322,36801,1
1168281322,36793,1
1168281322,36886,1
1168281322,1,1
1168281322,2,1
1168281322,3,1
1167612120,36837,1
1167612120,37903,1
1167612120,36834,1
1167612120,36786,1
1167612120,36896,1
1167612120,36763,1
1167612120,36844,1
1167612120,36832,1
1167612120,36815,1
1167612120,36835,1
1167612120,37904,1
1167612120,36839,1
1167612120,36779,1
1167612120,37905,1
1167612120,37901,5
1167612120,37907,1
1167612120,36793,1
1167612120,36824,1
1167612120,36886,1
1167612120,36762,1
1167612120,1,1
1167612120,2,1
1167612120,3,1
1167612104,36837,-1
1167612104,37903,-1
1167612104,36834,-1
1167612104,36786,-1
1167612104,36896,-1
1167612104,36763,-1
1167612104,36844,-1
1167612104,36832,-1
1167612104,36815,-1
1167612104,36835,-1
1167612104,37904,-1
1167612104,36839,-1
1167612104,36779,-1
1167612104,37905,-1
1167612104,37901,5
1167612104,37907,-1
1167612104,36793,-1
1167612104,36824,-1
1167612104,36886,-1
1167612104,36762,-1
1167612104,1,-1
1167612104,2,-1
1167612104,3,-1
1167612109,36837,-1
1167612109,37903,-1
1167612109,36834,-1
1167612109,36786,-1
1167612109,36896,-1
1167612109,36763,-1
1167612109,36844,-1
1167612109,36832,-1
1167612109,36815,-1
1167612109,36835,-1
1167612109,37904,-1
1167612109,36839,-1
1167612109,36779,-1
1167612109,37905,-1
1167612109,37901,5
1167612109,37907,-1
1167612109,36793,-1
1167612109,36824,-1
1167612109,36886,-1
1167612109,36762,-1
1167612109,1,-1
1167612109,2,-1
1167612109,3,-1
1167612052,36837,1
1167612052,37903,1
1167612052,36834,1
1167612052,36786,1
1167612052,36896,1
1167612052,36763,1
1167612052,36844,1
1167612052,36832,1
1167612052,36815,1
1167612052,36835,1
1167612052,37904,1
1167612052,36839,1
1167612052,36779,1
1167612052,37905,1
1167612052,37901,5
1167612052,37907,1
1167612052,36793,1
1167612052,36824,1
1167612052,36886,1
1167612052,36762,1
1167612052,1,1
1167612052,2,1
1167612052,3,1
1167612117,36837,1
1167612117,37903,1
1167612117,36834,1
1167612117,36786,1
1167612117,36896,1
1167612117,36763,1
1167612117,36844,1
1167612117,36832,1
1167612117,36815,1
1167612117,36835,1
1167612117,37904,1
1167612117,36839,1
1167612117,36779,1
1167612117,37905,1
1167612117,37901,1
1167612117,37907,1
1167612117,36793,1
1167612117,36824,1
1167612117,36886,1
1167612117,36762,1
1167612117,1,1
1167612117,2,1
1167612117,3,1
1167541722,36837,-1
1167541722,37903,-1
1167541722,36834,-1
1167541722,36786,5
1167541722,36765,5
1167541722,36896,5
1167541722,36844,2
1167541722,36832,5
1167541722,36815,-1
1167541722,36839,2
1167541722,37905,-1
1167541722,37901,-1
1167541722,3,5
1167541738,36837,-1
1167541738,37903,-1
1167541738,36834,-1
1167541738,36786,5
1167541738,36765,5
1167541738,36896,5
1167541738,36844,2
1167541738,36832,5
1167541738,36815,-1
1167541738,36839,2
1167541738,37905,-1
1167541738,37901,-1
1167541738,2,5
1167521917,36837,-1
1167521917,37903,-1
1167521917,36834,-1
1167521917,36786,-1
1167521917,36765,-1
1167521917,36896,-1
1167521917,36844,2
1167521917,36832,5
1167521917,36839,2
1167521917,37905,-1
1167521917,37901,-1
1167521917,36815,-1
1167521917,37907,-1
1167521917,2,5
1167521839,36837,-1
1167521839,37903,-1
1167521839,36834,-1
1167521839,36786,-1
1167521839,36765,-1
1167521839,36896,-1
1167521839,36844,2
1167521839,36832,5
1167521839,36839,2
1167521839,37905,-1
1167521839,37901,-1
1167521839,36815,-1
1167521839,3,1
1167612023,36786,5
1167612023,36896,5
1167612023,36763,5
1167612023,36837,1
1167612023,37903,1
1167612023,36834,1
1167612023,36844,-1
1167612023,36832,-1
1167612023,36815,1
1167612023,37904,1
1167612023,36839,-1
1167612023,36779,-1
1167612023,36835,1
1167612023,37905,1
1167612023,37901,1
1167612023,37907,1
1167612023,2,-1
1167612023,3,-1
1167552030,36837,-1
1167552030,37903,-1
1167552030,36834,-1
1167552030,36786,1
1167552030,36765,1
1167552030,36896,1
1167552030,36844,1
1167552030,36832,1
1167552030,36815,-1
1167552030,36839,1
1167552030,36779,1
1167552030,37905,-1
1167552030,37901,-1
1167552030,37907,5
1167541651,36837,-1
1167541651,37903,-1
1167541651,36834,-1
1167541651,36786,5
1167541651,36765,5
1167541651,36896,5
1167541651,36844,2
1167541651,36832,5
1167541651,36815,-1
1167541651,36839,2
1167541651,37905,-1
1167541651,37901,-1
1167541651,37907,-1
1167532027,36837,1
1167532027,37903,1
1167532027,36834,1
1167532027,36786,5
1167532027,36765,5
1167532027,36896,5
1167532027,36844,2
1167532027,36832,5
1167532027,36839,2
1167532027,37905,1
1167532027,37901,1
1167532027,36815,-1
1167532027,37907,1
1167532027,2,-1
1167552050,36837,-1
1167552050,37903,-1
1167552050,36834,-1
1167552050,36786,1
1167552050,36765,1
1167552050,36896,1
1167552050,36844,2
1167552050,36832,1
1167552050,36815,-1
1167552050,36839,2
1167552050,36779,1
1167552050,37905,-1
1167552050,37901,-1
1167552050,37907,-1
1167541852,36837,1
1167541852,37903,1
1167541852,36834,1
1167541852,36786,5
1167541852,36765,5
1167541852,36896,5
1167541852,36844,2
1167541852,36832,5
1167541852,36815,1
1167541852,36839,2
1167541852,37905,1
1167541852,37901,1
1167541852,37907,1
1167541852,2,5
1167541852,3,-1
1167541810,36837,-1
1167541810,37903,-1
1167541810,36834,-1
1167541810,36786,5
1167541810,36765,5
1167541810,36896,5
1167541810,36844,2
1167541810,36832,5
1167541810,36815,-1
1167541810,36839,2
1167541810,37905,-1
1167541810,37901,-1
1167541810,37907,2
1167541810,2,1
1167541810,3,1
1167541940,36837,5
1167541940,37903,5
1167541940,36834,5
1167541940,36786,1
1167541940,36765,1
1167541940,36896,1
1167541940,36844,1
1167541940,36832,1
1167541940,36815,-1
1167541940,36839,2
1167541940,37905,-1
1167541940,37901,-1
1167541940,2,1
1167541940,3,1
1167601836,36837,-1
1167601836,37903,-1
1167601836,36834,-1
1167601836,36786,-1
1167601836,36896,-1
1167601836,36763,-1
1167601836,36844,-1
1167601836,36832,-1
1167601836,36815,-1
1167601836,37904,-1
1167601836,36839,-1
1167601836,36779,-1
1167601836,37905,-1
1167601836,37901,-1
1167601836,37907,-1
1167552007,36837,-1
1167552007,37903,-1
1167552007,36834,-1
1167552007,36786,-1
1167552007,36765,-1
1167552007,36896,-1
1167552007,36844,2
1167552007,36832,-1
1167552007,36815,-1
1167552007,36839,2
1167552007,36779,1
1167552007,37905,-1
1167552007,37901,-1
1167552007,37907,-1
1167552007,2,1
1167601800,36837,5
1167601800,37903,5
1167601800,36834,5
1167601800,36786,5
1167601800,36896,5
1167601800,36763,5
1167601800,36844,1
1167601800,36815,-1
1167601800,37904,-1
1167601800,36839,1
1167601800,36779,1
1167601800,37905,-1
1167601800,37901,-1
1169962040,37903,-1
1169962040,36899,-1
1169962040,36845,-1
1169962040,36844,-1
1169962040,36837,-1
1169962040,37906,-1
1169962040,36834,-1
1169962040,36852,-1
1169962040,36835,-1
1169962040,36832,-1
1169962040,36786,-1
1169962040,36769,-1
1169962040,37904,-1
1169962040,36896,-1
1169962040,36839,2
1169962040,36763,-1
1169962040,36833,-1
1169962040,37905,-1
1169962040,36779,-1
1169962040,37901,-1
1169962040,36898,-1
1169962040,37907,-1
1169962040,36851,-1
1170012231,37903,5
1170012231,36899,5
1170012231,36845,5
1170012231,36844,2
1170012231,36837,1
1170012231,37906,2
1170012231,36834,5
1170012231,36852,1
1170012231,36835,1
1170012231,36832,2
1170012231,36786,2
1170012231,36769,5
1170012231,37904,5
1170012231,36896,1
1170012231,36839,-1
1170012231,36833,1
1170012231,37905,1
1170012231,36779,-1
1170012231,37901,1
1170012231,1,1
1167301033,36837,2
1167301033,37903,2
1167301033,36834,2
1167301033,36786,2
1167301033,36765,2
1167301033,36896,2
1167301033,36844,2
1167301033,37906,-1
1167301033,36832,-1
1167301033,36839,2
1167301033,37905,-1
1167301033,37901,-1
1167301033,2,2
1168962210,37903,1
1168962210,36899,1
1168962210,36845,1
1168962210,36844,1
1168962210,36837,-1
1168962210,37906,1
1168962210,36834,1
1168962210,36832,1
1168962210,36815,1
1168962210,36835,1
1168962210,36769,1
1168962210,36786,2
1168962210,37904,1
1168962210,36896,5
1168962210,36763,1
1168962210,36779,1
1168962210,36833,-1
1168962210,37905,-1
1168962210,37901,-1
1168962210,36851,-1
1168962210,1,1
1168962210,2,1
1168592030,37903,1
1168592030,36899,1
1168592030,36845,1
1168592030,36844,2
1168592030,36837,1
1168592030,37906,1
1168592030,36834,1
1168592030,36832,1
1168592030,36815,1
1168592030,36835,1
1168592030,36769,1
1168592030,36786,1
1168592030,37904,1
1168592030,36896,5
1168592030,36839,2
1168592030,36763,1
1168592030,36779,1
1168592030,36833,1
1168592030,37905,5
1168592030,37901,1
1168592030,37907,-1
1168592030,36851,-1
1168591741,37903,-1
1168591741,36899,-1
1168591741,36845,-1
1168591741,36844,2
1168591741,36837,-1
1168591741,37906,-1
1168591741,36834,-1
1168591741,36832,-1
1168591741,36815,-1
1168591741,36835,-1
1168591741,36769,-1
1168591741,36786,-1
1168591741,37904,-1
1168591741,36896,-1
1168591741,36839,2
1168591741,36779,-1
1168591741,36833,-1
1168591741,37905,5
1168591741,37901,-1
1168591741,36898,-1
1168591741,37907,1
1168591741,36851,1
1168591741,2,5
1168591741,3,5
1168581620,37903,-1
1168581620,36899,-1
1168581620,36845,-1
1168581620,36844,2
1168581620,36837,-1
1168581620,37906,-1
1168581620,36834,-1
1168581620,36832,-1
1168581620,36815,-1
1168581620,36835,-1
1168581620,36769,-1
1168581620,36786,-1
1168581620,37904,-1
1168581620,36839,2
1168581620,36779,-1
1168581620,36833,-1
1168581620,37905,5
1168581620,37901,-1
1168581620,36898,-1
1168581620,37907,1
1168581620,36851,1
1169022255,37903,-1
1169022255,36899,-1
1169022255,36845,-1
1169022255,36844,2
1169022255,36837,2
1169022255,37906,-1
1169022255,36834,-1
1169022255,36832,5
1169022255,36852,-1
1169022255,36835,-1
1169022255,36769,-1
1169022255,36786,2
1169022255,37904,-1
1169022255,36896,5
1169022255,36839,2
1169022255,36779,1
1169022255,37905,5
1169022255,37901,-1
1169022255,36801,2
1168591905,37903,1
1168591905,36899,1
1168591905,36845,1
1168591905,36844,2
1168591905,36837,1
1168591905,37906,1
1168591905,36834,1
1168591905,36832,1
1168591905,36815,1
1168591905,36835,1
1168591905,36769,1
1168591905,36786,1
1168591905,37904,1
1168591905,36896,1
1168591905,36839,2
1168591905,36779,1
1168591905,36833,1
1168591905,37905,5
1168591905,37901,1
1168591905,36898,1
1168591905,37907,-1
1168591905,36851,-1
1168591905,3,5
1168591817,37903,-1
1168591817,36899,-1
1168591817,36845,-1
1168591817,36844,2
1168591817,36837,-1
1168591817,37906,-1
1168591817,36834,-1
1168591817,36832,-1
1168591817,36815,-1
1168591817,36835,-1
1168591817,36769,-1
1168591817,36786,-1
1168591817,37904,-1
1168591817,36839,2
1168591817,36779,-1
1168591817,36833,-1
1168591817,37901,-1
1168591817,36898,-1
1168591817,2,2
1168591817,3,2
1168591940,37903,-1
1168591940,36899,-1
1168591940,36845,-1
1168591940,36844,2
1168591940,36837,-1
1168591940,37906,-1
1168591940,36834,-1
1168591940,36832,-1
1168591940,36815,-1
1168591940,36835,-1
1168591940,36769,-1
1168591940,36786,-1
1168591940,37904,-1
1168591940,36896,-1
1168591940,36839,2
1168591940,36763,-1
1168591940,36779,-1
1168591940,36833,-1
1168591940,37905,5
1168591940,37901,-1
1168591940,36898,-1
1168591940,37907,1
1168591940,36851,1
1168591940,3,5
1169022236,37903,1
1169022236,36899,1
1169022236,36845,1
1169022236,36844,2
1169022236,36837,2
1169022236,37906,1
1169022236,36834,2
1169022236,36832,5
1169022236,36852,1
1169022236,36835,1
1169022236,36769,1
1169022236,36786,2
1169022236,37904,1
1169022236,36896,1
1169022236,36839,2
1169022236,36763,1
1169022236,36779,1
1169022236,36833,1
1169022236,37905,5
1169022236,37901,1
1169022236,36898,1
1169022236,37907,-1
1169022236,36851,-1
1169022236,1,1
1169022317,37903,1
1169022317,36899,1
1169022317,36845,1
1169022317,36844,2
1169022317,36837,2
1169022317,37906,1
1169022317,36834,2
1169022317,36832,2
1169022317,36852,1
1169022317,36835,1
1169022317,36769,1
1169022317,36786,2
1169022317,37904,1
1169022317,36896,5
1169022317,36839,2
1169022317,36763,2
1169022317,37905,5
1169022317,37901,1
1169022317,37907,-1
1169022317,36851,-1
1169022317,36801,2
1168581423,37903,1
1168581423,36899,1
1168581423,36845,1
1168581423,36844,2
1168581423,36837,1
1168581423,37906,1
1168581423,36834,1
1168581423,36832,1
1168581423,36815,1
1168581423,36835,1
1168581423,36769,1
1168581423,36786,1
1168581423,37904,1
1168581423,36896,1
1168581423,36839,2
1168581423,36763,1
1168581423,36779,1
1168581423,36833,1
1168581423,37905,5
1168581423,37901,1
1168581423,36898,1
1168581423,37907,-1
1168581423,36851,-1
1168581423,2,2
1169552258,37903,1
1169552258,36899,1
1169552258,36845,1
1169552258,36844,1
1169552258,36837,1
1169552258,37906,1
1169552258,36834,1
1169552258,36832,1
1169552258,36852,1
1169552258,36835,1
1169552258,36786,1
1169552258,36769,1
1169552258,37904,1
1169552258,36896,1
1169552258,36839,5
1169552258,36763,1
1169552258,36833,1
1169552258,37905,1
1169552258,36779,1
1169552258,37901,5
1169552258,36898,1
1169552258,37907,1
1169552258,36851,1
1169552258,36801,1
1169552258,36886,1
1169552258,1,1
1169552258,2,1
1169552258,3,1
1169832318,37903,1
1169832318,36899,1
1169832318,36845,1
1169832318,36844,1
1169832318,36837,1
1169832318,37906,1
1169832318,36834,1
1169832318,36832,1
1169832318,36852,1
1169832318,36835,1
1169832318,36786,1
1169832318,36769,1
1169832318,37904,1
1169832318,36896,1
1169832318,36839,5
1169832318,36763,1
1169832318,36833,1
1169832318,37905,1
1169832318,36779,1
1169832318,37901,-1
1169832318,36898,1
1169832318,37907,1
1169832318,36851,1
1169832318,36801,1
1169832318,36886,1
1169832318,1,1
1169832318,2,1
1169832318,3,1
1169832334,37903,-1
1169832334,36899,-1
1169832334,36845,-1
1169832334,36844,-1
1169832334,36837,-1
1169832334,37906,-1
1169832334,36834,-1
1169832334,36832,-1
1169832334,36852,-1
1169832334,36835,-1
1169832334,36786,-1
1169832334,36769,-1
1169832334,37904,-1
1169832334,36896,-1
1169832334,36839,-1
1169832334,36763,-1
1169832334,36833,-1
1169832334,37905,-1
1169832334,36779,-1
1169832334,37901,-1
1169832334,36898,-1
1169832334,37907,-1
1169832334,36851,-1
1169832334,36801,-1
1169832334,36886,-1
1169832334,1,-1
1169832334,2,-1
1169832334,3,-1
1167341919,36837,1
1167341919,37903,1
1167341919,36834,1
1167341919,36786,-1
1167341919,36765,-1
1167341919,36896,-1
1167341919,36844,-1
1167341919,36832,-1
1167341919,36839,2
1167341919,37905,1
1167341919,37901,1
1167341919,37907,1
1167341919,2,-1
1167351702,36837,1
1167351702,37903,1
1167351702,36834,1
1167351702,36786,5
1167351702,36765,5
1167351702,36896,5
1167351702,36844,-1
1167351702,36832,-1
1167351702,36839,-1
1167351702,36763,-1
1167351702,37905,1
1167351702,37901,1
1167351702,37907,1
1167351702,2,5
1167351702,3,-1
1167351743,36837,-1
1167351743,37903,-1
1167351743,36834,-1
1167351743,36786,5
1167351743,36765,5
1167351743,36896,5
1167351743,36844,2
1167351743,36832,-1
1167351743,36839,2
1167351743,37905,-1
1167351743,37901,-1
1167351743,37907,-1
1167351743,2,-1
1167351743,3,-1
1167351811,36837,-1
1167351811,37903,-1
1167351811,36834,-1
1167351811,36786,5
1167351811,36765,5
1167351811,36896,5
1167351811,36844,1
1167351811,36832,1
1167351811,36839,1
1167351811,37905,-1
1167351811,37901,-1
1167351811,37907,-1
1167351811,2,1
1167351811,3,1
1167351844,36837,1
1167351844,37903,1
1167351844,36834,1
1167351844,36786,5
1167351844,36765,5
1167351844,36896,5
1167351844,36844,2
1167351844,36832,-1
1167351844,36839,2
1167351844,37905,1
1167351844,37901,1
1167351844,37907,1
1167351844,2,-1
1167351938,36837,1
1167351938,37903,1
1167351938,36834,1
1167351938,36786,5
1167351938,36765,5
1167351938,36896,5
1167351938,36844,-1
1167351938,36832,-1
1167351938,36839,-1
1167351938,37905,1
1167351938,37901,1
1167351938,37907,1
1167362029,36837,-1
1167362029,37903,-1
1167362029,36834,-1
1167362029,36786,1
1167362029,36765,1
1167362029,36896,1
1167362029,36844,1
1167362029,36832,1
1167362029,36839,1
1167362029,37905,-1
1167362029,37901,-1
1167362029,37907,-1
1167362029,2,1
1167362049,36837,1
1167362049,37903,1
1167362049,36834,1
1167362049,36786,-1
1167362049,36765,-1
1167362049,36896,-1
1167362049,36844,-1
1167362049,36832,-1
1167362049,36839,-1
1167362049,37905,-1
1167362049,37901,1
1167362049,37907,1
1167341815,36837,-1
1167341815,37903,-1
1167341815,36834,-1
1167341815,36786,1
1167341815,36765,1
1167341815,36896,1
1167341815,36844,1
1167341815,36832,1
1167341815,36839,1
1167341815,37905,-1
1167341815,37901,-1
1167351906,36837,1
1167351906,37903,1
1167351906,36834,1
1167351906,36786,-1
1167351906,36765,-1
1167351906,36896,-1
1167351906,36844,-1
1167351906,36832,-1
1167351906,36839,-1
1167351906,37905,1
1167351906,37901,1
1167351906,37907,1
1167351622,36837,2
1167351622,37903,2
1167351622,36834,2
1167351622,36786,5
1167351622,36765,5
1167351622,36896,5
1167351622,36844,2
1167351622,36832,1
1167351622,36839,2
1167351622,37905,-1
1167351622,37901,-1
1167351622,37907,-1
1167362006,36837,-1
1167362006,37903,-1
1167362006,36834,-1
1167362006,36786,-1
1167362006,36765,-1
1167362006,36896,-1
1167362006,36844,2
1167362006,36832,1
1167362006,36839,2
1167362006,37905,-1
1167362006,37901,-1
1169611854,37903,1
1169611854,36899,1
1169611854,36845,1
1169611854,36844,1
1169611854,36837,1
1169611854,37906,1
1169611854,36834,1
1169611854,36832,1
1169611854,36852,1
1169611854,36835,1
1169611854,36786,1
1169611854,36769,1
1169611854,37904,1
1169611854,36896,1
1169611854,36839,1
1169611854,36833,1
1169611854,37905,1
1169611854,36779,1
1169611854,37901,1
1169611854,2,1
1169611854,3,1
1169611911,37903,1
1169611911,36899,1
1169611911,36845,1
1169611911,36844,1
1169611911,36837,1
1169611911,37906,1
1169611911,36832,1
1169611911,36852,1
1169611911,36835,1
1169611911,36786,1
1169611911,36769,1
1169611911,37904,1
1169611911,36896,1
1169611911,36839,1
1169611911,36763,1
1169611911,36833,1
1169611911,37905,1
1169611911,36779,1
1169611911,37901,1
1169611911,37907,1
1169611911,2,1
1169611911,3,1
1170271709,37903,-1
1170271709,36899,-1
1170271709,36845,-1
1170271709,36844,1
1170271709,36837,-1
1170271709,37906,-1
1170271709,36834,-1
1170271709,36852,-1
1170271709,36835,-1
1170271709,36832,-1
1170271709,36786,-1
1170271709,36769,-1
1170271709,37904,-1
1170271709,36896,-1
1170271709,36839,-1
1170271709,36763,-1
1170271709,36833,-1
1170271709,37905,-1
1170271709,36779,-1
1170271709,37901,-1
1170271709,36898,-1
1170271709,37907,-1
1170271709,36851,-1
1170271709,36886,-1
1170271709,1,-1
1170271709,2,-1
1170271709,3,-1
1170271655,37903,-1
1170271655,36899,-1
1170271655,36845,-1
1170271655,36844,-1
1170271655,36837,-1
1170271655,37906,-1
1170271655,36834,-1
1170271655,36852,-1
1170271655,36835,-1
1170271655,36832,-1
1170271655,36786,-1
1170271655,36769,-1
1170271655,37904,-1
1170271655,36896,-1
1170271655,36839,-1
1170271655,36763,-1
1170271655,36833,-1
1170271655,37905,-1
1170271655,36779,-1
1170271655,37901,1
1170271655,36898,-1
1170271655,37907,-1
1170271655,36851,-1
1170271655,36886,-1
1170271655,1,-1
1170271655,2,-1
1170271655,3,-1
1170271716,37903,1
1170271716,36899,1
1170271716,36845,1
1170271716,36844,1
1170271716,36837,1
1170271716,37906,1
1170271716,36834,1
1170271716,36852,1
1170271716,36835,1
1170271716,36832,1
1170271716,36786,1
1170271716,36769,1
1170271716,37904,1
1170271716,36896,1
1170271716,36839,1
1170271716,36763,1
1170271716,36833,1
1170271716,37905,1
1170271716,36779,1
1170271716,37901,-1
1170271716,36898,1
1170271716,37907,1
1170271716,36851,1
1170271716,36886,1
1170271716,1,1
1170271716,2,1
1170271716,3,1
1170271707,37903,5
1170271707,36899,5
1170271707,36845,5
1170271707,36844,1
1170271707,36837,-1
1170271707,37906,-1
1170271707,36834,-1
1170271707,36852,-1
1170271707,36835,-1
1170271707,36832,-1
1170271707,36786,-1
1170271707,36769,-1
1170271707,36839,1
1170271707,36833,-1
1170271707,37905,-1
1170271707,36779,-1
1170271707,37901,-1
1170271707,36851,-1
1170062121,37903,-1
1170062121,36899,-1
1170062121,36845,-1
1170062121,36844,-1
1170062121,36837,-1
1170062121,37906,-1
1170062121,36834,-1
1170062121,36852,2
1170062121,36835,-1
1170062121,36832,-1
1170062121,36786,2
1170062121,36769,-1
1170062121,37904,-1
1170062121,36896,-1
1170062121,36839,-1
1170062121,36763,-1
1170062121,36833,-1
1170062121,37905,-1
1170062121,36779,-1
1170062121,37901,-1
1170062121,36898,-1
1170062121,37907,-1
1170062121,36851,-1
1170062121,36801,-1
1170062121,36886,-1
1170062121,1,-1
1170062121,2,-1
1170062121,3,-1
1170062144,37903,1
1170062144,36899,1
1170062144,36845,1
1170062144,36844,1
1170062144,36837,1
1170062144,37906,1
1170062144,36834,1
