id_partido,uf,esfera,valor,numero_candidatos
36899,DF,camara,2578885.08,3
36899,ES,camara,2514835.5,3
36899,GO,camara,1130250,6
36899,MA,camara,4872500,8
36899,MG,camara,11365693.78,19
36899,MS,camara,1811960,11
36899,MT,camara,5010100,7
36899,PA,camara,5568400,4
36899,PB,camara,2239800,9
36899,PE,camara,841444.32,1
36899,PI,camara,647500,3
36899,PR,camara,3961000,15
36899,RJ,camara,11703160.95,18
36899,RN,camara,2258062.5,4
36899,RO,camara,4020000,4
36899,RR,camara,2912160,3
36899,RS,camara,12794450,25
36899,SC,camara,7129000,11
36899,SE,camara,1710000,3
36899,SP,camara,9587485.44,63
36899,TO,camara,2360000,1
37901,AL,camara,5797.48,3
37901,BA,camara,32623.28,8
37901,CE,camara,8596.34,5
37901,DF,camara,9404.96,6
37901,ES,camara,10880.64,6
37901,GO,camara,10094.96,6
37901,MG,camara,113038.52,36
37901,MS,camara,8311.8,5
37901,MT,camara,25689.079999999998,13
37901,PB,camara,4848.0599999999995,2
37901,PE,camara,38304.85,9
37901,PR,camara,178486.56,16
37901,RJ,camara,73065.71,18
37901,RN,camara,20495.8,5
37901,RO,camara,3297.48,3
37901,RS,camara,120818.97,18
37901,SC,camara,68318.4,16
37901,SE,camara,2198.3199999999997,2
37901,SP,camara,25940.08,17
37907,AM,camara,280.1,4
37907,BA,camara,232206.33,34
37907,CE,camara,124704.35,18
37907,DF,camara,40000,1
37907,MG,camara,1678947.4,15
37907,MT,camara,4800,3
37907,PB,camara,50000,1
37907,PE,camara,378785.9,20
37907,PI,camara,5998.2,1
37907,PR,camara,109100,1
37907,RJ,camara,751278,8
37907,RR,camara,216398,8
37907,RS,camara,86530.84,5
37907,SC,camara,27421.95,16
37907,SE,camara,300000,1
37907,SP,camara,3338917.4,75
37907,TO,camara,8312,1
36779,AC,camara,899232.95,1
36779,AL,camara,64639.399999999994,4
36779,AM,camara,189848.58,8
36779,AP,camara,896500,1
36779,BA,camara,2810335.87,2
36779,CE,camara,2110480.51,3
36779,DF,camara,74760,2
36779,ES,camara,1063606.81,1
36779,GO,camara,175168.65,3
36779,MA,camara,1604300,4
36779,MG,camara,1476948.46,1
36779,MS,camara,22000,1
36779,MT,camara,18334,1
36779,PA,camara,1237594.58,1
36779,PB,camara,109590,4
36779,PE,camara,1348940.57,1
36779,PI,camara,33267.5,1
36779,PR,camara,5000,1
36779,RJ,camara,1384935,9
36779,RN,camara,29460,6
36779,RO,camara,15000,1
36779,RR,camara,25000,1
36779,RS,camara,908926.75,24
36779,SC,camara,1181207.38,1
36779,SE,camara,554000,2
36779,SP,camara,1049744.11,2
36779,TO,camara,700,1
36863,DF,camara,10101.11,1
36863,GO,camara,3835.98,1
36863,MA,camara,8119.1,2
36863,MG,camara,164770,12
36863,PA,camara,10101.11,1
36863,PE,camara,112611.11,4
36863,PI,camara,30543.02,1
36863,RJ,camara,112035.75,1
36863,RR,camara,97296.76,1
36863,RS,camara,9036.88,1
36863,SC,camara,10543.02,2
36863,SP,camara,44198.65,2
36781,BA,camara,3700,2
36781,GO,camara,2350,1
36781,PR,camara,1600,1
36781,RN,camara,600,1
36786,AC,camara,250471.77,14
36786,AL,camara,650000,2
36786,AM,camara,35000,2
36786,AP,camara,176028,7
36786,BA,camara,1256295.52,26
36786,CE,camara,1790000,6
36786,DF,camara,25700,3
36786,ES,camara,759896.7,5
36786,GO,camara,1518566.19,1
36786,MA,camara,1237200,7
36786,MG,camara,1396833.18,24
36786,MS,camara,730000,4
36786,MT,camara,1200666.45,4
36786,PA,camara,447000,3
36786,PB,camara,570000,1
36786,PE,camara,794097.96,3
36786,PI,camara,601500,1
36786,PR,camara,1158000,9
36786,RJ,camara,1169954.31,27
36786,RN,camara,270000,2
36786,RO,camara,124000,3
36786,RR,camara,20000,2
36786,RS,camara,1551220,12
36786,SC,camara,890000,1
36786,SE,camara,186850,3
36786,SP,camara,631500,19
36786,TO,camara,7500,1
36793,AC,camara,26974.27,2
36793,AL,camara,38490.87,4
36793,AM,camara,96485,2
36793,AP,camara,520000,6
36793,BA,camara,388735.86,14
36793,CE,camara,47379.5,4
36793,DF,camara,297721.36,3
36793,ES,camara,100000,2
36793,GO,camara,827335.67,20
36793,MA,camara,427300,7
36793,MG,camara,2771801.16,60
36793,MS,camara,36000,3
36793,MT,camara,51200,3
36793,PA,camara,26250,1
36793,PB,camara,42750,5
36793,PE,camara,445929.67,10
36793,PI,camara,139000,4
36793,PR,camara,223208,8
36793,RJ,camara,228500,58
36793,RN,camara,48350,4
36793,RO,camara,14311,4
36793,RR,camara,339592.07,7
36793,RS,camara,11031.42,3
36793,SE,camara,32298.33,3
36793,SP,camara,243642.5,7
36793,TO,camara,21564,2
36887,AC,camara,30000,1
36887,AM,camara,3100,2
36887,BA,camara,385000,1
36887,DF,camara,27000,1
36887,ES,camara,37486,5
36887,MA,camara,55000,2
36887,PA,camara,80000,1
36887,RJ,camara,453601.21,17
36887,RR,camara,21120,2
36887,RS,camara,19800,2
36801,AC,camara,150000,1
36801,AL,camara,900000,1
36801,AM,camara,120000,3
36801,AP,camara,8150,3
36801,BA,camara,209000,7
36801,CE,camara,620000,2
36801,DF,camara,150000,1
36801,ES,camara,300,1
36801,GO,camara,81886.19,2
36801,MA,camara,703000,9
36801,MG,camara,185030,4
36801,MS,camara,50000,1
36801,MT,camara,40630,1
36801,PA,camara,100000,1
36801,PB,camara,250000,1
36801,PE,camara,170000,1
36801,PI,camara,80000,1
36801,PR,camara,500000,1
36801,RJ,camara,679609.8,12
36801,RN,camara,250000,1
36801,RO,camara,210000,3
36801,RS,camara,210509.42,2
36801,SC,camara,66766.5,5
36801,SE,camara,100000,1
36801,SP,camara,391000,8
36801,TO,camara,150000,1
36896,AC,camara,100000,1
36896,AM,camara,19600,4
36896,AP,camara,1050000,1
36896,BA,camara,865000,2
36896,CE,camara,700000,1
36896,DF,camara,750553.6,1
36896,ES,camara,1200,6
36896,GO,camara,447846.19,3
36896,MA,camara,885000,4
36896,MG,camara,2735229.42,16
36896,MS,camara,800,4
36896,MT,camara,1001720,2
36896,PA,camara,777400,1
36896,PB,camara,1000000,1
36896,PE,camara,1000000,1
36896,PR,camara,631174.42,4
36896,RJ,camara,1338276.9,30
36896,RN,camara,300000,2
36896,RO,camara,623000,1
36896,RR,camara,26487.86,6
36896,RS,camara,600000,1
36896,SC,camara,303500,1
36896,SP,camara,6351061.94,32
37903,AC,camara,1322040,3
37903,AL,camara,2777758,4
37903,AM,camara,1897386,1
37903,AP,camara,1634541,1
37903,BA,camara,8470822,7
37903,CE,camara,3416037.5,3
37903,DF,camara,3318490,2
37903,ES,camara,2742747.81,7
37903,GO,camara,7050887.2,5
37903,MA,camara,3570528,4
37903,MG,camara,10335651.27,6
37903,MT,camara,3828379.83,2
37903,PA,camara,1593372,1
37903,PB,camara,3815103.01,7
37903,PE,camara,7431501.15,4
37903,PI,camara,7597280.5,5
37903,PR,camara,8382925.83,10
37903,RJ,camara,6880119.03,12
37903,RN,camara,1867000,3
37903,RO,camara,2410000,2
37903,RR,camara,1737097.2,3
37903,RS,camara,10071129.69,17
37903,SC,camara,6076203,9
37903,SE,camara,1731095.16,1
37903,SP,camara,8098442,6
37903,TO,camara,1756302.35,1
36762,AC,camara,4637.5,1
36762,AL,camara,1340,2
36762,AP,camara,5870,3
36762,BA,camara,114000,2
36762,DF,camara,86312,9
36762,ES,camara,16000,1
36762,MG,camara,400,1
36762,MT,camara,1800,2
36762,PA,camara,4800,5
36762,PE,camara,12590,11
36762,PR,camara,37300,24
36762,RJ,camara,32778.02,22
36762,RR,camara,1198.5,1
36762,RS,camara,42562.59,22
36762,SC,camara,3000,1
36762,SE,camara,50165.17,3
36762,SP,camara,125538.33,43
37905,AC,camara,498048.04,1
37905,AL,camara,654173.85,1
37905,AM,camara,116816.01000000001,1
37905,BA,camara,436587.88,1
37905,CE,camara,654064.05,5
37905,DF,camara,133040,4
37905,ES,camara,1475646.2200000002,4
37905,GO,camara,1168128.11,1
37905,MG,camara,1469251,7
37905,MS,camara,103008.01,2
37905,MT,camara,497377.88,5
37905,PA,camara,1168128.11,1
37905,PB,camara,174000,1
37905,PE,camara,1407997.57,4
37905,PI,camara,200926.43,4
37905,PR,camara,1388808.4400000002,4
37905,RJ,camara,1049841.16,14
37905,RN,camara,100751.05,1
37905,RO,camara,121016.01,2
37905,RR,camara,147916.72,4
37905,RS,camara,580313.52,30
37905,SC,camara,1218128.1099999999,2
37905,SE,camara,98402.1,1
37905,SP,camara,5212047.5600000005,10
37905,TO,camara,292032.03,1
37906,AC,camara,1500000,1
37906,AL,camara,1255557.26,1
37906,AM,camara,1989000,3
37906,AP,camara,3065000,7
37906,BA,camara,4780000,3
37906,CE,camara,4126666.67,4
37906,DF,camara,4885150,5
37906,ES,camara,3857975.71,3
37906,GO,camara,2000000,1
37906,MA,camara,4930000,4
37906,MG,camara,10773013.13,6
37906,MS,camara,100000,1
37906,MT,camara,1977556,2
37906,PA,camara,888515.03,1
37906,PB,camara,1760000,2
37906,PE,camara,3324000,9
37906,PI,camara,1350000,1
37906,PR,camara,6479092.19,3
37906,RJ,camara,11937126.9,25
37906,RN,camara,2240000,1
37906,RO,camara,2400000,2
37906,RR,camara,3670000,6
37906,RS,camara,2500000,7
37906,SC,camara,300000,1
37906,SE,camara,3500000,2
37906,SP,camara,19763198.91,44
37906,TO,camara,870000,2
36815,AC,camara,850000,1
36815,AL,camara,842225.39,1
36815,AM,camara,2308380,2
36815,AP,camara,1952976.22,1
36815,BA,camara,4602549.81,4
36815,CE,camara,1119020,1
36815,DF,camara,930951.72,3
36815,ES,camara,3283391.37,10
36815,GO,camara,1315830,1
36815,MA,camara,975000,2
36815,MG,camara,6507577.28,8
36815,MS,camara,1673250.71,3
36815,MT,camara,1325875.64,1
36815,PA,camara,789031,1
36815,PB,camara,1465611.06,3
36815,PE,camara,1673075.27,2
36815,PI,camara,1721043.78,3
36815,PR,camara,2049620.05,22
36815,RJ,camara,6351792.77,48
36815,RN,camara,1185615.6400000001,2
36815,RO,camara,965994.69,1
36815,RR,camara,1470040,3
36815,RS,camara,1146816.72,7
36815,SC,camara,1344643.76,5
36815,SE,camara,695500,2
36815,SP,camara,22224153.6,95
36815,TO,camara,868792.49,2
36763,AC,camara,316985,1
36763,AM,camara,717250,2
36763,AP,camara,776466.3,2
36763,BA,camara,256140,1
36763,CE,camara,2295818.72,30
36763,DF,camara,3405222.33,7
36763,ES,camara,412656.04,2
36763,GO,camara,1793697.52,1
36763,MA,camara,1093940,3
36763,MG,camara,4088750.26,14
36763,MS,camara,858950,4
36763,MT,camara,754776.08,4
36763,PA,camara,513885,1
36763,PB,camara,350000,1
36763,PE,camara,1160800,1
36763,PI,camara,123500,1
36763,PR,camara,881600,3
36763,RJ,camara,3113022.5,3
36763,RN,camara,1405000,1
36763,RO,camara,833580,1
36763,RS,camara,239650,1
36763,SC,camara,341500,1
36763,SE,camara,43331.5,1
36763,SP,camara,1888855.49,15
36763,TO,camara,901726.85,1
36824,AC,camara,61883.04,3
36824,AM,camara,2000,1
36824,AP,camara,270803.44,2
36824,BA,camara,215000,7
36824,CE,camara,215,1
36824,DF,camara,126536.88,5
36824,ES,camara,191365.05,3
36824,GO,camara,527987.32,4
36824,MG,camara,196135.75,5
36824,MS,camara,35000,1
36824,MT,camara,120000,1
36824,PB,camara,25000,2
36824,PE,camara,117200,3
36824,PI,camara,68470,7
36824,PR,camara,25000,2
36824,RJ,camara,493747.5,31
36824,RO,camara,36700,3
36824,RR,camara,19309.98,4
36824,RS,camara,65788.57,8
36824,SC,camara,62323,9
36824,SP,camara,1700515.37,28
36829,AC,camara,4000,1
36829,AL,camara,200000,2
36829,BA,camara,84712,3
36829,CE,camara,49976.25,5
36829,DF,camara,29750,5
36829,ES,camara,2000,2
36829,GO,camara,9910.98,10
36829,MA,camara,29982.15,1
36829,MG,camara,224267.96,22
36829,PA,camara,4890,3
36829,PB,camara,12845,5
36829,PE,camara,24500,2
36829,PR,camara,11660,13
36829,RJ,camara,166546.97,39
36829,RN,camara,9613.55,4
36829,RR,camara,7620,4
36829,SC,camara,17142.86,5
36829,SE,camara,16600,3
36829,SP,camara,320945.87,39
36829,TO,camara,2900,7
36832,AC,camara,1300000,1
36832,AL,camara,1313000,2
36832,AM,camara,775000,2
36832,AP,camara,752500,6
36832,BA,camara,2116439.11,5
36832,CE,camara,1810000,3
36832,DF,camara,1330868.87,2
36832,ES,camara,2351055,10
36832,GO,camara,572117.5,1
36832,MA,camara,600000,3
36832,MG,camara,4904350,14
36832,MS,camara,1300000,1
36832,MT,camara,778616.28,4
36832,PA,camara,545600,1
36832,PB,camara,1270000,2
36832,PE,camara,9573197.24,13
36832,PI,camara,1850000,4
36832,PR,camara,4400000,6
36832,RJ,camara,2059456.08,7
36832,RN,camara,1510000,1
36832,RO,camara,500000,1
36832,RR,camara,91468.57,5
36832,RS,camara,5934790,29
36832,SC,camara,1814968,11
36832,SE,camara,589166.99,6
36832,SP,camara,8134982.5,24
36832,TO,camara,740000,3
36833,AC,camara,70000,1
36833,AL,camara,500000,2
36833,AM,camara,100000,1
36833,AP,camara,320000,2
36833,BA,camara,579941.96,9
36833,CE,camara,1272500,1
36833,DF,camara,466042.23000000004,4
36833,ES,camara,1040000,1
36833,GO,camara,182456.66,3
36833,MA,camara,1400000,1
36833,MG,camara,3398561.2,13
36833,MT,camara,830013.2,6
36833,PA,camara,2300013.2,1
36833,PB,camara,1300026.4,2
36833,PE,camara,480000,1
36833,PI,camara,280000,1
36833,PR,camara,2502652.1,7
36833,RJ,camara,962945.42,49
36833,RN,camara,750000,2
36833,RO,camara,467000,1
36833,RR,camara,700960,2
36833,RS,camara,301782.97,8
36833,SC,camara,200000,1
36833,SE,camara,100000,1
36833,SP,camara,1490000,2
36833,TO,camara,281824.73,1
36834,AC,camara,824450,1
36834,AL,camara,1499800,2
36834,AM,camara,2520000,3
36834,AP,camara,739000,2
36834,BA,camara,6709773.05,10
36834,CE,camara,1464939.8,4
36834,DF,camara,436278.52,1
36834,ES,camara,1016500,2
36834,GO,camara,1620000,5
36834,MA,camara,1399800,2
36834,MG,camara,5063166.06,11
36834,MS,camara,630000,2
36834,MT,camara,762299.68,2
36834,PA,camara,1406005.15,4
36834,PE,camara,1076019.51,1
36834,PI,camara,792013.2,1
36834,PR,camara,6783374.31,16
36834,RJ,camara,6822756.2,17
36834,RN,camara,1275000,2
36834,RO,camara,718973.05,2
36834,RR,camara,140870,3
36834,RS,camara,1694492.45,16
36834,SC,camara,1291484,7
36834,SE,camara,670000,1
36834,SP,camara,9125000,22
36835,AC,camara,1629365.55,1
36835,AL,camara,2055252.42,3
36835,AM,camara,2129609.6,1
36835,AP,camara,832050,2
36835,BA,camara,3375182.21,7
36835,CE,camara,3380620.35,11
36835,DF,camara,571920.35,8
36835,ES,camara,1110350,3
36835,GO,camara,3204500,5
36835,MA,camara,2296250,10
36835,MG,camara,9862594.74,20
36835,MS,camara,2745427.75,5
36835,MT,camara,1095683.68,4
36835,PA,camara,1895869.21,6
36835,PB,camara,3035700,7
36835,PE,camara,1521750,4
36835,PI,camara,373009.77,4
36835,PR,camara,1757100,7
36835,RJ,camara,1778544.14,20
36835,RN,camara,200100,1
36835,RO,camara,2300000,1
36835,RR,camara,2550000,4
36835,RS,camara,3548761.07,7
36835,SC,camara,4517512.98,17
36835,SE,camara,450891.44,3
36835,SP,camara,16237596.94,49
36835,TO,camara,427641.44,6
36837,AC,camara,261.04,5
36837,AM,camara,5294,1
36837,AP,camara,35000,1
36837,BA,camara,484200,2
36837,CE,camara,50000,1
36837,DF,camara,14649.5,3
36837,ES,camara,310884.65,5
36837,GO,camara,457294.33,4
36837,MA,camara,180,2
36837,MG,camara,376845.76,44
36837,MT,camara,69416.28,4
36837,PA,camara,1928,1
36837,PB,camara,572987.91,14
36837,PE,camara,2342000,11
36837,PR,camara,169600,9
36837,RJ,camara,397512.83,43
36837,RN,camara,4000,1
36837,RR,camara,110000,5
36837,RS,camara,10000,5
36837,SC,camara,5424.2699999999995,14
36837,SP,camara,584672.19,39
36837,TO,camara,10000,8
36839,AC,camara,300066.64,4
36839,AL,camara,16263.22,2
36839,AM,camara,21316.38,12
36839,AP,camara,201719.65,6
36839,BA,camara,214614.28,30
36839,CE,camara,241072.21,23
36839,DF,camara,279507.34,15
36839,ES,camara,24604.12,7
36839,GO,camara,43886.33,15
36839,MA,camara,53723.899999999994,15
36839,MG,camara,184621.39,32
36839,MS,camara,21761.07,5
36839,MT,camara,111040.3,9
36839,PA,camara,977934.68,18
36839,PB,camara,27878.65,5
36839,PE,camara,168580,29
36839,PI,camara,22896.68,7
36839,PR,camara,78755.91,29
36839,RJ,camara,1608054.22,37
36839,RN,camara,44835.399999999994,11
36839,RO,camara,21775.16,3
36839,RR,camara,36419.81,4
36839,RS,camara,456025.31,38
36839,SC,camara,268942.74,15
36839,SE,camara,36068.92,8
36839,SP,camara,1072913.3900000001,74
36839,TO,camara,38856.98,4
36843,DF,camara,2487.9300000000003,1
36843,RR,camara,888.8899999999999,1
36843,SP,camara,28103,3
36844,AC,camara,2778000,5
36844,AL,camara,1000000,1
36844,AM,camara,910825.18,4
36844,BA,camara,6952204,12
36844,CE,camara,3944432.6,12
36844,DF,camara,2116882.35,16
36844,ES,camara,1594500,15
36844,GO,camara,1220715.15,14
36844,MA,camara,1346346,20
36844,MG,camara,10030076.62,25
36844,MS,camara,1915656.13,16
36844,MT,camara,1056666.97,2
36844,PA,camara,2411743.59,7
36844,PB,camara,909826.41,4
36844,PE,camara,2440205,15
36844,PI,camara,2966500,7
36844,PR,camara,4036742.83,30
36844,RJ,camara,5951712,23
36844,RN,camara,947886.2,6
36844,RO,camara,98000,3
36844,RR,camara,389900.41,2
36844,RS,camara,6739261.2299999995,20
36844,SC,camara,2975500,11
36844,SE,camara,1915000,3
36844,SP,camara,16114585.46,68
36844,TO,camara,569282.78,8
36845,AC,camara,449599.75,1
36845,AL,camara,1709057.38,2
36845,AM,camara,1479306.6,1
36845,AP,camara,445018.8,7
36845,BA,camara,2768728.64,3
36845,CE,camara,295000,2
36845,DF,camara,185000,1
36845,ES,camara,190815,9
36845,GO,camara,1602845,3
36845,MA,camara,1330000,3
36845,MG,camara,2740719.36,12
36845,MS,camara,39496.7,1
36845,MT,camara,1872353.68,2
36845,PA,camara,1383538.05,2
36845,PB,camara,1620539.69,2
36845,PE,camara,1423161.93,3
36845,PI,camara,1877821.74,1
36845,PR,camara,2208553.67,1
36845,RJ,camara,5803485.48,14
36845,RO,camara,494951,1
36845,RR,camara,107200,4
36845,RS,camara,3899241.93,9
36845,SC,camara,90600,1
36845,SE,camara,59763,2
36845,SP,camara,4342000,19
36846,AC,camara,570000,1
36846,AL,camara,300000,1
36846,AM,camara,3529.3500000000004,3
36846,AP,camara,80000,1
36846,BA,camara,295833.28,11
36846,DF,camara,240000,5
36846,ES,camara,60000,1
36846,GO,camara,253331.42,6
36846,MA,camara,30000,3
36846,MG,camara,524401.3,22
36846,MS,camara,150000,1
36846,MT,camara,80000,1
36846,PA,camara,2380,2
36846,PB,camara,65000,2
36846,PE,camara,5000,5
36846,PI,camara,560000,1
36846,PR,camara,11500,2
36846,RJ,camara,169750,9
36846,RN,camara,855000,2
36846,RO,camara,270000,1
36846,RR,camara,303840,2
36846,RS,camara,1528.26,6
36846,SC,camara,10000,1
36846,SP,camara,35000,7
36851,AC,camara,334343.2,2
36851,AL,camara,232742.2,2
36851,AM,camara,403955.54000000004,1
36851,AP,camara,72335.17,6
36851,BA,camara,1226253.88,11
36851,CE,camara,679688.01,2
36851,DF,camara,584300,2
36851,ES,camara,189457.68,5
36851,GO,camara,367285.79,5
36851,MA,camara,353000,4
36851,MG,camara,1245770.91,14
36851,MS,camara,81026.94,8
36851,MT,camara,177022,9
36851,PA,camara,258283.39,2
36851,PB,camara,42700,2
36851,PE,camara,506418.31,8
36851,PI,camara,164341.48,9
36851,PR,camara,1925231.32,25
36851,RJ,camara,408813.65,13
36851,RN,camara,336831.73,1
36851,RO,camara,206010.12,5
36851,RR,camara,108309.5,6
36851,RS,camara,600000,1
36851,SC,camara,548247.01,4
36851,SE,camara,108476.44,7
36851,SP,camara,4566616.63,67
36851,TO,camara,105000,2
36886,AC,camara,190800,2
36886,AL,camara,725000,1
36886,AM,camara,2092,2
36886,AP,camara,103530,7
36886,BA,camara,138636.45,19
36886,CE,camara,23440,14
36886,DF,camara,91600,3
36886,ES,camara,190800,2
36886,GO,camara,3576.48,5
36886,MA,camara,1890.9,2
36886,MG,camara,148058.56,19
36886,MS,camara,5280,3
36886,MT,camara,76.36,4
36886,PB,camara,140800,2
36886,PE,camara,92200,14
36886,PI,camara,190000,1
36886,PR,camara,9449.99,11
36886,RJ,camara,192400,5
36886,RN,camara,800,1
36886,RR,camara,171100,3
36886,RS,camara,733041.94,3
36886,SC,camara,800,1
36886,SE,camara,11210,12
36886,SP,camara,328500,22
37904,AC,camara,1450000,1
37904,AM,camara,280000,1
37904,AP,camara,450000,1
37904,BA,camara,1628000,4
37904,CE,camara,890000,2
37904,DF,camara,641737.32,1
37904,ES,camara,1278000,2
37904,GO,camara,650000,1
37904,MA,camara,1250500,2
37904,MG,camara,1105105.93,4
37904,MS,camara,600000,2
37904,MT,camara,934048.91,2
37904,PA,camara,270000,3
37904,PE,camara,1836400,6
37904,PI,camara,630000,1
37904,PR,camara,865000,1
37904,RJ,camara,1732767.24,17
37904,RN,camara,119892.04000000001,11
37904,RO,camara,660000,1
37904,RR,camara,473476.56,6
37904,RS,camara,1150400,2
37904,SC,camara,907500,1
37904,SE,camara,815000,2
37904,SP,camara,3674738.62,45
37904,TO,camara,1604100,2
36898,AC,senado,25700.050000000003,6
36898,AL,senado,319000,1
36898,AM,senado,34503.2,3
36898,AP,senado,418539.23,2
36898,BA,senado,1028440,11
36898,CE,senado,1162500,2
36898,DF,senado,126989.17,8
36898,ES,senado,35913.1,2
36898,MG,senado,6618774.1,73
36898,PA,senado,155140,2
36898,PB,senado,261750,6
36898,PE,senado,1285000,4
36898,PI,senado,180020,2
36898,PR,senado,132704.86,5
36898,RJ,senado,519042.09,21
36898,RN,senado,350000,1
36898,RR,senado,20000,1
36898,RS,senado,273150.5,4
36898,SC,senado,58141.8,4
36898,SE,senado,15850,5
36898,SP,senado,706224.59,90
36898,TO,senado,9972,1
37902,AC,senado,41600,3
37902,AL,senado,77320,2
37902,AM,senado,75644,6
37902,AP,senado,30022.82,1
37902,BA,senado,377500,14
37902,CE,senado,34392.85,7
37902,DF,senado,27961.5,10
37902,ES,senado,36826.97,9
37902,GO,senado,71819.11,8
37902,MG,senado,19434.53,8
37902,MS,senado,17000,1
37902,PA,senado,20888.78,1
37902,PB,senado,11944.56,1
37902,PE,senado,57000,15
37902,PI,senado,32100,4
37902,PR,senado,104122.32,8
37902,RJ,senado,115500,23
37902,RN,senado,7000,2
37902,RR,senado,110228.56,3
37902,RS,senado,26074,3
37902,SC,senado,59380,1
37902,SE,senado,30022.82,1
37902,SP,senado,73060.56,22
37902,TO,senado,10000,1
36769,AC,senado,825300,1
36769,AM,senado,1078000,2
36769,AP,senado,750000,4
36769,BA,senado,5892500,21
36769,CE,senado,1010000,3
36769,DF,senado,855000,1
36769,ES,senado,1650000,1
36769,GO,senado,1890983.56,7
36769,MA,senado,866000,2
36769,MG,senado,5250112.57,13
36769,MS,senado,1550000,2
36769,MT,senado,1600000,3
36769,PA,senado,1483000,4
36769,PB,senado,1110476.36,2
36769,PE,senado,4024000,4
36769,PI,senado,1303784.06,2
36769,PR,senado,1640000,2
36769,RJ,senado,12445600,17
36769,RN,senado,1314795.05,1
36769,RO,senado,1597920,6
36769,RR,senado,1130000,3
36769,RS,senado,1100000,2
36769,SC,senado,159080,2
36769,SP,senado,5079400,10
36769,TO,senado,2760570,2
36899,AC,senado,5158000,4
36899,AL,senado,2115600,3
36899,AM,senado,3982031.8,8
36899,AP,senado,4595845,5
36899,BA,senado,3000019.1,30
36899,CE,senado,6758871.44,6
36899,DF,senado,2578885.08,3
36899,ES,senado,2514835.5,3
36899,GO,senado,1407750,7
36899,MA,senado,6872500,9
36899,MG,senado,11365693.78,19
36899,MS,senado,3811960,12
36899,MT,senado,5010100,7
36899,PA,senado,7568400,5
36899,PB,senado,2539800,10
36899,PE,senado,2984622.96,2
36899,PI,senado,2218150,4
36899,PR,senado,6014600,16
36899,RJ,senado,11703160.95,18
36899,RN,senado,4362562.5,5
36899,RO,senado,7820000,6
36899,RR,senado,5162160,4
36899,RS,senado,15294450,26
36899,SC,senado,7129000,11
36899,SE,senado,2256617.68,4
36899,SP,senado,10978985.44,65
36899,TO,senado,2360000,1
37901,AL,senado,5797.48,3
37901,BA,senado,32623.28,8
37901,CE,senado,8596.34,5
37901,DF,senado,9404.96,6
37901,ES,senado,12810.68,7
37901,GO,senado,10094.96,6
37901,MG,senado,113954.28,37
37901,MS,senado,8311.8,5
37901,MT,senado,27704.84,14
37901,PB,senado,4848.0599999999995,2
37901,PE,senado,38304.85,9
37901,PR,senado,178486.56,16
37901,RJ,senado,73065.71,18
37901,RN,senado,20495.8,5
37901,RO,senado,23664.45,4
37901,RS,senado,120818.97,18
37901,SC,senado,68318.4,16
37901,SE,senado,2198.3199999999997,2
37901,SP,senado,110906.68,18
37907,AM,senado,280.1,4
